"English","French"
"The {{1::bathtub}} is dirty.","La baignoire est sale."
"I can pay upfront.","Je peux payer {{1::d'avance}}."
"I have a dictionary.","J'ai un {{1::dictionnaire}}."
"{{1::lower}} your voice.","Baisse la voix."
"Keep your {{1::voice}} down!","Baisse la voix !"
"It rang {{1::loudly}}.","La sonnerie est forte."
"Bring the key.","{{1::apporte}} la clé."
"Show me the {{1::list}}.","Montre-moi la liste."
"Show me the list.","{{1::montre-moi}} la liste."
"The {{1::toilet}} is upstairs.","La toilette est au-dessus."
"Turn on the tv.","{{1::allume}} la télé."
"{{1::production}} is low.","La production est faible."
"Lava is dangerous.","La lave est {{1::dangereuse}}."
"The pizza is delicious.","La pizza est {{1::délicieuse}}."
"I'm {{1::turning}} the light off.","J'éteins la lumière."
"The {{1::bakery}} is closed.","La boulangerie est fermée."
"The bakery is closed.","La {{1::boulangerie}} est fermée."
"He {{1::removed}} his shirt.","Il tomba la chemise."
"He removed his shirt.","Il {{1::tomba}} la chemise."
"The world is yours.","Le monde vous {{1::appartient}}."
"I wasn't {{1::allowed}} to leave.","Je n'avais pas le droit de partir."
"The heat is {{1::intense}}.","La chaleur est intense."
"I can open the window.","Je peux {{1::ouvrir}} la fenêtre."
"The hill is {{1::bare}} of trees.","La colline est nue."
"I eat breakfast here {{1::normally}}.","Normalement, je petit-déjeune ici."
"I've got to leave early.","Je dois partir {{1::tôt}}."
"I know about that.","Je suis au {{1::courant}} de ça."
"The lock is broken.","La {{1::serrure}} est cassée."
"The lock's broken.","La {{1::serrure}} est cassée."
"He's not going.","Il ne {{1::s'y}} rend pas."
"The handle is broken.","La {{1::poignée}} est cassée."
"I'm not {{1::supposed}} to drink.","Je ne suis pas supposé boire."
"I'm not supposed to drink.","Je ne suis pas {{1::supposé}} boire."
"The {{1::plant}} is blue.","La plante est bleue."
"The plant is blue.","La {{1::plante}} est bleue."
"Show me the list.","{{1::montrez-moi}} la liste."
"I'll take your {{1::coat}}.","Je prendrai ton manteau."
"The {{1::crowd}} is going nuts.","La foule est fébrile."
"The pay is meager.","La paie est {{1::maigre}}."
"Spare some change?","{{1::t'as}} pas un balle ?"
"The {{1::skirt}} is green.","La jupe est verte."
"The wound is deep.","La {{1::blessure}} est profonde."
"I owe you a {{1::sincere}} apology.","Je vous dois de sincères excuses."
"I owe you a sincere apology.","Je vous dois de {{1::sincères}} excuses."
"He turned the key.","Il {{1::tourna}} la clé."
"Get out of my seat.","Sors de mon {{1::siège}} !"
"I owe you a big {{1::apology}}.","Je vous dois de plates excuses."
"The skin is {{1::rough}}.","La peau est rugueuse."
"Give me the {{1::arrow}}.","Donne-moi la flèche."
"Give me the arrow.","Donne-moi la {{1::flèche}}."
"Tom fell off the chair.","Tom est tombé de la {{1::chaise}}."
"The {{1::towel}} is wet.","La serviette est mouillée."
"I speak french {{1::fluently}}.","Je parle couramment le français."
"I speak french fluently.","Je parle {{1::couramment}} le français."
"Wasn't it supposed to rain?","Il ne {{1::devait}} pas pleuvoir ?"
"He {{1::dropped}} his voice.","Il baissa la voix."
"What were you doing at the hospital?","Que {{1::faisiez-vous}} à l'hôpital ?"
"The {{1::pie}} is delicious.","La tarte est délicieuse."
"The hill is {{1::bare}} of trees.","La colline est déboisée."
"I'm not supposed to drink.","Je ne suis pas {{1::supposée}} boire."
"The ice is {{1::melting}}.","La glace fond."
"The ice is melting.","La glace {{1::fond}}."
"{{1::lower}} your voice.","Baissez la voix."
"Keep your {{1::voice}} down!","Baissez la voix !"
"The threat no longer {{1::exists}}.","La menace est levée."
"The threat no longer exists.","La menace est {{1::levée}}."
"This {{1::pear}} is green.","La poire est verte."
"The tower {{1::collapsed}}.","La tour s'effondra."
"He's very fond of reading.","Il adore la {{1::lecture}}."
"That's not the point.","Ce n'est pas le {{1::sujet}}."
"Lift your leg.","Lève la {{1::jambe}}."
"I'm listening to the radio.","{{1::j'écoute}} la radio."
"Thought is free.","La pensée est {{1::gratuite}}."
"The lamp is {{1::grey}}.","La lampe est grise."
"It's not {{1::christmas}}.","Ce n'est pas noël."
"It's not christmas.","Ce n'est pas {{1::noël}}."
"It isn't {{1::christmas}}.","Ce n'est pas noël."
"It isn't christmas.","Ce n'est pas {{1::noël}}."
"Whoa!","Oh, la {{1::vache}} !"
"My {{1::stars}}!","Oh, la vache !"
"Do you see the difference?","{{1::voyez-vous}} la différence ?"
"The {{1::coast}} is clear.","La côte est dégagée."
"The {{1::threat}} is real.","La menace est réelle."
"He's sitting on the fence.","Il ne prend pas {{1::position}}."
"I have a {{1::husband}}.","J'ai un mari."
"Nature is changing.","La {{1::nature}} change."
"I know. i was there.","Je sais. {{1::j'y}} étais."
"Open the {{1::bottle}}.","Ouvre la bouteille."
"Do you see the difference?","{{1::vois-tu}} la différence ?"
"Turn on the radio.","{{1::allume}} la radio."
"He {{1::plugged}} in the radio.","Il brancha la radio."
"Call me before you leave.","{{1::appelle-moi}} avec de partir."
"{{1::caution}} is advised.","La prudence est conseillée."
"Add meat.","{{1::ajoutez}} la viande."
"{{1::peel}} the apple.","Épluche la pomme."
"I'm not entirely sure.","Je ne suis pas {{1::entièrement}} sûre."
"I can't let this happen.","Je ne peux pas {{1::laisser}} faire."
"Get out of my seat.","Sortez de mon {{1::siège}} !"
"It's not about them.","Il ne s'agit pas {{1::d'elles}}."
"What do you {{1::propose}} instead?","Que proposez-vous à la place ?"
