"English","French"
"I'm impressed.","Je suis {{c::impressionné}}."
"I'm {{c::pregnant}}.","Je suis enceinte."
"I'm pregnant.","Je suis {{c::enceinte}}."
"I'm {{c::expecting}}.","Je suis enceinte."
"I'm expecting.","Je suis {{c::enceinte}}."
"I am a bachelor.","Je suis {{c::célibataire}}."
"I am {{c::single}}.","Je suis célibataire."
"I am single.","Je suis {{c::célibataire}}."
"I {{c::stayed}}.","Je suis restée."
"I stayed.","Je suis {{c::restée}}."
"I'm unmarried.","Je suis {{c::célibataire}}."
"I'm {{c::single}}.","Je suis célibataire."
"I'm {{c::wise}}.","Je suis sage."
"I'm wise.","Je suis {{c::sage}}."
"I'm {{c::cleaned}} out.","Je suis lavé."
"I'm cleaned out.","Je suis {{c::lavé}}."
"I'm {{c::innocent}}.","Je suis innocent."
"I'm innocent.","Je suis {{c::innocent}}."
"I'm an {{c::innocent}} man.","Je suis innocent."
"I'm an innocent man.","Je suis {{c::innocent}}."
"I am a {{c::student}}.","Je suis étudiante."
"I am a student.","Je suis {{c::étudiante}}."
"I'm a student.","Je suis {{c::étudiante}}."
"I'm {{c::naked}}.","Je suis nu."
"I'm naked.","Je suis {{c::nu}}."
"I am {{c::naked}}!","Je suis nu !"
"I am naked!","Je suis {{c::nu}} !"
"I really mean it.","Je suis {{c::sérieuse}}."
"I'm not {{c::bluffing}}.","Je suis sérieuse."
"I'm not bluffing.","Je suis {{c::sérieuse}}."
"I'm being serious.","Je suis {{c::sérieuse}}."
"I am a {{c::foreigner}}.","Je suis étranger."
"I am a foreigner.","Je suis {{c::étranger}}."
"I'm {{c::free}}.","Je suis disponible."
"I'm free.","Je suis {{c::disponible}}."
"I'm {{c::available}}.","Je suis disponible."
"I'm available.","Je suis {{c::disponible}}."
"I'm {{c::miserable}}.","Je suis malheureux."
"I'm miserable.","Je suis {{c::malheureux}}."
"I'm {{c::sad}}.","Je suis malheureux."
"I'm sad.","Je suis {{c::malheureux}}."
"I feel {{c::frightened}}.","Je suis effrayé."
"I feel frightened.","Je suis {{c::effrayé}}."
"I'm {{c::jealous}}.","Je suis jalouse."
"I'm jealous.","Je suis {{c::jalouse}}."
"I'm {{c::algerian}}.","Je suis algérienne."
"I'm algerian.","Je suis {{c::algérienne}}."
"I'm {{c::canadian}}.","Je suis canadien."
"I'm canadian.","Je suis {{c::canadien}}."
"I'm a {{c::canadian}}.","Je suis canadien."
"I'm a canadian.","Je suis {{c::canadien}}."
"I am {{c::human}}.","Je suis humain."
"I am human.","Je suis {{c::humain}}."
"I'm a {{c::dentist}}.","Je suis dentiste."
"I'm a dentist.","Je suis {{c::dentiste}}."
"Don't {{c::fall}} off!","Ne tombe pas !"
"Don't fall off!","Ne {{c::tombe}} pas !"
"Don't {{c::leave}}!","Ne pars pas !"
"Don't leave!","Ne {{c::pars}} pas !"
"I'm {{c::interested}}.","Je suis intéressée."
"I'm interested.","Je suis {{c::intéressée}}."
"I'm {{c::spanish}}.","Je suis espagnol."
"I'm spanish.","Je suis {{c::espagnol}}."
"I am {{c::curious}}.","Je suis curieux."
"I am curious.","Je suis {{c::curieux}}."
"I'm {{c::curious}}.","Je suis curieux."
"I'm curious.","Je suis {{c::curieux}}."
"I am {{c::kabyle}}.","Je suis kabyle."
"I am kabyle.","Je suis {{c::kabyle}}."
"I'm {{c::kabyle}}.","Je suis kabyle."
"I'm kabyle.","Je suis {{c::kabyle}}."
"I'm being {{c::punished}}.","Je suis puni."
"I'm being punished.","Je suis {{c::puni}}."
"I am {{c::lost}}.","Je suis perdue."
"I am lost.","Je suis {{c::perdue}}."
"I'm lost.","Je suis {{c::perdue}}."
"I'm not being unreasonable.","Je suis {{c::raisonnable}}."
"I'm {{c::reasonable}}.","Je suis raisonnable."
"I'm reasonable.","Je suis {{c::raisonnable}}."
"I'm a {{c::singer}}.","Je suis chanteuse."
"I'm a singer.","Je suis {{c::chanteuse}}."
"I'm {{c::gay}}.","Je suis gay."
"I'm gay.","Je suis {{c::gay}}."
"I'm {{c::nervous}}.","Je suis nerveuse."
"I'm nervous.","Je suis {{c::nerveuse}}."
"I'm {{c::angry}}.","Je suis énervé."
"I'm angry.","Je suis {{c::énervé}}."
"Don't {{c::smile}}.","Ne souris pas."
"Don't smile.","Ne {{c::souris}} pas."
"I'm {{c::thin}}.","Je suis mince."
"I'm thin.","Je suis {{c::mince}}."
"{{c::let's}} not talk.","Ne parlons pas."
"Let's not talk.","Ne {{c::parlons}} pas."
"I'm {{c::selfish}}.","Je suis égoïste."
"I'm selfish.","Je suis {{c::égoïste}}."
"I'm {{c::involved}}.","Je suis impliqué."
"I'm involved.","Je suis {{c::impliqué}}."
"I have to {{c::hurry}}!","Je suis pressé !"
"I have to hurry!","Je suis {{c::pressé}} !"
"I'm {{c::depressed}}.","Je suis déprimé."
