"English","French"
"I'd rather go for a walk.","Je préférerais me {{c::promener}}."
"I'm open to anything.","Je suis {{c::ouvert}} à tout."
"I cannot follow you.","Je n'arrive pas à vous {{c::suivre}}."
"I didn't hear you.","Je ne vous ai pas {{c::entendu}}."
"I did not hear you.","Je ne vous ai pas {{c::entendu}}."
"I'm afraid of the {{c::dark}}.","J'ai peur de l'obscurité."
"I'm afraid of the dark.","J'ai peur de {{c::l'obscurité}}."
"I have a fear of the dark.","J'ai peur de {{c::l'obscurité}}."
"What should i do?","Que {{c::devrais-je}} faire ?"
"What should i be doing?","Que {{c::devrais-je}} faire ?"
"I felt {{c::cheated}}.","Je me sentis trompé."
"I have lots of friends.","J'ai de {{c::nombreux}} amis."
"He won't make it.","Il n'y {{c::arrivera}} pas."
"I can't get you out of my head.","Je n'arrive pas à vous {{c::oublier}}."
"I consider myself fortunate.","Je me {{c::considère}} chanceux."
"He's doing it right.","Il le fait {{c::correctement}}."
"I can't wait to leave.","J'ai {{c::hâte}} de partir."
"I'm not {{c::gonna}} lie to you.","Je ne vais pas vous mentir."
"How do you {{c::put}} up with it?","Comment le supportes-tu ?"
"I see no {{c::reason}}.","Je n'en vois pas de cause."
"I see no reason.","Je n'en vois pas de {{c::cause}}."
"I {{c::baked}} it for you.","Je le cuisis pour toi."
"I didn't plan on staying.","Je n'avais pas {{c::prévu}} de rester."
"What could i do?","Que {{c::pourrais-je}} faire ?"
"I felt cheated.","Je me sentis {{c::trompée}}."
"I'm not {{c::marrying}} you.","Je ne vais pas vous épouser."
"I'm not marrying you.","Je ne vais pas vous {{c::épouser}}."
"I felt myself {{c::lifted}} up.","Je me sentis soulevé."
"I felt myself lifted up.","Je me sentis {{c::soulevé}}."
"I love what i do.","{{c::j'adore}} ce que je fais."
"I was feeling {{c::confident}}.","Je me sentais confiant."
"I was feeling confident.","Je me sentais {{c::confiant}}."
"I {{c::felt}} left out.","Je me sentis exclu."
"This is {{c::for}} you, tom.","C'est pour vous, tom."
"I felt {{c::isolated}}.","Je me sentis isolé."
"He has a lot of acquaintances.","Il a beaucoup de {{c::connaissances}}."
"I felt myself {{c::lifted}} up.","Je me sentis soulevée."
"I {{c::bathe}} daily.","Je me baigne quotidiennement."
"I {{c::bathe}} every day.","Je me baigne quotidiennement."
"He was {{c::ignorant}} of the fact.","Il ignorait le fait."
"I only know {{c::kabyle}}.","Je ne connais que le kabyle."
"I only know kabyle.","Je ne connais que le {{c::kabyle}}."
"I'm not angry!","Je ne suis pas en {{c::colère}} !"
"I'm not angry.","Je ne suis pas en {{c::colère}}."
"He is full of {{c::potential}}.","Il a beaucoup de potentiel."
"I only know the {{c::refrain}}.","Je ne connais que le refrain."
"I don't know what i'm doing.","{{c::j'ignore}} ce que je fais."
"I {{c::agreed}} to stay.","J'ai accepté de rester."
"What can you do?","Que {{c::peut-on}} faire ?"
"I want you to stay.","Je souhaite que tu {{c::restes}}."
"The {{c::world}} is not enough.","Le monde ne suffit pas."
"What do we have to do?","Que {{c::devons-nous}} faire ?"
"I'm not at fault.","Je ne suis pas en {{c::tort}}."
"It is easy to talk.","C'est {{c::facile}} de parler."
"I {{c::hadn't}} eaten rice.","Je n'avais pas mangé de riz."
"I hadn't eaten rice.","Je n'avais pas mangé de {{c::riz}}."
