"English","French"
"I'm depressed.","Je suis {{1::déprimé}}."
"I'm {{1::optimistic}}.","Je suis optimiste."
"I'm optimistic.","Je suis {{1::optimiste}}."
"I'm the {{1::same}}.","Je suis pareil."
"I'm the same.","Je suis {{1::pareil}}."
"I'm {{1::drunk}}.","Je suis saoul."
"I'm drunk.","Je suis {{1::saoul}}."
"I'm {{1::thrilled}}.","Je suis ravie."
"I'm thrilled.","Je suis {{1::ravie}}."
"I'm {{1::loaded}}.","Je suis saoul."
"I'm loaded.","Je suis {{1::saoul}}."
"I'm {{1::sensitive}}.","Je suis sensible."
"I'm sensitive.","Je suis {{1::sensible}}."
"I'm {{1::italian}}.","Je suis italien."
"I'm italian.","Je suis {{1::italien}}."
"I am {{1::italian}}.","Je suis italien."
"I am italian.","Je suis {{1::italien}}."
"I can't wait.","Je suis {{1::impatiente}}."
"I'm {{1::impatient}}.","Je suis impatiente."
"I'm impatient.","Je suis {{1::impatiente}}."
"I am an {{1::american}}.","Je suis américaine."
"I am an american.","Je suis {{1::américaine}}."
"I am a {{1::cook}}.","Je suis cuisinier."
"I am a cook.","Je suis {{1::cuisinier}}."
"I am american.","Je suis {{1::américaine}}."
"Don't call me.","Ne {{1::m'appelle}} pas."
"I'm a teacher.","Je suis {{1::enseignante}}."
"I'm {{1::deaf}}.","Je suis sourd."
"I'm deaf.","Je suis {{1::sourd}}."
"I am {{1::deaf}}.","Je suis sourd."
"I am deaf.","Je suis {{1::sourd}}."
"I'm {{1::brave}}.","Je suis courageux."
"I'm brave.","Je suis {{1::courageux}}."
"I'm {{1::stuck}}.","Je suis coincé."
"I'm stuck.","Je suis {{1::coincé}}."
"I'm {{1::upset}}.","Je suis contrarié."
"I'm upset.","Je suis {{1::contrarié}}."
"I'm {{1::exhausted}}.","Je suis crevé."
"I'm exhausted.","Je suis {{1::crevé}}."
"I am exhausted.","Je suis {{1::crevé}}."
"I am tired.","Je suis {{1::crevé}}."
"Don't {{1::bother}}.","Ne dérange pas."
"Don't bother.","Ne {{1::dérange}} pas."
"I'm {{1::shocked}}.","Je suis choqué."
"I'm shocked.","Je suis {{1::choqué}}."
"I'm {{1::knackered}}.","Je suis crevé."
"I am {{1::shattered}}.","Je suis crevé."
"I'm {{1::shattered}}.","Je suis crevé."
"I am {{1::knackered}}.","Je suis crevé."
"I'm {{1::amused}}.","Je suis amusée."
"I'm amused.","Je suis {{1::amusée}}."
"I'm {{1::convinced}}.","Je suis convaincue."
"I'm convinced.","Je suis {{1::convaincue}}."
"I'm a leo.","Je suis {{1::lion}}."
"I'm {{1::fucked}}.","Je suis crevé."
"I'm {{1::furious}}.","Je suis furieux."
"I'm furious.","Je suis {{1::furieux}}."
"I'm {{1::famous}}.","Je suis connue."
"I'm famous.","Je suis {{1::connue}}."
"I am {{1::thankful}}.","Je suis reconnaissante."
"I am thankful.","Je suis {{1::reconnaissante}}."
"I'm {{1::naked}}.","Je suis nue."
"I'm naked.","Je suis {{1::nue}}."
"I'm {{1::grateful}}.","Je suis reconnaissante."
"I'm grateful.","Je suis {{1::reconnaissante}}."
"I am naked!","Je suis {{1::nue}} !"
"I'm a {{1::nurse}}.","Je suis infirmière."
"I'm a nurse.","Je suis {{1::infirmière}}."
"I am a {{1::nurse}}.","Je suis infirmière."
"I am a nurse.","Je suis {{1::infirmière}}."
"I'm {{1::canadian}}.","Je suis canadienne."
"I'm canadian.","Je suis {{1::canadienne}}."
"I'm a canadian.","Je suis {{1::canadienne}}."
"I am {{1::hungarian}}.","Je suis hongrois."
"I am hungarian.","Je suis {{1::hongrois}}."
"I'm a {{1::musician}}.","Je suis musicien."
"I'm a musician.","Je suis {{1::musicien}}."
"I am a {{1::volunteer}}.","Je suis volontaire."
"I am a volunteer.","Je suis {{1::volontaire}}."
"I'm a {{1::volunteer}}.","Je suis volontaire."
"I'm a volunteer.","Je suis {{1::volontaire}}."
"I'm {{1::efficient}}.","Je suis efficace."
"I'm efficient.","Je suis {{1::efficace}}."
"I'm a {{1::minister}}.","Je suis ministre."
"I'm a minister.","Je suis {{1::ministre}}."
"I'm a chauffeur.","Je suis {{1::conducteur}}."
"I'm {{1::lucky}}.","Je suis chanceuse."
"I'm lucky.","Je suis {{1::chanceuse}}."
"I'm {{1::sincere}}.","Je suis sincère."
"I'm sincere.","Je suis {{1::sincère}}."
"I am a {{1::secretary}}.","Je suis secrétaire."
"I am a secretary.","Je suis {{1::secrétaire}}."
"I'm {{1::organized}}.","Je suis organisé."
"I'm organized.","Je suis {{1::organisé}}."
"I'm {{1::fantastic}}.","Je suis fantastique."
"I'm fantastic.","Je suis {{1::fantastique}}."
"I'm loved.","Je suis {{1::aimée}}."
"I'm {{1::puzzled}}.","Je suis perplexe."
"I'm puzzled.","Je suis {{1::perplexe}}."
"I'm {{1::impressed}}.","Je suis impressionnée."
