"English","French"
"Ziri has good {{c::teeth}}.","Ziri a de bonnes dents."
"The door is made of {{c::steel}}.","La porte est en acier."
"What is the capital of {{c::greece}}?","Quelle est la capitale de la grèce ?"
"What is the capital of greece?","Quelle est la capitale de la {{c::grèce}} ?"
"The bus is broken!","Le bus est en {{c::panne}} !"
"The woman has beautiful {{c::cheeks}}.","La femme a de belles joues."
"The woman has beautiful cheeks.","La femme a de belles {{c::joues}}."
"What's the capital city of {{c::finland}}?","Quelle est la capitale de la finlande ?"
"Tom refused to sign the document.","Tom refusa de signer le {{c::document}}."
"Earth is a {{c::planet}}.","La terre est une planète."
"Earth is a planet.","La terre est une {{c::planète}}."
"I know what i said.","Je sais ce que {{c::j’ai}} dit."
"He {{c::mentioned}} it.","Il l'a mentionné."
"He mentioned it.","Il l'a {{c::mentionné}}."
"I saw the game.","J'ai vu le {{c::match}}."
"He cleaned it up.","Il l'a {{c::nettoyé}}."
"{{c::yanni}} arrived.","Yanni est arrivé."
"Yanni arrived.","{{c::yanni}} est arrivé."
"Tom {{c::cooks}} for us.","Tom cuisine pour nous."
"That's a big one.","{{c::c'en}} est un grand."
"I am going to milk the {{c::cows}}.","Je vais traire les vaches."
"It wouldn't {{c::cost}} much.","Ça ne coûterait pas grand-chose."
"How deep is the pool?","Quelle est la {{c::profondeur}} de la piscine ?"
"Water is important.","L'eau est {{c::importante}}."
"I {{c::taught}} french.","J'ai enseigné le français."
"I taught french.","J'ai {{c::enseigné}} le français."
"He's {{c::everybody's}} friend.","Il est l'ami de tout le monde."
"I have to repair the {{c::refrigerator}}.","Il faut que je répare le réfrigérateur."
"Bread has gone up ten yen in price.","Le pain a {{c::augmenté}} de 10 yens."
"The price of bread {{c::rose}} by ten yen.","Le pain a augmenté de 10 yens."
"The price of bread rose by ten yen.","Le pain a {{c::augmenté}} de 10 yens."
"Tom won the {{c::costume}} contest.","Tom gagnait le concours de déguisements."
"We did not expect that!","On ne {{c::s'attendait}} pas à ça !"
"I couldn't restrain myself.","Je n'ai pas pu me {{c::retenir}}."
"The drug problem is {{c::international}}.","Le problème de la drogue est international."
"Tom was up all night.","Tom {{c::n’a}} pas dormi de la nuit."
"I loved french.","J'ai {{c::adoré}} le français."
"It was a group {{c::effort}}.","C'était un effort de groupe."
"It was a group effort.","C'était un {{c::effort}} de groupe."
"Tom is {{c::elected}} president.","Tom est élu président."
"Tom is elected president.","Tom est {{c::élu}} président."
"I wasn't able to {{c::defend}} myself.","Je n'ai pas pu me défendre."
"I wasn't able to defend myself.","Je n'ai pas pu me {{c::défendre}}."
"I must translate the {{c::sentences}}.","Je dois traduire les phrases."
"I must translate the sentences.","Je dois {{c::traduire}} les phrases."
"I'm {{c::stronger}} now.","Je suis plus fort, désormais."
"He {{c::humiliated}} her.","Il l'a humiliée."
"Tom {{c::needn't}} do it.","Tom n'a pas à faire ça."
"Tom came back from australia.","Tom est revenu {{c::d'australie}}."
"He {{c::hugged}} her.","Il l'a enlacée."
"He has a cold.","Il a {{c::attrapé}} froid."
"I saw the {{c::file}}.","J'ai vu le fichier."
"I saw the file.","J'ai vu le {{c::fichier}}."
"I want things to change.","Je veux que les choses {{c::changent}}."
"I think you're interesting.","Je pense que tu es {{c::intéressante}}."
