"English","French"
"He's waiting at the bus stop.","Il attend à {{c::l'arrêt}} de bus."
"I doubt tom knows mary.","Je doute que tom {{c::connaisse}} mary."
"Don't look into the box.","Ne regarde pas dans la {{c::boîte}}."
"She {{c::runs}}.","Elle court."
"The {{c::roof}} of the house is red.","Le toit de la maison est rouge."
"The roof of the house is red.","Le {{c::toit}} de la maison est rouge."
"He is eight.","Il a {{c::huit}} ans."
"He's eight years old.","Il a {{c::huit}} ans."
"It was a fluke.","C'était un {{c::coup}} de chance."
"Don't play in the {{c::street}}.","Ne joue pas dans la rue."
"It's next to that {{c::building}}.","C'est à côté de ce bâtiment."
"It's next to that building.","C'est à côté de ce {{c::bâtiment}}."
"It won't be easy.","Ça ne sera pas {{c::aisé}}."
"Not everybody {{c::wins}}!","Tout le monde ne gagne pas !"
"I'm sorry to hear it.","Je suis désolé {{c::d'entendre}} ça."
"Please send me a letter.","Je vous prie de {{c::m'envoyer}} une lettre."
"Do you have a {{c::pet}}?","Avez-vous un animal de compagnie ?"
"Please {{c::iron}} the shirt.","Je te prie de repasser la chemise."
"Can he do it?","Est-il en {{c::mesure}} de le faire ?"
"He is {{c::independent}} of his parents.","Il ne dépend pas de ses parents."
"He is not {{c::dependent}} on his parents.","Il ne dépend pas de ses parents."
"I grew up on a farm.","J'ai {{c::grandi}} à la ferme."
"I think you're {{c::stylish}}.","Je pense que tu as de la classe."
"Ziri {{c::earned}} money.","Ziri a gagné de l'argent."
"The child is big.","{{c::l'enfant}} est grand."
"The kid is big.","{{c::l'enfant}} est grand."
"The sun is a star.","Le soleil est une {{c::étoile}}."
"I want you to get out of town.","Je veux que tu {{c::sortes}} de la ville."
"Ziri returned.","Ziri est {{c::retourné}}."
"I'm afraid of drowning.","J'ai peur de me {{c::noyer}}."
"Ziri is {{c::wicked}}.","Ziri est méchant."
"She {{c::owes}} me money.","Elle me doit de l'argent."
"Ziri is fine.","Ziri est {{c::sain}}."
"Ziri is ok.","Ziri est {{c::sain}}."
"I'm satisfied with the results.","Je suis satisfait des {{c::résultats}}."
"This is a {{c::bracelet}}.","Ceci est un bracelet."
"I'm in charge of shopping.","Je suis responsable des {{c::courses}}."
"Allow me to introduce {{c::mayuko}} to you.","Permettez que je vous présente mayuko."
"Tom doesn't own a credit card.","Tom ne possède pas de carte de {{c::crédit}}."
"Ziri is {{c::amazing}}.","Ziri est formidable."
"I won the {{c::lottery}}.","J'ai gagné à la loterie."
"I won fair and {{c::square}}.","J'ai gagné à la loyale."
"I {{c::handed}} a map to him.","Je lui tendis une carte."
"I {{c::handed}} him a map.","Je lui tendis une carte."
"Are you a policeman?","Êtes-vous un {{c::agent}} de police ?"
"Ziri is algerian.","Ziri est {{c::algérien}}."
"He stayed alone.","Il {{c::restait}} seul."
"I am the language {{c::lover}}.","Je suis l’amant des langues."
"She never {{c::stops}} complaining.","Elle n'arrête pas de se plaindre."
"Tom is {{c::receiving}} treatment.","Tom est sous traitement."
"Ziri is aggressive.","Ziri est {{c::agressif}}."
"Where is the venue for the meeting?","Quel est le {{c::lieu}} de la réunion ?"
"He is {{c::sixty}} years old.","Il a soixante ans."
"He is sixty years old.","Il a {{c::soixante}} ans."
"Tom's response was {{c::immediate}}.","La réponse de tom fut immédiate."
"I have to catch that train.","Je dois {{c::attraper}} ce train."
"Tom is just being himself.","Tom est seulement {{c::lui-même}}."
"He is {{c::seventeen}} years old.","Il a dix-sept ans."
"He is seventeen years old.","Il a {{c::dix-sept}} ans."
"I have a headache.","{{c::j’ai}} un mal de tête."
"It isn't worth it!","Ça ne {{c::vaut}} pas la peine !"
"It's not worth the {{c::effort}}.","Ça ne vaut pas la peine."
"It's not worth the effort.","Ça ne {{c::vaut}} pas la peine."
"It isn't worth the {{c::effort}}.","Ça ne vaut pas la peine."
"I {{c::grew}} up in the country.","J'ai grandi à la campagne."
"Take a book from the {{c::shelf}}.","Prends un livre de l'étagère."
"Take a book from the shelf.","Prends un livre de {{c::l'étagère}}."
"I fell down the {{c::steps}}.","Je suis tombée des marches."
"He advised me not to smoke.","Il m'a {{c::conseillé}} de ne pas fumer."
"I'm in the other {{c::ambulance}}!","Je suis dans l'autre ambulance !"
"I'm in the other ambulance!","Je suis dans l'autre {{c::ambulance}} !"
