"English","French"
"I don't like math.","Je n'aime pas les {{1::maths}}."
"I am having a {{1::shower}}.","Je prends une douche."
"I am having a shower.","Je prends une {{1::douche}}."
"I'm taking a {{1::shower}} right now.","Je prends une douche."
"I'm taking a shower right now.","Je prends une {{1::douche}}."
"I watch {{1::lots}} of movies.","Je regarde beaucoup de films."
"I watch lots of movies.","Je regarde beaucoup de {{1::films}}."
"I watch a lot of {{1::movies}}.","Je regarde beaucoup de films."
"I watch a lot of movies.","Je regarde beaucoup de {{1::films}}."
"Am i {{1::disturbing}} you?","Est-ce que je vous dérange ?"
"I am after him.","Je suis {{1::après}} lui."
"Is this for {{1::sale}}?","C'est à vendre ?"
"Is this for sale?","C'est à {{1::vendre}} ?"
"I don't like {{1::spiders}}.","Je n'aime pas les araignées."
"I don't like spiders.","Je n'aime pas les {{1::araignées}}."
"I don't like {{1::doctors}}.","Je n'aime pas les médecins."
"I don't like doctors.","Je n'aime pas les {{1::médecins}}."
"Don't open your {{1::mouth}}.","N'ouvre pas la bouche !"
"He {{1::approached}} the station.","Il s'approchait de la gare."
"I don't like {{1::trains}}.","Je n'aime pas les trains."
"I don't like trains.","Je n'aime pas les {{1::trains}}."
"I don't like {{1::buildings}}.","Je n'aime pas les bâtiments."
"I do not like {{1::science}}.","Je n'aime pas les sciences."
"I don't like {{1::science}}.","Je n'aime pas les sciences."
"I don't like {{1::buildings}}.","Je n'aime pas les immeubles."
"I don't like {{1::buildings}}.","Je n'aime pas les constructions."
"I'm very old.","Je suis très {{1::vieille}}."
"I don't want the horse.","Je ne veux pas le {{1::cheval}}."
"I don't like bad {{1::boys}}.","Je n'aime pas les voyous."
"I don't like {{1::oysters}}.","Je n'aime pas les huitres."
"Do not forget the {{1::suitcase}}!","N’oublie pas la valise !"
"Do not forget the {{1::suitcase}}!","N’oubliez pas la valise !"
"I eat a {{1::banana}}.","Je mange une banane."
"I eat a banana.","Je mange une {{1::banane}}."
"I'm your {{1::daughter}}.","Je suis votre fille."
"I'm your daughter.","Je suis votre {{1::fille}}."
"I ask a lot of questions.","Je {{1::pose}} beaucoup de questions."
"Can i change the {{1::channel}}?","Je peux changer de chaîne ?"
"Can i change the channel?","Je peux changer de {{1::chaîne}} ?"
"I am eating a {{1::pear}}.","Je mange une poire."
"I'm eating a {{1::pear}}.","Je mange une poire."
"Are you from the police?","Vous êtes de la {{1::police}} ?"
"Don't blame the {{1::victim}}.","N'accuse pas la victime !"
"I don't want to throw that away.","Je ne veux pas le {{1::jeter}}."
"Don't blame the {{1::victim}}.","N'accusez pas la victime !"
"I don't want to do it again.","Je ne veux pas le {{1::refaire}}."
"I don't want to do this again.","Je ne veux pas le {{1::refaire}}."
"Don't light the {{1::candle}}.","N'allume pas la bougie !"
"Don't light the {{1::candle}}.","N'allumez pas la bougie !"
"3 to the {{1::third}} power is 27.","La troisième puissance de 3 est 27."
"I'm picking up a {{1::tomato}}.","Je prends une tomate."
"He {{1::wished}} that i might understand.","Il voulait que je comprenne."
"I am very {{1::pleased}}.","Je suis très satisfait."
"I see a {{1::rose}}.","Je vois une rose."
"I see a rose.","Je vois une {{1::rose}}."
"That's under {{1::consideration}}.","C'est à l'étude."
"That's under consideration.","C'est à {{1::l'étude}}."
