"English","French"
"I've been working since i was {{c::thirteen}}.","Je travaille depuis l'âge de treize ans."
"I'm just thinking out loud.","Je ne fais que penser à {{c::haute}} voix."
"Where is my mail?","Où est mon {{c::courrier}} ?"
"I'm no friend of yours.","Je ne compte pas au {{c::nombre}} de tes amis."
"That {{c::applies}} to tom, too.","Cela s'applique aussi à tom."
"That's my {{c::cd}}, isn't it?","C'est mon cd, n'est-ce pas ?"
"The train traversed a tunnel.","Le train traversa un {{c::tunnel}}."
"The train went through a {{c::tunnel}}.","Le train traversa un tunnel."
"Where is my {{c::handkerchief}}?","Où est mon mouchoir ?"
"{{c::individual}} freedom is the soul of democracy.","La liberté individuelle est l'âme de la démocratie."
"Who {{c::benefits}}?","Qui en bénéficie ?"
"I could use a little sleep.","Je ne serais pas contre un petit {{c::somme}}."
"How many bedrooms does your house have?","Combien de {{c::chambres}} a votre maison?"
"I'm no friend of yours.","Je ne compte pas au {{c::nombre}} de vos amis."
"It is a sheer waste of time.","C'est une perte {{c::totale}} de temps."
"That is a pure waste of time.","C'est une perte {{c::totale}} de temps."
"Where is my plate?","Où est mon {{c::assiette}} ?"
"He drives me crazy.","Il me {{c::rend}} fou."
"He's driving me crazy.","Il me {{c::rend}} fou."
"I want to go see the {{c::streets}}.","Je veux aller voir les rues."
"I want to go see the streets.","Je veux aller voir les {{c::rues}}."
"It is love that rules the world.","L'amour {{c::mène}} le monde."
"He won the third prize.","Il a {{c::remporté}} le troisième prix."
"They look like us.","Ils nous {{c::ressemblent}}."
"I want to build a house here.","Je veux {{c::construire}} une maison ici."
"He {{c::tends}} to talk too much.","Il a tendance à trop parler."
"He tends to talk too much.","Il a {{c::tendance}} à trop parler."
"We haven't {{c::landed}} yet.","Nous n'avons pas encore atterri."
"Please go right away.","Partez sans {{c::délai}}, je vous prie !"
"It is 5 {{c::miles}} from here to tokyo.","Tokyo est à 5 miles d'ici."
"It is 5 miles from here to tokyo.","Tokyo est à 5 {{c::miles}} d'ici."
"They're lying to us.","Ils nous {{c::mentent}}."
"Mary {{c::holds}} up the mirror.","Marie montre le miroir."
"When did you come back from london?","Quand êtes-vous {{c::revenus}} de londres ?"
"The airplane is ready for {{c::landing}}.","L'avion est prêt à atterrir."
"Could you not do that here?","{{c::pourriez-vous}} ne pas faire cela ici ?"
"{{c::wow}}, isn't that amazing?","Wouah, est-ce que c'est pas incroyable ?"
"Tom can't stand the smell of {{c::cigarette}} smoke.","Tom ne supporte pas l'odeur de la fumée de cigarette."
"I added tom's {{c::surname}} to the list.","J'ai ajouté le surnom de tom à la liste."
"Tom's eyes were full of {{c::tears}}.","Les yeux de tom étaient remplis de larmes."
"Tom's eyes were full of tears.","Les yeux de tom étaient {{c::remplis}} de larmes."
"The river has {{c::dried}} up.","La rivière s'est tarie."
"The snake bite was {{c::fatal}}.","La morsure de serpent a été fatale."
"I know you're working {{c::part-time}}.","Je sais que vous travaillez à temps partiel."
"I know you're working part-time.","Je sais que vous travaillez à temps {{c::partiel}}."
"I don't know anything about her private life.","Je ne connais rien de sa vie {{c::privée}}."
"I don't know anything about his private life.","Je ne connais rien de sa vie {{c::privée}}."
"Keep your hands on the car!","Les {{c::mains}} sur la voiture !"
"Water is the {{c::basis}} for all life.","L'eau est à la base de toute vie."
"Water is the basis for all life.","L'eau est à la {{c::base}} de toute vie."
"She doesn't have any {{c::siblings}}.","Elle n'a pas de frères et sœurs."
"I'm looking for an {{c::engagement}} ring.","Je suis à la recherche d'une bague de fiançailles."
"I don't know anything about {{c::dinosaurs}}.","Je ne sais rien sur les dinosaures."
"He knows all {{c::sorts}} of things.","Il sait toutes sortes de choses."
"Take the metro at {{c::republic}} square.","Prenez le métro à la place de la république."
"Take the metro at republic square.","Prenez le métro à la place de la {{c::république}}."
"Many things will be different.","Beaucoup de choses seront {{c::différentes}}."
"You can have breakfast {{c::between}} 7 and 9.","Le petit déjeuner est servi de 7 à 9 heures."
"Dr. smith has a lot of patients.","Le docteur smith a beaucoup de {{c::patients}}."
"Doctor smith has many {{c::patients}}.","Le docteur smith a beaucoup de patients."
"Doctor smith has many patients.","Le docteur smith a beaucoup de {{c::patients}}."
"I broke my big {{c::toe}}.","Je me suis cassé le gros orteil."
"I should tell you about that {{c::sometime}}.","Je devrais t'en parler un jour."
"I will need {{c::their}} help.","J'aurai besoin de leur aide."
"{{c::switzerland}} is a beautiful country.","La suisse est un beau pays."
"We are in {{c::two}}.","Nous sommes deux."
"I'm going to use it tomorrow.","Je vais en faire {{c::usage}} demain."
"The {{c::typhoon}} destroyed many houses.","Le typhon a détruit beaucoup de maisons."
"The typhoon destroyed many houses.","Le {{c::typhon}} a détruit beaucoup de maisons."
"Her {{c::manner}} of speaking gets on my nerves.","La façon qu'elle a de parler m'énerve."
"She is not {{c::herself}} today.","Elle n'est pas elle-même aujourd'hui."
"She is not herself today.","Elle n'est pas {{c::elle-même}} aujourd'hui."
"This ball is the {{c::treasure}} of that boy.","Ce ballon est le trésor de ce garçon."
"What kind of beer do you have?","Quel sorte de {{c::bières}} avez-vous ?"
"Doctor smith has many {{c::patients}}.","Le dr smith a beaucoup de patients."
"I'm writing to you on {{c::behalf}} of my mother.","Je vous écris au nom de ma mère."
"I am writing to you on {{c::behalf}} of my mother.","Je vous écris au nom de ma mère."
"I thought you were older than me.","Je pensais que tu étais mon {{c::aînée}}."
"I hid under the table.","Je me suis {{c::cachée}} sous la table."
"I ran out of gas.","Je suis tombé en panne {{c::d'essence}}."
"Sami found the necklace.","Sami a retrouvé le {{c::collier}}."
"He discovered the pink {{c::pole}}.","Il a découvert le poteau rose."
"Divorce is a human right.","Le {{c::divorce}} est un droit humain."
"I walked in the {{c::woods}} by myself.","Je me promenais seul en forêt."
"This bridge is made of iron.","Ce pont est en {{c::fer}}."
"Tom escaped to australia.","Tom {{c::s'enfuit}} en australie."
"Don't make fun of {{c::foreigners}}.","Ne te moque pas des étrangers."
"I ate a {{c::slice}} of pie.","J'ai mangé une part de tarte."
"Do you really want me to be {{c::frank}}?","Tu veux vraiment que je sois franc ?"
"I'm tougher than you think.","Je suis plus {{c::solide}} que tu ne le penses."
"How many {{c::beers}} have you had?","Combien de bières as-tu bues ?"
"How many {{c::beers}} did you drink?","Combien de bières as-tu bues ?"
"The storm broke.","La tempête s'est {{c::levée}}."
"Take off your socks, please.","{{c::retirez}} vos chaussettes, je vous prie."
