"English","French"
"I don't think that'll be necessary.","Je ne pense pas qu'il le {{1::faudra}}."
"Thank you for sharing it.","Merci de l'avoir {{1::partagé}}."
"I'm not busy right now.","Je ne suis pas occupée, à {{1::l'instant}}."
"I cannot {{1::possibly}} do it.","Il m’est impossible de le faire."
"I can't {{1::possibly}} do it.","Il m’est impossible de le faire."
"Tom {{1::obeyed}} mary.","Tom obéit à marie."
"It wasn't {{1::windy}}.","Il n'y avait pas de vent."
"It wasn't windy.","Il n'y avait pas de {{1::vent}}."
"{{1::thomas}} does not eat fish.","Thomas ne mange pas de poisson."
"Thomas does not eat fish.","{{1::thomas}} ne mange pas de poisson."
"What is ken eating?","Que mange {{1::ken}} ?"
"I was meaning to call you.","J'avais l'intention de {{1::t'appeler}}."
"Turn to the left.","{{1::tournez}} à gauche."
"I'm not allowed to help you.","Je ne suis pas {{1::autorisé}} à t'aider."
"The wind is {{1::blowing}} from the sea.","Le vent souffle de la mer."
"Do me a {{1::favour}} and shut up.","Fais-moi le plaisir de la fermer."
"Do me a favour and shut up.","{{1::fais-moi}} le plaisir de la fermer."
"Do me a favor and shut up.","{{1::fais-moi}} le plaisir de la fermer."
"Do me a {{1::favour}} and shut up!","Fais-moi le plaisir de la fermer."
"Do me a favour and shut up!","{{1::fais-moi}} le plaisir de la fermer."
"I want to make a {{1::statement}}.","Je veux faire une déclaration."
"We're at home.","Nous {{1::sommes}} à la maison."
"Face facts!","Rendez-vous à {{1::l'évidence}}."
"This is just the beginning.","Ce n'est que le {{1::commencement}}."
"Thanks for {{1::saving}} me.","Merci de m'avoir sauvé."
"Thanks for saving me.","Merci de {{1::m'avoir}} sauvé."
"Stop {{1::bugging}} me. i'm busy.","Arrête de m'ennuyer. je suis occupé."
"It's tom's {{1::birthday}} today!","C'est la fête de tom aujourd'hui !"
"I think i will join them.","Je pense que je vais les {{1::rejoindre}}."
"I'm not allowed to help you.","Je ne suis pas {{1::autorisée}} à t'aider."
"I'm not allowed to talk.","Je ne suis pas {{1::autorisée}} à discuter."
"I'm thinking about a chemistry problem.","Je pense à un problème de {{1::chimie}}."
"I'm sorry, i don't recognize you.","Je suis désolé, je ne vous {{1::remets}} pas."
"Thanks for the {{1::invitation}}.","Merci de m'avoir invitée."
"I didn't go to the {{1::funeral}}.","Je ne suis pas allée à l'enterrement."
"I had good {{1::teachers}}.","J'avais de bons professeurs."
"I had good teachers.","J'avais de bons {{1::professeurs}}."
"Thank you for the {{1::warning}}.","Merci de m'avoir prévenu."
"He {{1::might}} have come.","Il est peut-être venu."
