"English","French"
"He's the {{c::president}} of the bank.","Il est le président de la banque."
"He's the president of the bank.","Il est le {{c::président}} de la banque."
"What are you working on?","À quoi {{c::travailles-tu}} ?"
"What do you think about this outfit?","Que pensez-vous de cette {{c::tenue}} ?"
"I have not seen him {{c::since}}.","Je ne l'ai pas vu depuis."
"I have not seen him since.","Je ne l'ai pas vu {{c::depuis}}."
"I haven't seen him {{c::since}}.","Je ne l'ai pas vu depuis."
"I haven't seen him since.","Je ne l'ai pas vu {{c::depuis}}."
"What are you playing?","À quoi {{c::jouez-vous}} ?"
"I'm a beginner, too.","Je suis également un {{c::débutant}}."
"What are you working on?","À quoi {{c::travaillez-vous}} ?"
"What are you playing?","À quoi {{c::joues-tu}} ?"
"I didn't know how to {{c::react}}.","Je ne savais pas comment réagir."
"I have {{c::lived}} in boston since 1995.","Je vis à boston depuis 1995."
"I'm proud of my school.","Je suis fier de mon {{c::école}}."
"I'm satisfied with my {{c::salary}}.","Je suis content de mon salaire."
"I'm satisfied with my salary.","Je suis content de mon {{c::salaire}}."
"I'm happy with my {{c::salary}}.","Je suis content de mon salaire."
"I'm happy with my salary.","Je suis content de mon {{c::salaire}}."
"Forgot {{c::password}}?","Oublié le mot de passe ?"
"I am a famous {{c::actor}}.","Je suis un acteur célèbre."
"I am a famous actor.","Je suis un {{c::acteur}} célèbre."
"Bring me the phone, tom.","{{c::apporte-moi}} le téléphone, tom."
"Tom wasn't expecting this.","Tom ne {{c::s'attendait}} pas à ça."
"He was {{c::reluctant}} to answer.","Il hésitait à répondre."
"That's a {{c::swing}} and a miss.","C'est à côté de la plaque."
"Happy moon {{c::festival}}!","Bonne fête de la lune !"
"I don't speak your language.","Je ne parle pas ta {{c::langue}}."
"He {{c::began}} to run.","Il commença à courir."
"He began to run.","Il {{c::commença}} à courir."
"What do you know about this university?","Que savez-vous de cette {{c::université}} ?"
"I'm off to the {{c::gym}}.","Je pars à la salle de sport."
"I'm a new student.","Je suis un nouvel {{c::élève}}."
"I need to keep moving.","Je dois continuer à {{c::avancer}}."
"I'm a normal guy.","Je suis un {{c::gars}} normal."
"I have to go upstairs.","Je dois monter à {{c::l'étage}}."
"I can't help it.","Je ne peux pas m'en {{c::empêcher}}."
"I can't help myself.","Je ne peux pas m'en {{c::empêcher}}."
"We {{c::surrender}}.","Nous nous rendons."
"What {{c::nationality}} are you?","De quelle nationalité êtes-vous ?"
"What nationality are you?","De quelle {{c::nationalité}} êtes-vous ?"
"I {{c::graduated}} from the university of kyoto.","Je suis diplômé de l'université de kyoto."
