"English","French"
"How many of these are yours?","Combien de ceux-ci sont-ils les {{c::vôtres}} ?"
"My wife is algerian.","Ma femme est {{c::algérienne}}."
"Gold is {{c::heavier}} than iron.","L'or est plus lourd que le fer."
"Everything has been {{c::arranged}}.","Tout a été prévu."
"She took advantage of my {{c::ignorance}}.","Elle tira avantage de mon ignorance."
"Tom is an old friend from my {{c::youth}}.","Tom est un vieil ami de ma jeunesse."
"Tom is an old friend from my youth.","Tom est un vieil ami de ma {{c::jeunesse}}."
"You are on the wrong plane.","Vous vous êtes trompé {{c::d'avion}}."
"Do you know how to use a word processor?","Sais-tu utiliser un {{c::logiciel}} de traitement de texte ?"
"Keep children away from the pond.","Gardez les enfants loin de {{c::l'étang}}."
"What song is this?","C'est {{c::quel}} son ?"
"Is that what the government wants?","Est-ce cela que veut le {{c::gouvernement}}?"
"Take your hands out of your pockets.","Sors les mains de tes {{c::poches}} !"
"They arrived at the foot of the mountain.","Ils {{c::arrivèrent}} au pied de la montagne."
"This is an important {{c::event}}.","C'est un évènement important."
"It's probably a {{c::virus}}.","C'est probablement un virus."
"It's probably a virus.","C'est probablement un {{c::virus}}."
"There are no {{c::shops}} near my house.","Il n'y a pas de magasins près de chez moi."
"There are no shops near my house.","Il n'y a pas de {{c::magasins}} près de chez moi."
"There aren't any {{c::stores}} near my house.","Il n'y a pas de magasins près de chez moi."
"There aren't any stores near my house.","Il n'y a pas de {{c::magasins}} près de chez moi."
"Stop yelling in my ear.","Arrête de me crier dans {{c::l'oreille}}."
"{{c::susan}} never smokes.","Susan ne fume jamais."
"That's more {{c::recent}} than you think it is.","C'est plus récent que tu ne le penses."
"Next spring i want to go to {{c::hawaii}}.","Le printemps suivant, je veux aller à hawaï."
"He washed himself in the {{c::stream}}.","Il s'est lavé dans le ruisseau."
"He washed himself in the stream.","Il s'est lavé dans le {{c::ruisseau}}."
"They won't have arrived yet.","Elles ne seront pas encore {{c::arrivées}}."
"I don't want you eating between {{c::meals}}.","Je ne veux pas que vous mangiez entre les repas."
"She {{c::squeezed}} his hand.","Elle lui a pressé la main."
"The rain {{c::lasted}} a week.","La pluie dura une semaine."
"I no longer need a mother.","Je n'ai plus besoin {{c::d'une}} mère."
"The {{c::palace}} has a tall tower.","Le palace a une grande tour."
"There were few, if any, {{c::cases}}.","Il y avait peu ou pas de cas."
"We spoke of several {{c::issues}}.","Nous avons parlé de différents sujets."
"There's a {{c::bomb}} on board!","Il y a une bombe à bord !"
"The river runs through the {{c::valley}}.","La rivière coule à travers la vallée."
"It's an interesting argument.","C'est un {{c::argument}} intéressant."
"We spoke {{c::briefly}}.","Nous nous entretînmes brièvement."
"I didn't think we'd need it.","Je n'ai pas pensé que nous en {{c::aurions}} besoin."
"He had a {{c::whale}} of a time.","Il s'est vraiment amusé."
"As far as i know, tom doesn't have a girlfriend.","{{c::d'après}} ce que je sais, thomas n'a pas de copine."
"This is {{c::child's}} play.","C'est un jeu d'enfant."
"We should cancel the {{c::hike}}.","Nous devrions annuler la randonnée."
"We're crazy about each other.","Nous sommes {{c::folles}} l'une de l'autre."
"I'm sure he'll be as good as his word.","Je suis certain qu'il {{c::tiendra}} parole."
"Everything has been {{c::arranged}}.","Tout a été arrangé."
"It's a weird language.","C'est un {{c::langage}} étrange."
"We got many grapes.","Nous avons obtenu de nombreux {{c::raisins}}."
"Sami has a lot of {{c::hatred}} inside himself.","Sami a beaucoup de haine en lui."
"Tom {{c::described}} the problem in detail.","Tom décrivit le problème en détail."
"The tiger is looking for {{c::prey}}.","Le tigre cherche une proie."
"I have a lot of love for you.","J'ai beaucoup {{c::d'amour}} pour vous."
"This medicine will {{c::reduce}} the pain.","Ce médicament réduira la douleur."
"I'm a bit exhausted from the {{c::hike}}.","Je suis un peu épuisé par la randonnée."
"I've been {{c::delayed}} for a few hours.","J'ai été retardé de quelques heures."
"I'll start working here on october {{c::20th}}.","Je vais commencer à travailler ici le 20 octobre."
"The storm stopped the train.","La {{c::tempête}} a fait arrêter le train."
"Do you have any vacancies?","Avez-vous une {{c::quelconque}} chambre de libre ?"
"The weather will {{c::delay}} the start of the race.","Le temps va retarder le départ de la course."
"I want to buy a {{c::dozen}} of those bananas.","Je souhaite acheter une douzaine de ces bananes."
"{{c::trade}} leads to national progress.","Le commerce conduit au progrès de la nation."
"Trade leads to national progress.","Le commerce conduit au progrès de la {{c::nation}}."
"I've told you a thousand times not to do that.","Je t'ai dit {{c::mille}} fois de ne pas faire ça."
"Sami's {{c::fears}} became real.","Les peurs de sami devinrent réalité."
"She's behaving weirdly.","Elle se {{c::comporte}} de façon bizarre."
"It's all over {{c::between}} us.","Tout est fini entre nous."
"I thought tom would watch the {{c::ships}} leaving.","Je pensais que tom regarderait les navires partir."
"I thought that tom would watch the {{c::ships}} leaving.","Je pensais que tom regarderait les navires partir."
"I thought everything went well.","Je croyais que tout {{c::s'était}} bien passé."
"We climbed up the {{c::steep}} mountain.","Nous gravissions la montagne abrupte."
"We were climbing up the {{c::steep}} mountain.","Nous gravissions la montagne abrupte."
"I have never climbed mt. {{c::fuji}}.","Je n'ai jamais escaladé le mont fuji."
"Tom is allergic to nuts.","Tom est allergique aux {{c::noix}}."
"She rented a room.","Elle a {{c::loué}} une chambre."
"She let a room.","Elle a {{c::loué}} une chambre."
"The battle {{c::lasted}} a week.","La bataille dura une semaine."
"I like spring the best of the {{c::seasons}}.","Le printemps est la saison que j'aime le mieux."
"I have stomach {{c::ache}}.","J’ai mal à l’estomac."
"They have {{c::access}} to the library.","Ils ont accès à la bibliothèque."
"They have access to the library.","Ils ont {{c::accès}} à la bibliothèque."
"How dare you say that to me!","Comment {{c::oses-tu}} me le dire !"
"My opinion is {{c::contrary}} to yours.","Mon opinion est contraire à la vôtre."
"What year of medical school are you in?","En quelle année de {{c::médecine}} êtes-vous ?"
"You must learn to {{c::adapt}}.","Tu dois apprendre à t'adapter."
"This kind of work {{c::requires}} a lot of patience.","Ce genre de travail requiert beaucoup de patience."
"The rate of exchange is 145 yen to the dollar.","Le taux de change est de 145 yens pour un {{c::dollar}}."
"That's a very good point.","C'est un excellent {{c::argument}}."
"I don't know where i am, can you help me?","Je ne sais pas où je suis {{c::;}} pouvez-vous m'aider ?"
"Tom didn't attend today's meeting.","Tom n'a pas {{c::assisté}} à la réunion d'aujourd'hui."
"Smoking is {{c::harmful}} to your health.","Fumer est dangereux pour la santé."
"You're not allowed to swim here.","Vous n'êtes pas {{c::autorisés}} à nager ici."
"We're not allowed to do that.","Nous ne sommes pas {{c::autorisés}} à faire cela."
"I'm sorry i didn't answer {{c::sooner}}.","Je suis désolé de ne pas avoir répondu plus tôt."
"Yeah, i see what you mean.","{{c::ouais}}, je comprends ce que tu veux dire."
"He is an unsung hero.","C'est un héros {{c::inconnu}}."
"Are you proud of who you've become?","Êtes-vous fier de ce que vous êtes {{c::devenus}} ?"
"He lived to be {{c::ninety}}.","Il a vécu jusqu'à 90 ans."
"Tom died last year.","Tom est mort {{c::l'an}} dernier."
"She screamed at the {{c::flash}} of lightning.","Elle hurla au passage de l'éclair."
