"English","French"
"Tom didn't mean it.","Tom ne le {{1::pensait}} pas."
"This is the {{1::end}}.","C'est la fin."
"This is the end.","C'est la {{1::fin}}."
"I see a {{1::man}}.","Je vois un homme."
"I don't drink {{1::tea}}.","Je ne bois pas de thé."
"It's the wrong one.","C'est la {{1::mauvaise}}."
"I don't drink {{1::wine}}.","Je ne bois pas de vin."
"It's the best.","C'est la {{1::meilleure}}."
"I don't see any {{1::blood}}.","Je ne vois pas de sang."
"I don't see any blood.","Je ne vois pas de {{1::sang}}."
"It's one of those.","C'est une de {{1::celles-là}}."
"I don't live with tom.","Je {{1::n'habite}} pas avec tom."
"I'm in love with you.","Je suis {{1::amoureuse}} de toi."
"I don't eat {{1::nuts}}.","Je ne mange pas de noisettes."
"I want that book.","Je veux ce {{1::livre}}."
"I took a {{1::bath}}.","Je pris un bain."
"I took a bath.","Je pris un {{1::bain}}."
"I have no {{1::horse}}.","Je ne dispose pas de cheval."
"I want more of that.","Je veux {{1::davantage}} de ça."
"I don't see a {{1::temple}}.","Je ne vois pas de temple."
"I don't see a temple.","Je ne vois pas de {{1::temple}}."
"Tom didn't see it.","Tom ne la {{1::vit}} pas."
"I don't keep a {{1::diary}}.","Je ne tiens pas de journal."
"I am {{1::disgusted}} with you.","Je suis dégoûté de toi."
"I can't stand getting {{1::beaten}}.","Je ne supporte pas de perdre."
"I don't plan on losing.","Je ne {{1::prévois}} pas de perdre."
"This is {{1::room}} 839.","C'est la salle 839."
"This is room 839.","C'est la {{1::salle}} 839."
"Tom is taking care of me.","Tom {{1::s'occupe}} de moi."
"I don't own a {{1::guitar}}.","Je ne possède pas de guitare."
"I don't own a guitar.","Je ne {{1::possède}} pas de guitare."
"I have no {{1::details}}.","Je ne dispose pas de détail."
"I have no details.","Je ne dispose pas de {{1::détail}}."
"It's a {{1::shame}}.","C'est la honte."
"It's a shame.","C'est la {{1::honte}}."
"I don't have the {{1::authority}}.","Je ne dispose pas de l'autorité."
"It's the {{1::law}}.","C'est la loi."
"It's the law.","C'est la {{1::loi}}."
"It is the {{1::law}}.","C'est la loi."
"It is the law.","C'est la {{1::loi}}."
"I don't own a {{1::suit}}.","Je ne possède pas de costume."
"I don't own a suit.","Je ne possède pas de {{1::costume}}."
"I don't have the {{1::option}}.","Je ne dispose pas de l'option."
"I don't own a {{1::television}}.","Je ne possède pas de téléviseur."
"I don't own a television.","Je ne possède pas de {{1::téléviseur}}."
"I don't have a {{1::nickname}}.","Je ne possède pas de pseudonyme."
"That's the {{1::difference}}.","C'est la différence."
"That's the difference.","C'est la {{1::différence}}."
"I won't be wearing a {{1::tie}}.","Je ne porterai pas de cravate."
"I'm able to speak.","Je suis {{1::capable}} de parler."
"That is mine.","C'est la {{1::mienne}}."
"That's mine.","C'est la {{1::mienne}}."
"Are you proud of yourself?","Êtes-vous {{1::fière}} de vous ?"
"I allow myself no {{1::sweets}}.","Je ne m'autorise pas de sucreries."
"I allow myself no {{1::sweets}}.","Je ne m'accorde pas de douceurs."
"I'll leave tom alone.","Je {{1::laisserai}} tom tranquille."
"This is {{1::reality}}.","C'est la réalité."
"This is reality.","C'est la {{1::réalité}}."
"Hi, my {{1::name's}} tom!","Salut, je m'appelle tom !"
"Hi, my name's tom!","{{1::salut}}, je m'appelle tom !"
"Are you proud of yourself?","Êtes-vous {{1::fiers}} de vous ?"
"I'm going out for a {{1::while}}.","Je sors un moment."
"I {{1::fully}} support tom.","Je supporte entièrement tom."
"Tom is at the {{1::airport}}.","Tom est à l'aéroport."
"Tom is at the airport.","Tom est à {{1::l'aéroport}}."
"I can't keep it.","Je ne peux le {{1::garder}}."
"It's the {{1::lady}}.","C'est la dame."
"It's the lady.","C'est la {{1::dame}}."
"It's the {{1::queen}}.","C'est la dame."
"It's the queen.","C'est la {{1::dame}}."
"It's yours.","C'est la {{1::tienne}}."
"Not {{1::even}} me!","Même pas moi !"
"Not even me!","{{1::même}} pas moi !"
"Not even me!","Pas {{1::même}} moi !"
"I will {{1::never}} see him.","Je ne le verrai jamais."
"I want the {{1::facts}}.","Je veux les faits."
"I want the facts.","Je veux les {{1::faits}}."
"Tom is taking care of that.","Tom {{1::s'occupe}} de cela."
"Tom's {{1::comfortable}}.","Tom est à l'aise."
"Tom's comfortable.","Tom est à {{1::l'aise}}."
"Tom is in {{1::church}}.","Tom est à l'église."
"Tom is in church.","Tom est à {{1::l'église}}."
"{{1::i'd}} never take it.","Je ne le prendrais jamais."
"I knew tom {{1::personally}}.","Je connaissais tom personnellement."
"I knew tom personally.","Je connaissais tom {{1::personnellement}}."
"What are you {{1::complaining}} about?","De quoi vous plaignez-vous ?"
"That's the {{1::limit}}.","C'est la limite."
"That's the limit.","C'est la {{1::limite}}."
"It's hers.","C'est la {{1::sienne}}."
"It's his.","C'est la {{1::sienne}}."
"That's hers.","C'est la {{1::sienne}}."
"T{{1::his}} is {{1::his}}.","C'est la sienne."
"It's ours.","C'est la {{1::nôtre}}."
"She's the {{1::boss}}.","C'est la patronne."
"She's the boss.","C'est la {{1::patronne}}."
"It's all the {{1::rage}}.","C'est la folie."
"It's all the rage.","C'est la {{1::folie}}."
"I can't wait for him.","Je ne peux le {{1::servir}}."
"Tom is {{1::nearby}}.","Tom est à proximité."
"I'm tom's {{1::neighbor}}.","Je suis le voisin de tom."
