"English","French"
"He was walking with a stick in his hand.","Il marchait un {{c::bâton}} à la main."
"How long have you been playing the drums?","Depuis combien de temps {{c::joues-tu}} de la batterie ?"
"Bread is made from {{c::flour}}.","Le pain est fait à partir de la farine."
"Bread is made from flour.","Le pain est fait à partir de la {{c::farine}}."
"He {{c::claims}} that he is honest.","Il clame qu'il est honnête."
"You wrote a lot of sentences.","Vous avez écrit beaucoup de {{c::phrases}}."
"Iron is a useful metal.","Le fer est un {{c::métal}} utile."
"Have you ever eaten {{c::whale}} meat?","Avez-vous jamais mangé de la viande de baleine ?"
"Have you ever eaten whale meat?","Avez-vous jamais mangé de la viande de {{c::baleine}} ?"
"It is {{c::sunny}} today.","Le soleil brille, aujourd'hui."
"The dog barked {{c::softly}}.","Le chien a aboyé doucement."
"We're paid by the job.","Nous sommes {{c::payés}} à la tâche."
"Tom {{c::spends}} a lot of time on the beach.","Tom passe beaucoup de temps à la plage."
"He went over to the other side.","Il {{c::passa}} à l'autre bord."
"{{c::paul}} was born in rome.","Paul est né à rome."
"Paul was born in rome.","{{c::paul}} est né à rome."
"He lived beyond his means.","Il {{c::vivait}} au-dessus de ses moyens."
"The {{c::dish}} smells good.","Le plat sent bon."
"The dog chased the squirrel.","Le chien a poursuivi {{c::l'écureuil}}."
"I respect you and your opinions.","Je vous respecte, ainsi que vos {{c::opinions}}."
"I don't think tom did that on purpose.","Je ne pense pas que tom {{c::l'ait}} fait exprès."
"We didn't see anybody.","Nous n'avons pas vu {{c::âme}}."
"She caught an {{c::overnight}} train.","Elle a pris un train de nuit."
"The concert {{c::begins}} now.","Le concert commence maintenant."
"He is subject to {{c::fits}} of anger.","Il est sujet à des crises de colère."
"I don't think things will change {{c::anytime}} soon.","Je ne pense pas que les choses changeront de sitôt."
"I don't think that things will change {{c::anytime}} soon.","Je ne pense pas que les choses changeront de sitôt."
"The car was {{c::stolen}}.","La voiture fut volée."
"I study french in {{c::addition}} to english.","J'étudie le français en plus de l'anglais."
"Tom likes hot {{c::curry}}.","Tom aime le curry épicé."
"He {{c::compared}} the copy with the original.","Il a comparé la copie à l'original."
"Sami played dead.","Sami {{c::jouait}} le mort."
"I thought {{c::it'd}} be harder.","Je pensais que ce serait plus dur."
"We'll be there.","Nous y {{c::serons}}."
"That cloth is made from {{c::cotton}}.","Ce tissu est en coton."
"There are no ads on tatoeba.","Il n'y a pas de {{c::publicité}}, sur tatoeba."
"The weather {{c::forecast}} was wrong.","La météo s'est trompée."
"The economy of the island is dependent on the fishing industry.","L'économie de cette {{c::île}} dépend de la pêche."
"Russia is a shithole.","La russie est un trou à {{c::rats}}."
"The project is not going well.","Le projet ne se {{c::déroule}} pas bien."
"He lives in new york.","Il habite à new {{c::york}}."
"They live on the other side of the river.","Ils {{c::vivent}} de l'autre côté de la rivière."
"All of a {{c::sudden}} it started raining.","Soudain, il commença à pleuvoir."
"All of a sudden it started raining.","{{c::soudain}}, il commença à pleuvoir."
"He shot at me.","Il me {{c::tira}} dessus."
"There are no roses in the garden.","Il n'y a pas de {{c::roses}} dans le jardin."
"I'm not supposed to be doing this today.","Je ne suis pas {{c::supposée}} faire ceci aujourd'hui."
"The storm brought about much damage.","La tempête a causé beaucoup de {{c::dommages}}."
"Wine is produced from grapes.","Le vin est produit à partir de {{c::raisins}}."
"There is no {{c::cloud}} in the sky.","Il n'y a pas de nuages dans le ciel."
