"English","French"
"What do you usually do?","Que fais-tu {{c::d'habitude}} ?"
"She has not {{c::replied}}.","Elle n'a pas répondu."
"I got {{c::soaked}}.","Je me suis fait tremper."
"I got {{c::ripped}} off.","Je me suis fait arnaquer."
"I will always be with you.","Je serai toujours {{c::parmi}} vous."
"I was {{c::stabbed}}.","Je me suis fait poignarder."
"I got {{c::fined}}.","Je me suis fait verbaliser."
"He was born in {{c::rome}}.","Il est né à rome."
"He was born in rome.","Il est né à {{c::rome}}."
"He stayed in the hotel.","Il est resté à {{c::l'hôtel}}."
"Two {{c::beers}}, please.","Deux bières, je vous prie !"
"Two beers, please.","Deux {{c::bières}}, je vous prie !"
"He's {{c::accustomed}} to traveling.","Il est habitué à voyager."
"I cannot {{c::praise}} her enough.","Je ne saurais assez la louer."
"He went out in {{c::anger}}.","Il est parti fâché."
"Build good {{c::habits}}.","Développe de bonnes habitudes."
"There would be no {{c::competition}}.","Il n'y aurait pas de concurrence."
"I don't want to miss the {{c::flight}}.","Je ne veux pas rater le vol."
"I grow many {{c::kinds}} of roses.","Je cultive de nombreuses sortes de roses."
"I want something sweet.","Je veux quelque chose de {{c::doux}}."
"What the hell are you doing?","Que {{c::diable}} fais-tu ?"
"What the {{c::devil}} are you doing?","Que diable fais-tu ?"
"You have lovely {{c::breasts}}.","T'as de beaux seins."
"You have lovely breasts.","T'as de beaux {{c::seins}}."
"He {{c::eats}} a lot.","Il mange beaucoup."
"You {{c::filthy}} pig!","Espèce de sale porc !"
"He's {{c::constantly}} abroad.","Il est constamment à l'étranger."
"He's constantly abroad.","Il est {{c::constamment}} à l'étranger."
"I believe his name is tom.","Je crois qu'il {{c::s'appelle}} tom."
"I think his name is tom.","Je crois qu'il {{c::s'appelle}} tom."
"Tom is very {{c::popular}}.","Tom est très populaire."
"Tom is very popular.","Tom est très {{c::populaire}}."
"I'll do what you ask.","Je ferai ce que tu {{c::demandes}}."
"What {{c::choices}} do we have?","De quelles options disposons-nous ?"
