"English","French"
"Could you please {{c::briefly}} introduce yourself?","Pourriez-vous brièvement vous présenter ?"
"Cover the {{c::seeds}} with a little earth.","Couvrez les graines d'un peu de terre."
"Cover the seeds with a bit of {{c::soil}}.","Couvrez les graines d'un peu de terre."
"{{c::wolves}} won't usually attack people.","Normalement, les loups n'attaquent pas les gens."
"The bridge was washed away by the {{c::flood}}.","Le pont a été emporté par la crue."
"The {{c::pirates}} buried the treasure in the ground.","Les pirates ont enterré le trésor."
"The roof was torn off by the gale.","Le toit a été {{c::arraché}} par le coup de vent."
"The sun is at the center of our {{c::solar}} system.","Le soleil est au centre de notre système solaire."
"Children don't listen to us, they {{c::imitate}} us.","Les enfants ne nous écoutent pas, ils nous imitent."
"I am sure of his living to be {{c::ninety}} years old.","Je suis sûr qu'il vivra jusqu'à 90 ans."
"I want to know where they are.","Je veux savoir où elles se {{c::trouvent}}."
"You have ten seconds left to live.","Il ne te reste que dix {{c::secondes}} à vivre."
"Knock before {{c::entering}} the bathroom.","Frappe avant d'entrer dans la salle de bains."
"I am {{c::sixteen}} years old.","J'ai seize ans."
"{{c::christians}} believe that jesus is god.","Les chrétiens croient que jésus est dieu."
"I gave tom {{c::detailed}} instructions.","J'ai donné à tom des instructions détaillées."
"Nobody knows when the earthquake will {{c::occur}}.","Personne ne sait quand le tremblement de terre arrivera."
"There are no leaves left on that tree.","Il ne reste plus de {{c::feuilles}} sur cet arbre."
"Our company only sells quality {{c::goods}}.","Notre entreprise ne vend que des produits de qualité."
"Our company only sells quality goods.","Notre entreprise ne vend que des {{c::produits}} de qualité."
"Did they ask you to do that?","Est-ce qu'ils {{c::t'ont}} demandé de faire ça ?"
"A fire broke out nearby.","Un {{c::incendie}} s'est déclaré à proximité."
"There are around 10 million kabylians in the world.","Il y a environ 10 millions de {{c::kabyles}} dans le monde."
"Thousands of people became {{c::victims}} of this disease.","Des milliers de gens furent victimes de cette maladie."
"The number of fish in the ocean is steadily declining.","Le nombre de poissons dans l'océan baisse {{c::régulièrement}}."
"The workers took pride in their work.","Les {{c::ouvriers}} étaient fiers de leur travail."
"Two adults, please.","Deux billets pour deux {{c::adultes}}, je vous prie."
