"English","French"
"What's this {{c::dog's}} name?","Quel est le nom de ce chien ?"
"The {{c::statue}} is missing its head.","La tête manque à la statue."
"I have nothing in common with her.","Je n'ai rien de {{c::commun}} avec elle."
"I prefer {{c::coke}} to coffee.","Je préfère le coca au café."
"I disregarded it.","Je n'en ai pas {{c::tenu}} compte."
"I need first {{c::aid}}.","J'ai besoin de premiers soins."
"I need first aid.","J'ai besoin de {{c::premiers}} soins."
"Tom's house has three rooms.","La maison de tom a trois {{c::chambres}}."
"I didn't say it was easy.","Je n'ai pas dit que c'était {{c::aisé}}."
"The {{c::lightning}} lit up the sky.","La foudre éclaira le ciel."
"That's what i figured.","C'est ce que je me suis {{c::imaginé}}."
"It's not a beauty {{c::contest}}.","Ce n'est pas un concours de beauté."
"It's not a beauty contest.","Ce n'est pas un {{c::concours}} de beauté."
"I knew you could do it, tom.","Je savais que vous {{c::pouviez}} le faire, tom."
"Tom {{c::eventually}} gave up.","Tom a finalement abandonné."
"The settlement is a matter of time.","Le {{c::compromis}} est une question de temps."
"Whose {{c::grammar}} book is this?","À qui est ce livre de grammaire ?"
"I don't think you can help me.","Je ne pense pas que tu {{c::puisses}} m'aider."
"He {{c::replied}} that he did not know.","Il répondit qu'il ne savait pas."
"The {{c::kitten}} is trying to hide from the rain.","Le chaton essaye de s'abriter de la pluie."
"He put the {{c::luggage}} down.","Il posa les bagages."
"He put the luggage down.","Il {{c::posa}} les bagages."
"This is not a dating {{c::website}}.","Ce n'est pas un site de rencontres."
"Were you aware of this?","{{c::étiez-vous}} au courant de ça ?"
"That isn't what i'm talking about.","Ce n'est pas ce {{c::dont}} je parle."
"That's not what i'm talking about.","Ce n'est pas ce {{c::dont}} je parle."
"Were you aware of this?","{{c::étais-tu}} au courant de ça ?"
"Aren't they cute together?","Ne sont-ils pas {{c::mignons}} ensemble ?"
"This is by far the best {{c::method}}.","C'est de loin la meilleure méthode."
"This is by far the best method.","C'est de loin la meilleure {{c::méthode}}."
"I'm {{c::soaked}} to the bone.","Je suis trempé jusqu'à l'os."
"She made a mess of the work.","Elle a {{c::gâché}} le boulot."
"She won the one hundred meter race.","Elle a gagné le 100 {{c::mètres}}."
"I missed the point of the joke.","Je n'ai pas {{c::saisi}} le sens de la blague."
"Is it a {{c::state}}?","Est-ce un état ?"
"Is it a state?","Est-ce un {{c::état}} ?"
"He {{c::welcomed}} the guests.","Il accueillait les invités."
"He was {{c::receiving}} the guests.","Il accueillait les invités."
"He received the {{c::guests}}.","Il accueillait les invités."
"I caught a glimpse of him in the crowd.","Je le vis {{c::brièvement}} dans la foule."
"The tomato isn't a {{c::vegetable}}.","La tomate n'est pas un légume."
"Do you believe in the {{c::existence}} of god?","Crois-tu en l'existence de dieu ?"
"Do you believe in the existence of god?","Crois-tu en {{c::l'existence}} de dieu ?"
"I {{c::awoke}} from a dream.","Je me réveillai d'un rêve."
"I don't think that it {{c::matters}}.","Je ne pense pas que ce soit important."
"I don't want to break my promise.","Je ne veux pas {{c::rompre}} ma promesse."
"They're not {{c::criminals}}.","Ce ne sont pas des criminels."
"Do you believe in the existence of god?","Croyez-vous en {{c::l'existence}} de dieu ?"
"Let's not talk shop, ok?","Ne parlons pas {{c::boutique}}, d'accord ?"
"They're not {{c::criminals}}.","Ce ne sont pas des criminelles."
"Aren't you {{c::forgetting}} something?","Vous n'oubliez pas quelque chose ?"
"Get in the bathroom.","Va dans la salle de {{c::bains}}."
"Grief drove her mad.","Le {{c::chagrin}} la rendit folle."
"I will come, weather permitting.","Je viendrai, si le temps le {{c::permet}}."
"I am growing breasts.","La {{c::poitrine}} me pousse."
"You were telling the truth, weren't you?","Vous {{c::disiez}} la vérité, n'est-ce pas ?"
"Tom killed the {{c::spider}}.","Tom a tué l'araignée."
"Sometimes i see him at the club.","Je le vois parfois au {{c::cercle}}."
"I can't use this {{c::machine}}.","Je ne peux pas utiliser cette machine."
"I can't use this machine.","Je ne peux pas utiliser cette {{c::machine}}."
"He has gone to {{c::switzerland}}.","Il est allé en suisse."
"I don't believe in {{c::santa}}.","Je ne crois pas au père noël."
"I swear on my {{c::honor}}.","Je jure sur mon honneur."
"I swear on my honor.","Je jure sur mon {{c::honneur}}."
"It matters to us.","Ça nous {{c::importe}}."
"Tom has twelve brothers.","Tom a {{c::douze}} frères."
"I wouldn't care.","Je n'en {{c::aurais}} rien à faire."
"This country needs him.","Ce {{c::pays}} a besoin de lui."
"I suddenly feel old.","Je me sens {{c::soudainement}} vieux."
