"English","French"
"It's your turn to speak.","À vous de {{c::dire}} !"
"I want this {{c::one}}.","Je veux celle-ci."
"I want this one.","Je veux {{c::celle-ci}}."
"I want to {{c::quit}}.","Je veux abandonner."
"I want to quit.","Je veux {{c::abandonner}}."
"I want to {{c::quit}}.","Je veux démissionner."
"I want to quit.","Je veux {{c::démissionner}}."
"I want to {{c::resign}}.","Je veux démissionner."
"I want to resign.","Je veux {{c::démissionner}}."
"I want that {{c::one}}.","Je veux celui-là."
"I want that one.","Je veux {{c::celui-là}}."
"I want {{c::these}}.","Je veux ceux-là."
"I want these.","Je veux {{c::ceux-là}}."
"I want to {{c::sit}} down.","Je veux m'asseoir."
"I want to sit down.","Je veux {{c::m'asseoir}}."
"I want that one.","Je veux {{c::celle-là}}."
"I want to marry her.","Je veux {{c::l'épouser}}."
"I want to marry him.","Je veux {{c::l'épouser}}."
"I want to dream.","Je veux {{c::rêver}}."
"I want to {{c::participate}}.","Je veux participer."
"I want to participate.","Je veux {{c::participer}}."
"I want to move away.","Je veux {{c::déménager}}."
"I want a {{c::divorce}}.","Je veux divorcer."
"I want a divorce.","Je veux {{c::divorcer}}."
"I want to {{c::start}} over.","Je veux recommencer."
"I want to start over.","Je veux {{c::recommencer}}."
"I want {{c::these}}.","Je veux celles-là."
"I want these.","Je veux {{c::celles-là}}."
"I want to {{c::kiss}} you.","Je veux t'embrasser."
"I want to kiss you.","Je veux {{c::t'embrasser}}."
"I want to {{c::kiss}} her.","Je veux l'embrasser."
"I want to {{c::kiss}} him.","Je veux l'embrasser."
"I want to {{c::go}} with you.","Je veux t'accompagner."
"I want to {{c::negotiate}}.","Je veux négocier."
"I want to have {{c::fun}}.","Je veux m'amuser."
"I want to {{c::fight}}.","Je veux combattre."
"I want to {{c::warn}} you.","Je veux t'avertir."
"I want to {{c::settle}} down.","Je veux m'installer."
"I want the {{c::fan}}.","Je veux l'éventail."
"More {{c::coffee}}?","Plus de café ?"
"More coffee?","Plus de {{c::café}} ?"
"I {{c::already}} know.","Je sais déjà."
"I already know.","Je sais {{c::déjà}}."
"I'm {{c::writing}} to him.","Je lui écris."
"I'm writing to him.","Je lui {{c::écris}}."
"{{c::yes}}, i do believe so.","Je crois bien !"
"I can eat.","Je peux {{c::manger}}."
"I'll {{c::ask}} him.","Je lui demanderai."
"I'll ask him.","Je lui {{c::demanderai}}."
"I {{c::talked}} to her.","Je lui parlai."
"Don't forget tom.","{{c::n'oublie}} pas tom."
"I'm {{c::staying}} here.","Je reste ici."
"I'm staying here.","Je {{c::reste}} ici."
"I can come.","Je peux {{c::venir}}."
"Is {{c::it}} you?","Est-ce vous ?"
"Is it you?","{{c::est-ce}} vous ?"
"Is {{c::that}} you?","Est-ce vous ?"
"Is that you?","{{c::est-ce}} vous ?"
"I see {{c::well}}.","Je vois bien."
"Tom isn't {{c::writing}}.","Tom n'écrit pas."
"Tom wouldn't say {{c::yes}}.","Tom n'accepterait pas."
"He's reading.","Il {{c::lit}}."
"He is reading.","Il {{c::lit}}."
"He {{c::denied}} it.","Il le refusa."
"He denied it.","Il le {{c::refusa}}."
"No more {{c::cookies}}!","Plus de biscuits !"
"No more cookies!","Plus de {{c::biscuits}} !"
"No more {{c::biscuits}}!","Plus de biscuits !"
"No more biscuits!","Plus de {{c::biscuits}} !"
"He {{c::found}} it.","Il le trouva."
"He found it.","Il le {{c::trouva}}."
"He {{c::killed}} him.","Il le tua."
"He killed him.","Il le {{c::tua}}."
"He {{c::denied}} it.","Il le nia."
"He denied it.","Il le {{c::nia}}."
"He {{c::denied}} this.","Il le nia."
"He denied this.","Il le {{c::nia}}."
"No more {{c::parties}}.","Plus de fêtes."
"No more parties.","Plus de {{c::fêtes}}."
"He's {{c::praying}}.","Il prie."
"He {{c::cleaned}} it up.","Il le nettoya."
"I can read.","Je peux {{c::lire}}."
"He {{c::deserved}} it.","Il le méritait."
"The {{c::answer}} is 42.","La réponse est 42."
"The answer is 42.","La {{c::réponse}} est 42."
"He {{c::mentioned}} it.","Il le mentionna."
"He will {{c::regret}} this.","Il le regrettera."
"He's {{c::asking}} for it.","Il le réclame."
"I can help.","Je peux {{c::aider}}."
"He {{c::works}}.","Il travaille."
"He's {{c::writing}}.","Il écrit."
"He's writing.","Il {{c::écrit}}."
"He is writing.","Il {{c::écrit}}."
"Don't say a {{c::word}}.","Pas un mot !"
"Don't say a word.","Pas un {{c::mot}} !"
"He {{c::eats}}.","Il mange."
"I can {{c::swim}} well.","Je nage bien."
"I can swim well.","Je {{c::nage}} bien."
"Can i stop by?","Je peux {{c::passer}} ?"
"I {{c::detest}} that!","Je hais cela !"
