"English","French"
"From this point the climb suddenly became {{c::steep}}.","À partir de là, l'escalade devint soudain abrupte."
"Promise me that you will {{c::fulfill}} your promises.","Promets-moi que tu tiendras tes promesses."
"{{c::slavery}} is a crime against humanity.","L'esclavage est un crime contre l'humanité."
"She cried when she heard the story.","Elle a pleuré en {{c::entendant}} l'histoire."
"Rice is the main crop in this area.","Le riz est la {{c::récolte}} principale dans cette région."
"They're all thieves.","Ce sont tous des {{c::voleurs}}."
"How about going to the movies?","Une {{c::toile}} ça te dit ?"
"Did you go to the {{c::stadium}}?","Est-ce que vous êtes allés au stade ?"
"We suffered a lot.","Nous avons beaucoup {{c::souffert}}."
"I think it's better for us to {{c::adopt}} his plan.","Je pense que c'est mieux pour nous d'adopter son plan."
"Her hobby was collecting old coins.","Son passe-temps était de collectionner les pièces de monnaie {{c::anciennes}}."
"Sami lives in a country full of {{c::muslims}}.","Sami vit dans un pays plein de musulmans."
"He declined the job-offer very politely.","Il a {{c::poliment}} refusé l'offre d'emploi."
"I hate {{c::mosquitoes}}.","J'ai horreur des moustiques."
"I hate mosquitoes.","J'ai horreur des {{c::moustiques}}."
"She called while i was out.","Elle a appelé {{c::tandis}} que j'étais sorti."
"{{c::ms}}. white ordered that tom should stay after school.","Mme blanche ordonna à tom de rester après l'école."
"{{c::ms}}. white ordered that tom should stay after school.","Mme white ordonna à tom de rester après l'école."
"Her garden is a work of art.","Son jardin est une {{c::œuvre}} d'art."
"Your {{c::composition}} is the best yet.","Votre dissertation est la meilleure jusqu'à présent."
"Your {{c::composition}} is the best yet.","Votre rédaction est la meilleure jusqu'à présent."
"I recognized him at first glance.","Je l'ai reconnu au premier coup {{c::d'œil}}."
"I put the trap between the {{c::branches}}.","J'ai mis le piège entre les branches."
"She is a {{c::mere}} child.","Ce n'est qu'une enfant."
"I'll set the alarm for seven o'clock.","Je vais mettre {{c::l'alarme}} sur sept heures."
"He was punished for his {{c::crimes}}.","Il a été puni pour ses crimes."
"The sum of two {{c::plus}} three {{c::plus}} four is nine.","La somme de deux plus trois plus quatre est neuf."
"I went to bed early that night.","Je suis allé me coucher tôt cette {{c::nuit-là}}."
"Can i have a pizza, please?","Est-ce que je pourrais avoir une pizza, {{c::s’il}} vous plaît ?"
"There are {{c::cases}} where honesty doesn't pay.","Il y a des cas où l'honnêteté ne paie pas."
"The cat settled down in the {{c::sunlight}} by the window.","Le chat s'est installé au soleil près de la fenêtre."
"I need to know what you saw that night.","Je dois savoir ce que tu as vu cette {{c::nuit-là}}."
"It is a sin to steal even a {{c::pin}}.","Même voler une épingle est un péché."
"In autumn, leaves change color and fall.","À l'automne, les feuilles changent de couleur et {{c::tombent}}."
"What weather!","{{c::quel}} temps !"
"If you {{c::criticize}} me, you will die.","Si vous me critiquez, vous êtes morts."
"He never {{c::celebrated}} christmas.","Il n'a jamais célébré noël."
"{{c::fadil}} gave the police the name of a suspect.","Fadil révéla à la police le nom du suspect."
"Two boys are absent from school today.","Deux garçons sont {{c::absents}} de l'école aujourd'hui."
"Many famous {{c::artists}} live in new york.","De nombreux artistes connus vivent à new york."
"What was the cause of death?","Quelle était la cause du {{c::décès}} ?"
"{{c::hydrogen}} does not exist as such in nature.","L'hydrogène n'existe pas comme tel dans la nature."
"The manager {{c::advanced}} a proposal at the meeting.","Pendant la réunion, le directeur a avancé une proposition."
"You are no longer a {{c::mere}} child.","Tu n'es plus un simple enfant."
"You're no longer a {{c::mere}} child.","Tu n'es plus un simple enfant."
"If it were not for {{c::exams}}, we would be happy.","À part les examens, nous serions contents."
