"English","French"
"Tom is in town.","Tom est en {{1::ville}}."
"I'm going back to the {{1::office}}.","Je retourne au bureau."
"What do you think of this plan?","Que penses-tu de ce {{1::projet}} ?"
"We don't know {{1::each}} other.","Nous ne nous connaissons pas."
"This is the {{1::moment}} of truth.","C'est le moment de vérité."
"What's going on?","Que se {{1::passe-t-il}} ?"
"What's going on?","Que se {{1::passe-t-il}} ?"
"What is going on?","Que se {{1::passe-t-il}} ?"
"{{1::she'll}} stop you.","Elle vous arrêtera."
"What has he done to you?","Que {{1::t'a-t-il}} fait ?"
"What did he do to you?","Que {{1::t'a-t-il}} fait ?"
"We do not understand {{1::each}} other.","Nous ne nous comprenons pas."
"I couldn't fall asleep.","Je n'ai pas pu {{1::m'endormir}}."
"We will not {{1::surrender}}.","Nous ne nous rendrons pas."
"What is {{1::tony}} doing?","Que fait tony ?"
"What is tony doing?","Que fait {{1::tony}} ?"
"What's {{1::tony}} doing?","Que fait tony ?"
"What does {{1::tony}} do?","Que fait tony ?"
"What do you think of this plan?","Que pensez-vous de ce {{1::projet}} ?"
"Will i {{1::receive}} any help?","Est-ce que je recevrai de l'aide ?"
"Would you like one?","En {{1::voudriez-vous}} un ?"
"You owe it to yourself to do it.","Vous vous {{1::devez}} de le faire."
"Where's the ball?","Où est la {{1::balle}} ?"
"{{1::apparently}}, i have a fever.","Apparemment, j'ai de la fièvre."
"Apparently, i have a fever.","{{1::apparemment}}, j'ai de la fièvre."
"I'm one of your {{1::employees}}.","Je suis un de tes employés."
"I'm one of your employees.","Je suis un de tes {{1::employés}}."
"I'm a friend of {{1::theirs}}.","Je suis un de leurs amis."
"I'm a friend of theirs.","Je suis un de {{1::leurs}} amis."
"Where is the {{1::exit}}?","Où est la sortie ?"
"Where's the {{1::exit}}?","Où est la sortie ?"
"{{1::maybe}} it wasn't tom.","Peut-être ne s'agissait-il pas de tom."
"It was a {{1::mess}}.","C'était le bordel."
"Someone will do it.","Quelqu'un le {{1::fera}}."
"I have almost no {{1::appetite}}.","Je n'ai presque pas d'appétit."
"I like {{1::movies}}.","J'aime le cinéma."
"I like movies.","J'aime le {{1::cinéma}}."
"I wouldn't want to be a brain {{1::surgeon}}.","Je n'aimerais pas être neurochirurgien."
"That's all tom ever {{1::talks}} about.","Tom ne parle que de ça."
"Tom doesn't eat {{1::beef}}.","Tom ne mange pas de bœuf."
"Tom doesn't eat beef.","Tom ne mange pas de {{1::bœuf}}."
"Tom doesn't eat {{1::pork}}.","Tom ne mange pas de porc."
"Tom doesn't eat pork.","Tom ne mange pas de {{1::porc}}."
"I want to go {{1::fishing}}.","Je veux aller pêcher."
"I want to go fishing.","Je veux aller {{1::pêcher}}."
"Tom doesn't take vacations.","Tom ne {{1::prend}} pas de vacances."
"I'm one of your {{1::employees}}.","Je suis un de vos employés."
"I'm one of your employees.","Je suis un de vos {{1::employés}}."
"I have no {{1::further}} questions.","Je n'ai pas d'autres questions."
"I have no further questions.","Je n'ai pas {{1::d'autres}} questions."
"Tom didn't have {{1::shoes}} on.","Tom ne portait pas de chaussures."
"Tom didn't have shoes on.","Tom ne {{1::portait}} pas de chaussures."
"I'm a night owl.","Je suis un {{1::oiseau}} de nuit."
"She's buying some food.","Elle {{1::achète}} de la nourriture."
"She's buying food.","Elle {{1::achète}} de la nourriture."
"Where's the checkout counter?","Où est la {{1::caisse}} ?"
"I want to see the ocean.","Je veux voir {{1::l'océan}}."
"Would you like to see her?","{{1::aimeriez-vous}} la voir ?"
"I like {{1::sport}}.","J'aime le sport."
"I like sport.","J'aime le {{1::sport}}."
"I don't feel like studying.","Je n'ai pas envie {{1::d'étudier}}."
"I play {{1::baseball}}.","Je joue au baseball."
"I play baseball.","Je joue au {{1::baseball}}."
"Stop {{1::touching}} me.","Arrête de me toucher."
"I didn't care.","Je n'ai pas {{1::prêté}} attention."
"I didn't pay {{1::attention}}.","Je n'ai pas prêté attention."
"I didn't pay attention.","Je n'ai pas {{1::prêté}} attention."
"Where's the {{1::pharmacy}}?","Où est la pharmacie ?"
"Where's the pharmacy?","Où est la {{1::pharmacie}} ?"
"Where's the {{1::bakery}}?","Où est la boulangerie ?"
"Where's the bakery?","Où est la {{1::boulangerie}} ?"
"Where is the {{1::jam}}?","Où est la confiture ?"
"Where is the jam?","Où est la {{1::confiture}} ?"
"Would you like to see her?","{{1::aimerais-tu}} la voir ?"
"I didn't {{1::inform}} them.","Je ne les ai pas informés."
"I don't feel like trying.","Je n'ai pas envie {{1::d'essayer}}."
"I want you to do this.","Je veux que tu le {{1::fasses}}."
"Where's the {{1::remote}}?","Où est la télécommande ?"
"Where is the {{1::remote}}?","Où est la télécommande ?"
"Where's the {{1::remote}}?","Où est la télécommande ?"
"Stop hitting me!","Arrête de me {{1::frapper}} !"
"I {{1::dove}} into the river.","Je plongeai dans la rivière."
"Tom tried not to cry.","Tom {{1::essaya}} de ne pas pleurer."
"Stop correcting me.","Arrête de me {{1::corriger}} !"
"Are you responsible for this?","Êtes-vous {{1::responsables}} de ça ?"
"Stop ordering me around.","Arrête de me {{1::commander}}."
"Quit biting me.","Arrête de me {{1::mordre}}."
"Stop biting me.","Arrête de me {{1::mordre}}."
"I like {{1::blue}}.","J'aime le bleu."
"I like blue.","J'aime le {{1::bleu}}."
"What do you remember?","Que te {{1::rappelles-tu}} ?"
"I wanted to warn you.","Je voulais te {{1::prévenir}}."
"She wanted me to come.","Elle voulait que je {{1::vienne}}."
"I'd like to {{1::replace}} it.","J'aimerais le dédommager."
"{{1::there's}} no but about it!","Il n'y a pas de mais !"
"I don't know much about that.","Je n'en sais pas {{1::grand-chose}}."
"I play {{1::rugby}}.","Je joue au rugby."
"Tom needs some rest.","Tom a besoin de {{1::repos}}."
"Tom needs to get some rest.","Tom a besoin de {{1::repos}}."
"I'm not a morning person.","Je ne suis pas du {{1::matin}}."
