"English","French"
"I'm {{c::careful}}.","Je suis prudente."
"I'm careful.","Je suis {{c::prudente}}."
"I'm {{c::thrilled}}.","Je suis ravi."
"I'm thrilled.","Je suis {{c::ravi}}."
"I am {{c::thankful}}.","Je suis reconnaissant."
"I am thankful.","Je suis {{c::reconnaissant}}."
"I'm {{c::grateful}}.","Je suis reconnaissant."
"I'm grateful.","Je suis {{c::reconnaissant}}."
"I'm {{c::popular}}.","Je suis populaire."
"I'm popular.","Je suis {{c::populaire}}."
"I'm {{c::tough}}.","Je suis dure."
"I'm tough.","Je suis {{c::dure}}."
"I'm {{c::used}} to it.","Je suis habitué."
"I'm used to it.","Je suis {{c::habitué}}."
"I'm {{c::crazy}}.","Je suis folle."
"I'm crazy.","Je suis {{c::folle}}."
"I am {{c::injured}}.","Je suis blessée."
"I am injured.","Je suis {{c::blessée}}."
"I'm {{c::wounded}}.","Je suis blessée."
"I'm wounded.","Je suis {{c::blessée}}."
"I'm {{c::hurt}}.","Je suis blessée."
"I'm hurt.","Je suis {{c::blessée}}."
"I am {{c::boring}}.","Je suis ennuyeux."
"I am boring.","Je suis {{c::ennuyeux}}."
"I'm {{c::cheerful}}.","Je suis joyeux."
"I'm cheerful.","Je suis {{c::joyeux}}."
"I'm {{c::boring}}.","Je suis ennuyeux."
"I'm boring.","Je suis {{c::ennuyeux}}."
"I am {{c::french}}.","Je suis française."
"I am french.","Je suis {{c::française}}."
"I'm french.","Je suis {{c::française}}."
"Don't go {{c::outside}}.","Ne sors pas."
"Don't go outside.","Ne {{c::sors}} pas."
"I'm a {{c::singer}}.","Je suis chanteur."
"I'm a singer.","Je suis {{c::chanteur}}."
"I can't see.","Je suis {{c::aveugle}}."
"I'm {{c::normal}}.","Je suis normal."
"I'm normal.","Je suis {{c::normal}}."
"I'm {{c::blind}}.","Je suis aveugle."
"I'm blind.","Je suis {{c::aveugle}}."
"I'm {{c::amused}}.","Je suis amusé."
"I'm amused.","Je suis {{c::amusé}}."
"I am {{c::smart}}.","Je suis intelligente."
"I am smart.","Je suis {{c::intelligente}}."
"I'm smart.","Je suis {{c::intelligente}}."
"I am {{c::intelligent}}.","Je suis intelligente."
"I am intelligent.","Je suis {{c::intelligente}}."
"I'm {{c::different}}.","Je suis différente."
"I'm different.","Je suis {{c::différente}}."
"I'm {{c::drunk}}.","Je suis ivre."
"I'm drunk.","Je suis {{c::ivre}}."
"I can't wait.","Je suis {{c::impatient}}."
"I'm {{c::impatient}}.","Je suis impatient."
"I'm impatient.","Je suis {{c::impatient}}."
"I'm pissed.","Je suis {{c::ivre}}."
"I'm {{c::useless}}.","Je suis inutile."
"I'm useless.","Je suis {{c::inutile}}."
"Am i handsome?","Je suis {{c::joli}} ?"
"I am handsome?","Je suis {{c::joli}} ?"
"I'm {{c::lucky}}.","Je suis chanceux."
"I'm lucky.","Je suis {{c::chanceux}}."
"I'm a {{c::member}}.","Je suis membre."
"I'm a member.","Je suis {{c::membre}}."
"I'm {{c::horrible}}.","Je suis horrible."
"I'm horrible.","Je suis {{c::horrible}}."
"I'm {{c::exhausted}}.","Je suis épuisé."
"I'm exhausted.","Je suis {{c::épuisé}}."
"I'm {{c::worn}} out.","Je suis épuisé."
"I'm worn out.","Je suis {{c::épuisé}}."
"I am {{c::exhausted}}.","Je suis épuisé."
"I am exhausted.","Je suis {{c::épuisé}}."
"I am {{c::spent}}.","Je suis épuisé."
"I'm {{c::alive}}.","Je suis vivant."
"I'm alive.","Je suis {{c::vivant}}."
"I am {{c::shattered}}.","Je suis épuisé."
"I am an {{c::american}}.","Je suis américain."
"I am an american.","Je suis {{c::américain}}."
"I am {{c::american}}.","Je suis américain."
"I am american.","Je suis {{c::américain}}."
"I went {{c::inside}}.","Je suis entré."
"I went inside.","Je suis {{c::entré}}."
"I'm being {{c::followed}}.","Je suis suivi."
"I'm being followed.","Je suis {{c::suivi}}."
"I'm the {{c::same}}.","Je suis pareille."
"I'm the same.","Je suis {{c::pareille}}."
"I'm {{c::hit}}!","Je suis touché !"
"I'm hit!","Je suis {{c::touché}} !"
"I'm {{c::touched}}.","Je suis touché."
"I'm touched.","Je suis {{c::touché}}."
"I am {{c::unique}}.","Je suis unique."
"I am unique.","Je suis {{c::unique}}."
"I'm {{c::unique}}.","Je suis unique."
"I'm unique.","Je suis {{c::unique}}."
"I'm {{c::lazy}}.","Je suis paresseux."
"I'm lazy.","Je suis {{c::paresseux}}."
"I am {{c::lazy}}.","Je suis paresseux."
"I am lazy.","Je suis {{c::paresseux}}."
"I am {{c::pregnant}}.","Je suis enceinte."
"I am pregnant.","Je suis {{c::enceinte}}."
"I'm {{c::impressed}}.","Je suis impressionné."
