"English","French"
"I {{1::caught}} a cold.","Je contractai un rhume."
"Do you want some water?","Vous {{1::voulez}} de l'eau ?"
"I returned from school.","Je suis {{1::rentré}} de l'école."
"Thank you for not smoking.","Merci de ne pas {{1::fumer}}."
"I'm {{1::digging}} a hole.","Je creuse un trou."
"I'm dying of {{1::laughter}}!","Je suis mort de rire !"
"Not too {{1::sweet}}.","Pas très mignon."
"Not too sweet.","Pas très {{1::mignon}}."
"I was eating a {{1::sandwich}}.","Je mangeais un sandwich."
"Not too {{1::sweet}}.","Pas très doux."
"Not too sweet.","Pas très {{1::doux}}."
"Not too {{1::sweet}}.","Pas très mignonne."
"Not too sweet.","Pas très {{1::mignonne}}."
"I made a pot {{1::roast}}.","Je fis un rôti."
"I am the night {{1::shift}} nurse.","Je suis l'infirmière de nuit."
"I am the night shift nurse.","Je suis {{1::l'infirmière}} de nuit."
"I'm the night {{1::shift}} nurse.","Je suis l'infirmière de nuit."
"I'm the night shift nurse.","Je suis {{1::l'infirmière}} de nuit."
"I returned from school.","Je suis {{1::rentrée}} de l'école."
"I am the night {{1::shift}} nurse.","Je suis l'infirmier de nuit."
"I'm a {{1::language}} teacher.","Je suis professeur de langue."
"Won't you have some tea?","Ne veux-tu pas de {{1::thé}} ?"
"Tom {{1::spoke}}.","Tom a parlé."
"Tom spoke.","Tom a {{1::parlé}}."
"Won't you have some tea?","Ne voulez-vous pas de {{1::thé}} ?"
"Can i get you a {{1::pillow}}?","Je t'apporte un oreiller ?"
"Not too sweet.","Pas très {{1::douce}}."
"We have it all.","Nous {{1::avons}} de tout."
"Not very {{1::spicy}}.","Pas très épicé."
"I'm with him.","Je suis avec {{1::lui}}."
"I'm beginning to regret it.","Je commence à le {{1::regretter}}."
"Please hold the {{1::line}}.","Merci de ne pas quitter."
"Please hold the line.","Merci de ne pas {{1::quitter}}."
"I've made my {{1::decision}}.","Je me suis décidé."
"I've made a {{1::decision}}.","Je me suis décidé."
"Don't make {{1::noise}}.","Ne faites pas de bruit."
"Would you like me to {{1::order}} it?","Veux-tu que je le commande ?"
"Would you like me to order it?","Veux-tu que je le {{1::commande}} ?"
"I got out of the water.","Je suis {{1::sortie}} de l'eau."
"Tom is taking {{1::advantage}} of you.","Tom profite de toi."
"Tom has {{1::cancer}}.","Tom a le cancer."
"Tom has cancer.","Tom a le {{1::cancer}}."
"Don't you want some ice {{1::cream}}?","Ne veux-tu pas de glace ?"
"I paused.","Je me suis {{1::arrêté}}."
"I stopped.","Je me suis {{1::arrêté}}."
"Don't you want some ice {{1::cream}}?","Ne voulez-vous pas de glace ?"
"I {{1::barely}} know her.","Je la connais à peine."
"Tom {{1::phoned}}.","Tom a appelé."
"I {{1::sat}} down.","Je me suis assis."
"Tom {{1::decided}}.","Tom a décidé."
"I want that {{1::bag}}.","Je veux ce sac."
"I want that bag.","Je veux ce {{1::sac}}."
"I want this {{1::bag}}.","Je veux ce sac."
"I want this bag.","Je veux ce {{1::sac}}."
"I've {{1::changed}} clothes.","Je me suis changé."
"I've changed clothes.","Je me suis {{1::changé}}."
"I want that job.","Je veux ce {{1::boulot}}."
"You can from outside.","Vous pouvez, de {{1::l'extérieur}}."
"I do not have a family.","Je suis {{1::dépourvu}} de famille."
"I fell off my {{1::bike}}.","Je suis tombé de vélo."
"I {{1::answered}} the question.","Je répondis à la question."
"I work at the {{1::post}} office.","Je travaille à la poste."
"I work at the post office.","Je travaille à la {{1::poste}}."
"Be proud of yourself.","Soyez {{1::fiers}} de vous."
"I surrendered.","Je me suis {{1::rendu}}."
"Do you need some water?","Vous {{1::faut-il}} de l'eau ?"
"I surprised myself.","Je me suis {{1::surprise}}."
"You drink water.","Vous {{1::buvez}} de l'eau."
"Don't make {{1::mistakes}}!","Ne faites pas de fautes !"
"Don't make mistakes!","Ne faites pas de {{1::fautes}} !"
"Take no {{1::prisoners}}.","Ne faites pas de prisonniers !"
"Take no prisoners.","Ne faites pas de {{1::prisonniers}} !"
"{{1::very}}!","Très !"
"Very!","{{1::très}} !"
"Don't {{1::mess}} with me!","Ne me cherche pas !"
"Allow me to help you.","{{1::permettez-moi}} de vous aider."
"You're {{1::wasting}} water.","Vous gaspillez de l'eau."
"I'll be in the {{1::library}}.","Je serai à la bibliothèque."
"I'll be in the library.","Je serai à la {{1::bibliothèque}}."
"Don't talk {{1::rubbish}}!","Ne dis pas de bêtises !"
"Don't talk {{1::rubbish}}!","Ne dis pas de bêtises !"
"Tom's wrong.","Tom a {{1::tort}}."
"Don't talk {{1::nonsense}}.","Ne dis pas de sottises."
"I am tired of {{1::hearing}} it.","Je suis fatigué de l'entendre."
"Tom {{1::understood}}.","Tom a compris."
"Don't take any {{1::chances}}.","Ne prends pas de risques !"
"Don't take any chances.","Ne prends pas de {{1::risques}} !"
"Don't take {{1::chances}}.","Ne prends pas de risques."
"Don't take chances.","Ne prends pas de {{1::risques}}."
"Sorry to disturb you.","Désolé de vous {{1::déranger}}."
"Tom won.","Tom a {{1::gagné}}."
"Don't eat {{1::garbage}}.","Ne mange pas de cochonneries."
"I {{1::nodded}} off.","Je me suis endormi."
"I can't sing.","Je suis {{1::incapable}} de chanter."
"He {{1::hasn't}} got a bicycle.","Il n'a pas de vélo."
"He's {{1::washing}} them.","Il les lave."
"He's washing them.","Il les {{1::lave}}."
"I have no food.","Je suis {{1::dépourvu}} de nourriture."
"I {{1::sat}} down.","Je me suis assise."
"I sat down.","Je me suis {{1::assise}}."
