"English","French"
"I need to move slowly.","Je dois me {{c::déplacer}} lentement."
"Those are mine, i think.","Ce sont les {{c::miennes}}, je pense."
"I need to take {{c::notes}}.","Je dois prendre des notes."
"I need to take notes.","Je dois prendre des {{c::notes}}."
"I don't have anybody {{c::who'll}} listen to me.","Je n'ai personne qui m'écoutera."
"I bought a pair of {{c::boots}}.","J'achetai une paire de bottes."
"Tom {{c::complained}}.","Tom s'est plaint."
"Tom came forward.","Tom s'est {{c::présenté}}."
"The monkey {{c::dances}} for money.","Le singe danse pour de l'argent."
"There's something i have to do.","J'ai une {{c::chose}} à faire."
"I've got something to do.","J'ai une {{c::chose}} à faire."
"I don't think that that's fair.","Je ne pense pas que ce {{c::soit}} juste."
"I don't go to school on {{c::saturdays}}.","Je ne vais pas en cours le samedi."
"No fewer than 50 passengers were killed.","Pas moins de 50 {{c::passagers}} sont morts."
"Tom spoke quietly.","Tom a parlé {{c::doucement}}."
"Don't leave the water running.","Ne laisse pas l'eau {{c::couler}}."
"Esperanto is a waste of time.","{{c::l'espéranto}} est une perte de temps."
"I'm not going to force you to do that.","Je ne vais pas vous {{c::forcer}} à le faire."
"Whose clock is it?","À qui est cette {{c::horloge}} ?"
"Tom has {{c::limited}} free time.","Tom dispose de peu de temps libre."
"I want some orange juice.","Je veux du jus {{c::d'orange}}."
"Excuse me. i need to move.","Excusez-moi. je dois me {{c::déplacer}}."
"I want to go back to my cubicle.","Je veux retourner à mon {{c::réduit}}."
"They don't have any {{c::weapons}}.","Ils n'ont pas d'armes."
"Come on, don't be silly.","{{c::voyons}}, ne sois pas stupide."
"Do you have any grounds for thinking so?","Avez-vous des {{c::raisons}} de le penser ?"
"Certain birds don't fly.","Quelques oiseaux ne {{c::volent}} pas."
"I thought that you wanted me to help you.","Je pensais que vous {{c::vouliez}} que je vous aide."
"I could not believe my ears.","Je n'en croyais pas mes {{c::oreilles}}."
"It's all about sentences. not words.","Il s'agit de {{c::phrases}}. non de mots."
"Tom came forward.","Tom s'est {{c::avancé}}."
"The moon {{c::shines}} at night.","La lune brille la nuit."
"You may {{c::enter}}.","Vous pouvez entrer."
"I want to improve my german.","Je veux {{c::améliorer}} mon allemand."
"I really admire tom.","{{c::j'admire}} vraiment tom."
"{{c::halloween}} is around the corner.","Halloween n'est pas loin."
"Tom {{c::shaved}}.","Tom s'est rasé."
"Why don't the police {{c::arrest}} tom?","Pourquoi la police n'arrête-t-elle pas tom ?"
"It's almost the end of the year.","C'est presque la fin de {{c::l'année}}."
