"English","French"
"I know the boy.","Je connais ce {{c::garçon}}."
"I'll put you through to the {{c::president}}.","Je vous passe le président."
"I'll put you through to the president.","Je vous passe le {{c::président}}."
"I'm at the {{c::police}} station.","Je suis au commissariat."
"I'm {{c::telling}} you the truth.","Je vous dis la vérité."
"You can from outside.","Tu peux, de {{c::l'extérieur}}."
"From outside you can.","Tu peux, de {{c::l'extérieur}}."
"Guess who i am.","{{c::devine}} qui je suis !"
"I'll {{c::ring}} you up tonight.","Je t'appellerai ce soir."
"I'll call you this {{c::evening}}.","Je t'appellerai ce soir."
"I know tom's {{c::widow}}.","Je connais la veuve de tom."
"What is it?","{{c::qu'est-ce}} que c'est ?"
"What is this?","{{c::qu'est-ce}} que c'est ?"
"What's this?","{{c::qu'est-ce}} que c'est ?"
"I hate that {{c::movie}}.","Je déteste ce film."
"Don't forget the {{c::milk}}.","N'oublie pas le lait !"
"I don't like this {{c::weather}}.","Je n'apprécie pas ce temps."
"I was only {{c::fooling}}.","Je ne faisais que plaisanter."
"Have a nice day.","Je vous souhaite le {{c::bonjour}} !"
"I want to change my {{c::shirt}}.","Je veux changer de chemise."
"I want to change my shirt.","Je veux changer de {{c::chemise}}."
"Tom {{c::needs}} us.","Tom a besoin de nous."
"Won't you take a {{c::chair}}?","Vous ne vous asseyez pas ?"
"You don't {{c::dress}} yourself.","Vous ne vous habillez pas."
"{{c::isn't}} that right?","N'est-ce pas juste ?"
"Isn't that right?","{{c::n'est-ce}} pas juste ?"
"Tom didn't have a {{c::brother}}.","Tom n'avait pas de frère."
"Tom didn't have a brother.","Tom {{c::n'avait}} pas de frère."
"I'll show you around the {{c::city}}.","Je vous montrerai la ville."
"I'll show you around {{c::town}}.","Je vous montrerai la ville."
"Don't stand up.","Ne te {{c::lève}} pas."
"Don't forget {{c::death}}.","N'oublie pas la mort."
"I'm taking a break.","Je fais une {{c::pause}}."
"No idea.","Pas la {{c::moindre}} idée."
"Don't laugh!","Ne te {{c::marre}} pas !"
"I'm not {{c::comfortable}}.","Je ne suis pas à l'aise."
"I'm not comfortable.","Je ne suis pas à {{c::l'aise}}."
"Don't forget the ticket.","N'oublie pas le {{c::billet}}."
"I'm going to australia.","Je vais en {{c::australie}}."
"Don't turn around.","Ne te {{c::retourne}} pas."
"Don't forget the ticket.","N'oublie pas le {{c::ticket}}."
"Tom had no {{c::sons}}.","Tom n'avait pas de fils."
"Tom had no sons.","Tom {{c::n'avait}} pas de fils."
"I see a {{c::woman}}.","Je vois une femme."
"Don't forget {{c::death}}.","N'oubliez pas la mort."
"I'm going to {{c::prison}}.","Je vais en prison."
"I'm going to prison.","Je vais en {{c::prison}}."
"I'll send you the {{c::schedule}}.","Je vous enverrai le planning."
"I'll leave it up to you.","Je vous laisse la {{c::décision}}."
"I hate this job.","Je déteste ce {{c::boulot}}."
"I hate that {{c::sound}}.","Je déteste ce bruit."
"I hate this {{c::store}}.","Je déteste ce magasin."
"I hate this store.","Je déteste ce {{c::magasin}}."
"Don't {{c::burn}} yourself.","Ne te brûle pas."
"Don't burn yourself.","Ne te {{c::brûle}} pas."
"Don't forget the ticket.","N'oubliez pas le {{c::ticket}}."
"I want some of those.","Je veux {{c::quelques-uns}} de ceux-ci."
"I {{c::wonder}} who.","Je me demande qui."
"Don't blow your own {{c::trumpet}}.","Ne te vante pas."
"I was {{c::inspired}} by your idea.","Je m'inspire de votre idée."
"I hate this game.","Je déteste ce {{c::jeu}}."
"Isn't that better?","{{c::n'est-ce}} pas mieux ?"
"I hate that {{c::guy}}.","Je déteste ce type."
"I hate that guy.","Je déteste ce {{c::type}}."
"I {{c::worked}} this morning.","Je travaillai ce matin."
"Don't let this get out of {{c::control}}.","Perds pas le contrôle."
"I have to know.","Il faut que je {{c::sache}}."
"I think about you often.","Je pense {{c::souvent}} à vous."
"I know the feeling.","Je connais ce {{c::sentiment}}."
"I made a {{c::decision}}.","Je pris une décision."
"I made a decision.","Je pris une {{c::décision}}."
"Aren't you the manager?","N'êtes-vous pas le {{c::gérant}} ?"
"He saw you.","Il vous a {{c::vu}}."
"I'm not {{c::telling}} you.","Je ne te le dis pas."
"I'm familiar with this {{c::neighborhood}}.","Je connais ce quartier."
"I'm familiar with this neighborhood.","Je connais ce {{c::quartier}}."
"I am familiar with this {{c::neighborhood}}.","Je connais ce quartier."
"I've just finished eating.","Je viens de {{c::finir}} de manger."
"I have just finished eating.","Je viens de {{c::finir}} de manger."
"Don't you like {{c::baseball}}?","N'aimez-vous pas le baseball ?"
"I am going to england.","Je vais en {{c::angleterre}}."
"I have to take a {{c::leak}}.","Il faut que je pisse."
"I know the {{c::gentleman}}.","Je connais ce gentleman."
"I know the gentleman.","Je connais ce {{c::gentleman}}."
"Don't you love the {{c::latin}} language?","N'aimes-tu pas le latin ?"
"Don't push it.","Pousse pas le {{c::bouchon}} !"
"I know that {{c::neighborhood}}.","Je connais ce voisinage."
"I hate that thing.","Je déteste ce {{c::truc}}."
"I'm so {{c::lonely}}.","Je suis si seul."
"I give you the {{c::floor}}.","Je vous donne la parole."
"I give you the floor.","Je vous donne la {{c::parole}}."
"I'll leave the decision to you.","Je vous {{c::laisserai}} la décision."
"I hate that guy.","Je déteste ce {{c::mec}}."
"I hate this {{c::carpet}}.","Je déteste ce tapis."
"I hate this carpet.","Je déteste ce {{c::tapis}}."
"I hate this rug.","Je déteste ce {{c::tapis}}."
"I bid you welcome.","Je vous souhaite la {{c::bienvenue}} !"
"The picture is hung crooked.","Le {{c::tableau}} est de travers."
"The picture is askew.","Le {{c::tableau}} est de travers."
"The picture is wonky.","Le {{c::tableau}} est de travers."
