"English","French"
"I don't want to work under these {{1::conditions}}.","Je ne veux pas travailler dans de telles conditions."
"I don't want to work under these conditions.","Je ne veux pas travailler dans de telles {{1::conditions}}."
"I don't intend to answer any questions.","Je n'ai pas l'intention de répondre à de {{1::quelconques}} questions."
"We don't carry {{1::leather}} goods.","Nous ne transportons pas de produits en cuir."
"What does your {{1::aunt}} do?","Que fait ta tante ?"
"What does your aunt do?","Que fait ta {{1::tante}} ?"
"It's the {{1::logical}} thing to do.","C'est la chose logique à faire."
"I wish you a {{1::merry}} christmas.","Je te souhaite un joyeux noël."
"I felt as if i had no choice.","{{1::j'eus}} le sentiment de ne pas avoir le choix."
"He has knowledge and experience as well.","Il a des {{1::connaissances}} et de l'expérience."
"I almost died that day.","Je suis presque mort ce {{1::jour-là}}."
"I want to be doing a good job.","Je veux {{1::effectuer}} un bon boulot."
"How do you {{1::define}} success?","Comment définis-tu le succès ?"
"The station is the middle of the city.","La gare est dans le {{1::centre}} de la ville."
"The station is in the center of the city.","La gare est dans le {{1::centre}} de la ville."
"Let's make a phone call.","{{1::passons}} un appel."
"I really can't make any promises.","Je ne peux vraiment pas faire de {{1::quelconques}} promesses."
"Play us a {{1::tune}}.","Joue-nous un morceau."
"Tom has a {{1::soft}} voice.","Tom a une voix douce."
"I thought i told you not to make trouble.","Je pensais t'avoir dit de ne pas {{1::causer}} de problèmes."
"I saw a {{1::cottage}} in the distance.","Je vis un cottage au loin."
"The old rules don't {{1::apply}}.","Les anciennes règles ne s'appliquent pas."
"I saw a {{1::cottage}} in the distance.","Je vis un chalet au loin."
"Draw a {{1::circle}}.","Trace un cercle."
"Draw a {{1::circle}}.","Trace un cercle !"
"It's getting {{1::colder}} and {{1::colder}}.","Il fait de plus en plus froid."
"It's gradually getting {{1::colder}}.","Il fait de plus en plus froid."
"Does tom have a fishing {{1::license}}?","Est-ce que tom a un permis de pêche ?"
"Wait at the {{1::entrance}} of this building.","Attends à l'entrée de cet immeuble."
"Wait at the entrance of this building.","Attends à l'entrée de cet {{1::immeuble}}."
"Call me at my office.","{{1::appelez-moi}} à mon bureau."
"Draw a {{1::circle}}.","Dessine un cercle."
"Everyone had to do this.","Tout le monde {{1::devait}} le faire."
"I was proud of my wife.","{{1::j’étais}} fier de ma femme."
"Only {{1::fifteen}} minutes.","Plus que quinze minutes."
"Only fifteen minutes.","Plus que {{1::quinze}} minutes."
"More than {{1::fifteen}} minutes.","Plus que quinze minutes."
"More than fifteen minutes.","Plus que {{1::quinze}} minutes."
"Ziri {{1::sits}} next to rima.","Ziri s'assoit à côté de rima."
"Don't let {{1::opportunities}} pass by.","Ne laissez pas filer les occasions."
"I didn't know what was happening.","Je ne savais pas ce qu'il se {{1::passait}}."
"I didn't know what was going on.","Je ne savais pas ce qu'il se {{1::passait}}."
"Don't sleep with the windows open.","Ne dors pas les fenêtres {{1::ouvertes}}."
"I'm buying a puppy.","{{1::j'achète}} un chiot."
"Tom didn't pass the squirrel test.","Tom n'a pas réussi le test de {{1::l'écureuil}}."
"Tom is average height.","Tom a une taille {{1::moyenne}}."
"Tom will {{1::eventually}} give in, i think.","Tom finira par céder, je pense."
"How long will it be to dinner?","Combien de temps {{1::jusqu'au}} dîner ?"
"I must go alone.","Il faut que je m'y {{1::rende}} seule."
"I'm going to put a stop to it.","Je vais y mettre un {{1::terme}}."
"Our {{1::government}} is not interested in us.","Notre gouvernement ne s'intéresse pas à nous."
"This {{1::metro}} station is closed today.","La station de métro est fermée aujourd'hui."
"I don't like anyone here {{1::except}} tom.","Je n'apprécie personne ici, excepté tom."
"A {{1::mosquito}} just bit me.","Un moustique vient de me piquer."
"Tom brought a {{1::blanket}}.","Tom a apporté une couverture."
"Tom brought a blanket.","Tom a apporté une {{1::couverture}}."
"The earth is one of the {{1::planets}}.","La terre est une des planètes."
"Tom has a secret weapon.","Tom a une arme {{1::secrète}}."
"I won't be able to attend the {{1::conference}}.","Je ne vais pas pouvoir assister à la conférence."
"He is a {{1::diligent}} student, as students go.","Il est travaillant, pour un étudiant."
"Tom {{1::enjoys}} teaching french.","Tom aime enseigner le français."
"What is this tv show about?","De quoi parle cette {{1::émission}} de télévision ?"
"It doesn't seem; it is.","Ça semble pas {{1::;}} c'est."
"This {{1::hut}} is in danger of falling down.","Cette cabane menace de s'effondrer."
"Tom has a broken rib.","Tom a une {{1::côte}} cassée."
"We're having a {{1::blast}}.","Nous subissons une rafale de vent."
"Tom is having a heart attack.","Tom a une crise {{1::cardiaque}}."
"I know {{1::something's}} wrong.","Je sais que quelque chose va de travers."
"The news caused a huge stir.","La nouvelle a fait {{1::énormément}} de bruit."
"Are there any better options?","Y a-t-il de meilleures {{1::options}} ?"
"He {{1::acquired}} french quickly.","Il a appris le français rapidement."
"I would like to see the {{1::festival}}.","J'aimerais voir la fête."
"{{1::december}} is the last month of the year.","Décembre est le dernier mois de l'année."
"It's getting {{1::darker}} and {{1::darker}}.","Il fait de plus en plus noir."
"Any further discussion is {{1::pointless}}.","Ce n'est plus la peine de discuter."
"He is a {{1::novelist}} and poet.","Il est écrivain et poète."
"The novel takes its {{1::title}} from the bible.","Le titre de ce roman provient de la bible."
"This dictionary is of great {{1::value}} to us.","Ce dictionnaire nous est précieux."
"This dictionary is of great value to us.","Ce dictionnaire nous est {{1::précieux}}."
"Tom looks amazing.","Tom a une {{1::mine}} superbe."
"I'm poorly.","Je ne me sens pas dans mon {{1::assiette}}."
"I suggest that you {{1::proceed}} very carefully.","Je suggère que vous procédiez très prudemment."
"Sami is over sixty.","Sami a plus de {{1::soixante}} ans."
"Do you require a {{1::deposit}}?","Exigez-vous un acompte ?"
"Beef is expensive {{1::nowadays}}.","De nos jours, la viande est chère."
"Meat is expensive {{1::nowadays}}.","De nos jours, la viande est chère."
"I've never {{1::stolen}} anything from tom.","Je n’ai jamais rien volé à tom."
"My bike needs {{1::repairing}}.","Mon vélo a besoin de réparations."
"Hope is not a {{1::strategy}}.","L'espoir n'est pas une stratégie."
"He came back at {{1::nine}} o'clock.","Il est rentré à neuf heures."
"It is difficult for me to handle the case.","Il m'est difficile de {{1::traiter}} le cas."
"It's windy and it's raining.","Il {{1::vente}} et il pleut."
"Tom caught a {{1::trout}}.","Tom a pêché une truite."
"I'll be away till christmas.","Je serai {{1::absente}} jusqu'à noël."
"I want time {{1::instead}} of money.","Je veux du temps à la place de l'argent."
"It's not fair to you.","Ce n'est pas juste {{1::envers}} vous."
"I regret {{1::becoming}} a teacher.","Je regrette d'être devenu professeur."
"The country is rich in natural {{1::resources}}.","Le pays est riche de ressources naturelles."
"It won't cost you a thing.","Cela ne vous {{1::coûtera}} rien."
"My {{1::briefcase}} is full of papers.","Ma valise est pleine de papiers."
