"English","French"
"The {{1::night's}} still young.","La nuit ne fait que commencer."
"I don't rest them against the {{1::wall}}.","Je ne les appuie pas contre le mur."
"That's what i got.","C'est ce que j'ai {{1::obtenu}}."
"I cannot find fault with him.","Je n'arrive pas à le prendre en {{1::défaut}}."
"Get {{1::into}} the car.","Rentre dans la voiture."
"They didn't want me to help them.","Ils ne {{1::voulaient}} pas que je les aide."
"I'll be back in two {{1::hours}}.","Je reviens dans deux heures."
"Why do it the hard way?","Pourquoi le faire de façon {{1::compliquée}} ?"
"Give me a {{1::sheet}} of paper.","Donnez-moi une feuille de papier."
"Give me a sheet of paper.","Donnez-moi une {{1::feuille}} de papier."
"He just doesn't {{1::measure}} up.","Il n'est juste pas à la hauteur."
"Thanks for paying for the meal.","Merci de payer pour le {{1::repas}}."
"We must act.","Il nous faut {{1::agir}}."
"Put it there, not here.","{{1::mets-le}} là, pas ici !"
"You look like a lawyer.","Tu {{1::ressembles}} à un avocat."
"She can't stop laughing.","Elle ne peut pas {{1::s'arrêter}} de rire."
"I want to work at my own {{1::pace}}.","Je veux travailler à mon rythme."
"I want to work at my own pace.","Je veux travailler à mon {{1::rythme}}."
"Tom's not feeling well.","Tom ne se {{1::sent}} pas bien."
"It's hard for me to talk to tom.","Il {{1::m'est}} difficile de parler à tom."
"She's lost the {{1::plot}}.","Elle a perdu la raison."
"No, {{1::sir}}, i am german.","Non, monsieur, je suis allemand."
"The water is not fit to drink.","L'eau n'est pas {{1::potable}}."
"The water is not potable.","L'eau n'est pas {{1::potable}}."
"The nail {{1::pierced}} the wall.","Le clou traversa le mur."
"The nail pierced the wall.","Le {{1::clou}} traversa le mur."
"The {{1::nail}} went through the wall.","Le clou traversa le mur."
"The nail went through the wall.","Le {{1::clou}} traversa le mur."
"The {{1::hunter}} caught the fox.","Le chasseur prit le renard."
"The hunter caught the fox.","Le {{1::chasseur}} prit le renard."
"I don't understand what the problem is.","Je ne comprends pas ce {{1::qu'est}} le problème."
"I've got a pair of {{1::sunglasses}}.","J'ai une paire de lunettes de soleil."
"I've got a pair of sunglasses.","J'ai une {{1::paire}} de lunettes de soleil."
"The {{1::nail}} went through the wall.","Le clou transperça le mur."
"I can't stand getting {{1::beaten}}.","Je ne supporte pas qu'on me frappe."
"Don't bite your {{1::nails}}.","Ne ronge pas tes ongles."
"My stomach hurts.","J'ai mal à {{1::l'estomac}}."
"I have a stomachache.","J'ai mal à {{1::l'estomac}}."
"I'm sorry for not being more supportive.","Je suis désolé de ne pas la {{1::soutenir}} davantage."
"He didn't acknowledge defeat.","Il n’a pas admis la {{1::défaite}}."
"I'm usually quite {{1::frank}}.","Je suis généralement assez franc."
"This is my business {{1::card}}.","C'est ma carte de visite."
"I want to see him at all {{1::costs}}.","Je veux à tout prix le voir."
"My {{1::shoulder}} hurts.","J'ai mal à l'épaule."
"My shoulder hurts.","J'ai mal à {{1::l'épaule}}."
"I have a pain in the {{1::shoulder}}.","J'ai mal à l'épaule."
"I have a pain in the shoulder.","J'ai mal à {{1::l'épaule}}."
"Don't press your {{1::opinions}} on me.","Ne m'impose pas tes opinions !"
"White makes the room look {{1::bigger}}.","Le blanc agrandit la pièce."
"I {{1::poured}} myself a drink.","Je me suis servi un verre."
"I can't do more {{1::than}} that.","Je ne peux pas faire plus que cela."
"Don't underestimate your {{1::opponent}}.","Ne sous-estime pas tes rivaux."
