"English","French"
"What {{1::nationality}} is tom?","Quelle est la nationalité de tom ?"
"What nationality is tom?","Quelle est la {{1::nationalité}} de tom ?"
"{{1::lay}} the table!","Mettez la table !"
"Lay the table!","{{1::mettez}} la table !"
"The top is {{1::covered}} with snow.","Le sommet est enneigé."
"{{1::russia}} is big.","La russie est grande."
"Russia is big.","La {{1::russie}} est grande."
"I have no {{1::plans}} whatever.","Je n'ai aucun plan."
"Change is {{1::scary}}.","Le changement est terrifiant."
"He often {{1::teased}} her.","Il la taquinait souvent."
"The {{1::suspect}} has been caught.","Le suspect est appréhendé."
"Clean the room.","{{1::nettoie}} la pièce."
"I'm doing it in {{1::spite}} of you.","Je le fais malgré toi."
"I'm doing it in spite of you.","Je le fais {{1::malgré}} toi."
"Don't lose heart.","La tête {{1::haute}} !"
"{{1::everybody's}} business is nobody's business.","Tous responsables, pas de responsable."
"Everybody's business is nobody's business.","Tous {{1::responsables}}, pas de responsable."
"Collective responsibility means irresponsibility.","Tous {{1::responsables}}, pas de responsable."
"He's learning chinese.","Il {{1::apprend}} le chinois."
"I know your {{1::type}}.","Je connais ton genre."
"I know your type.","Je connais ton {{1::genre}}."
"The file is {{1::corrupt}}.","Le fichier est corrompu."
"I respect your {{1::talent}}.","Je respecte votre talent."
"The answer is {{1::simple}}.","La réponse est simple."
"The answer is simple.","La réponse est {{1::simple}}."
"{{1::lemon}} is sour.","Le citron est acide."
"The {{1::parking}} lot is free of charge.","Le parking est gratuit."
"He wrote the {{1::report}}.","Il écrivit le rapport."
"He wrote the report.","Il {{1::écrivit}} le rapport."
"He {{1::inherited}} the house.","Il a hérité de la maison."
"The {{1::lemon}} is sour.","Le citron est acide."
"What do you remember?","De quoi te {{1::souviens-tu}} ?"
"The {{1::festival}} is free.","Le festival est gratuit."
"This beef is {{1::tender}}.","Le bœuf est tendre."
"You {{1::remain}} always in my memory.","Je pense toujours à toi."
"You remain always in my memory.","Je pense {{1::toujours}} à toi."
"I'm not your {{1::servant}}.","Je ne suis pas ta servante."
"How much do you remember?","De quoi te {{1::rappelles-tu}} ?"
"{{1::nature}} is beautiful.","La nature est belle."
"Nature is beautiful.","La {{1::nature}} est belle."
"The {{1::debate}} is over.","Le débat est clos."
"He is {{1::fond}} of swimming.","Il aime la natation."
"He is fond of swimming.","Il aime la {{1::natation}}."
"Do you like it {{1::when}} i do this?","Apprécies-tu que je fasse ça ?"
"Do you like it {{1::when}} i do this?","Appréciez-vous que je fasse ça ?"
"He likes {{1::chemistry}}.","Il aime la chimie."
"He likes chemistry.","Il aime la {{1::chimie}}."
"Watch the {{1::forest}}!","Regarde la forêt !"
"Watch the forest!","Regarde la {{1::forêt}} !"
"You did not say so.","Vous ne {{1::l'avez}} pas dit."
"Every dog has his day.","La chance {{1::tourne}}."
"The {{1::demand}} is huge.","La demande est énorme."
"The demand is huge.","La demande est {{1::énorme}}."
"I'll see you in {{1::october}}.","Je vous verrai en octobre."
"The politician is {{1::corrupt}}.","Le politicien est corrompu."
"No {{1::shoes}} in the house!","Pas de chaussures dans la maison !"
"No shoes in the house!","Pas de {{1::chaussures}} dans la maison !"
"This cat is eating.","La {{1::chatte}} mange."
"{{1::duck}} your head!","Baisse la tête !"
"Duck your head!","{{1::baisse}} la tête !"
"The {{1::forest}} is small.","La forêt est petite."
"The forest is small.","La {{1::forêt}} est petite."
"Raise your hand.","{{1::levez}} la main."
"The {{1::jury}} is hung.","Le jury est divisé."
"The pain has gone.","La {{1::douleur}} est partie."
"Eat more {{1::vegetables}}.","Mangez plus de légumes."
"The {{1::washing}} machine is out of order.","Le lave-linge est hors-service."
"He {{1::washes}} the pants.","Il lave le pantalon."
"No water, no life.","Sans {{1::eau}}, pas de vie."
"No water, no life.","Pas de vie sans {{1::eau}}."
"I'll eat your {{1::orange}}.","Je mangerai votre orange."
"The story is full of {{1::holes}}.","Le récit est parcellaire."
"The {{1::table}} is long.","La table est longue."
"The table is long.","La table est {{1::longue}}."
"I'm part {{1::owner}} of this restaurant.","Je suis copropriétaire de ce restaurant."
"Show me the {{1::photo}}.","Montre-moi la photo."
"Show me the photo.","{{1::montre-moi}} la photo."
"Show me the {{1::picture}}.","Montre-moi la photo."
"Show me the picture.","{{1::montre-moi}} la photo."
"I share your {{1::sorrow}}.","Je partage votre chagrin."
"I share your sorrow.","Je partage votre {{1::chagrin}}."
"I'm much {{1::obliged}} to you.","Je vous suis bien obligé."
"I'm much obliged to you.","Je vous suis bien {{1::obligé}}."
"He looked up at the {{1::ceiling}}.","Il regarda le plafond."
"He looked up at the ceiling.","Il regarda le {{1::plafond}}."
"I only have one sister.","Je n'ai {{1::qu'une}} sœur."
"I have only one sister.","Je n'ai {{1::qu'une}} sœur."
"{{1::ann}} has no sister.","Anne n'a pas de sœur."
"Ann has no sister.","{{1::anne}} n'a pas de sœur."
"{{1::ann}} doesn't have any sisters.","Anne n'a pas de sœur."
"Ann doesn't have any sisters.","{{1::anne}} n'a pas de sœur."
"{{1::ann}} doesn't have a sister.","Anne n'a pas de sœur."
"Ann doesn't have a sister.","{{1::anne}} n'a pas de sœur."
"Why don't you pull over?","Pourquoi ne pas vous {{1::ranger}} ?"
"I'm sitting on the {{1::stairs}}.","Je m'assieds sur la marche."
"He is watching tv.","Il regarde la {{1::télévision}}."
"I don't talk to them anymore.","Je ne {{1::leur}} parle plus."
"He took the {{1::public}} by surprise.","Il surprit le public."
"Get the {{1::box}}.","Prenez la boîte."
"Get the box.","{{1::prenez}} la boîte."
