"English","French"
"I live somewhere else now.","Je vis {{1::ailleurs}} maintenant."
"She {{1::writes}} music for a living.","Elle est compositeur de métier."
"Don't hold it upside down.","Ne le tiens pas à {{1::l'envers}}."
"I have to keep trying.","Je dois continuer {{1::d'essayer}}."
"I am paid weekly.","Je suis {{1::payée}} à la semaine."
"I don't meet too many women.","Je ne {{1::rencontre}} pas trop de femmes."
"I expected better of him.","{{1::j'attendais}} mieux de lui."
"It's all clear.","Tout est {{1::clair}}."
"It's all wrong.","Tout est {{1::faux}}."
"The office is on the right.","Le bureau est à {{1::droite}}."
"Tom didn't help me.","Tom ne m'a pas {{1::aidée}}."
"It is the beginning of the end.","C'est le {{1::début}} de la fin."
"Tom has a car.","Tom a une {{1::automobile}}."
"They eat meat.","Ils {{1::mangent}} de la viande."
"I'm coming to your {{1::rescue}}!","Je viens à votre secours !"
"I'm coming to your rescue!","Je viens à votre {{1::secours}} !"
"Tom has a {{1::mustache}}.","Tom a une moustache."
"I do believe in {{1::ghosts}}.","Je crois aux fantômes."
"I do believe in ghosts.","Je crois aux {{1::fantômes}}."
"I believe in {{1::ghosts}}.","Je crois aux fantômes."
"I believe in ghosts.","Je crois aux {{1::fantômes}}."
"It's on the {{1::sofa}}.","Il est sur le canapé."
"It's on the sofa.","Il est sur le {{1::canapé}}."
"I'll be there on {{1::saturday}}.","Je serais là samedi."
"I'll be there on saturday.","Je serais là {{1::samedi}}."
"You don't {{1::seem}} to understand.","Vous ne semblez pas comprendre."
"You don't seem to understand.","Vous ne {{1::semblez}} pas comprendre."
"I {{1::leaned}} against the wall.","Je m'appuyais contre le mur."
"You're doing it on {{1::purpose}}!","Vous le faites exprès !"
"You're doing it on purpose!","Vous le faites {{1::exprès}} !"
"Careful, don't cut yourself.","Attention, ne vous {{1::coupez}} pas."
"Don't hold it upside down.","Ne le {{1::tenez}} pas à l'envers."
"{{1::snap}} out of it!","Reviens à toi !"
"I don't often wear a {{1::tie}}.","Je ne porte pas souvent de cravate."
"I don't often wear a tie.","Je ne porte pas souvent de {{1::cravate}}."
"I'm looking {{1::forward}} to doing that.","Je suis impatiente de faire cela."
"Everything is broken.","Tout est {{1::brisé}}."
"All sold out!","Tout est {{1::vendu}}."
"I hate this apartment.","Je déteste cet {{1::appartement}}."
"I need to get {{1::accustomed}} to it.","Je dois m'y habituer."
"I'm not making {{1::faces}} at them.","Je ne leur fais pas de grimaces."
"I am sitting at the table.","Je suis {{1::assise}} à la table."
"I don't like {{1::riding}} the subway.","Je n'aime pas prendre le métro."
"I don't like riding the subway.","Je n'aime pas prendre le {{1::métro}}."
"I {{1::blew}} my breath against the mirror.","Je respirais contre le miroir."
"You will not be ready.","Vous ne {{1::serez}} pas prête."
"Tom works {{1::slowly}}.","Tom travaille à petits pas."
"Tom works slowly.","Tom travaille à {{1::petits}} pas."
"You didn't understand me.","Vous ne {{1::m'avez}} pas compris."
"I begin this afternoon.","Je commence cet {{1::après-midi}}."
"Tom is a nervous {{1::wreck}}.","Tom est à bout de nerfs."
"Tom is a nervous wreck.","Tom est à bout de {{1::nerfs}}."
"I can't go in there.","Je ne peux pas y {{1::pénétrer}}."
"I know {{1::neither}} of them.","Je n'en connais aucun."
"He {{1::knocked}} at the door.","Il frappa à la porte."
