"English","French"
"Try to keep it down.","Essaie de le tenir en {{c::échec}}."
"{{c::fadil}} is in the house.","Fadil est dans la maison."
"She's {{c::dependent}} on her husband.","Elle dépend de son époux."
"She's dependent on her husband.","Elle dépend de son {{c::époux}}."
"He has a good {{c::brain}}.","Il a un bon cerveau."
"He has a good brain.","Il a un bon {{c::cerveau}}."
"He has a good {{c::accent}}.","Il a un bon accent."
"He has a good accent.","Il a un bon {{c::accent}}."
"That's {{c::precisely}} the point.","C'est précisément le sujet."
"I think it's too {{c::risky}}.","Je pense que c'est trop risqué."
"I think it's too risky.","Je pense que c'est trop {{c::risqué}}."
"Show me what you got!","{{c::montrez-moi}} ce que vous avez !"
"Tom ran to the bathroom.","Tom {{c::courut}} à la salle de bain."
"This is the best {{c::method}}.","C'est le meilleur moyen."
"Tom, look! the {{c::squirrel}} is back!","Tom, regarde ! l'écureuil est de retour !"
"Tom, look! the squirrel is back!","Tom, regarde ! {{c::l'écureuil}} est de retour !"
"Some {{c::men}} don't know that.","Certains hommes ne le savent pas."
"Some men don't know that.","Certains hommes ne le {{c::savent}} pas."
"The {{c::elephants}} are drinking water.","Les éléphants boivent de l'eau."
"The elephants are drinking water.","Les {{c::éléphants}} boivent de l'eau."
"He has a good appetite.","Il a un bon {{c::appétit}}."
"He has a good {{c::alibi}}.","Il a un bon alibi."
"{{c::fancy}} a drink?","Un verre vous dirait ?"
"I still do not have enough information.","Je n'ai toujours pas assez {{c::d'informations}}."
"Pleasure is the {{c::source}} of pain.","Le plaisir est la source de la douleur."
"I'll let you know when she {{c::arrives}}.","Je t'avertirai quand elle arrivera."
"I {{c::suggested}} that to him.","Je lui ai suggéré ça."
"I suggested that to him.","Je lui ai {{c::suggéré}} ça."
"Tom {{c::pays}} well.","Tom paye bien."
"It's in the name of {{c::smith}}.","C'est au nom de smith."
"It's in the name of smith.","C'est au nom de {{c::smith}}."
"I have her in my pocket.","Je l'ai dans ma {{c::poche}}."
"Go in the {{c::field}}.","Va dans le champ."
"Go in the field.","Va dans le {{c::champ}}."
"It is paris that i want to visit.","C'est paris que je veux {{c::visiter}}."
"This is the fruit of your imagination.","C'est le fruit de votre {{c::imagination}}."
"Tom married mary.","Tom a {{c::épousé}} marie."
"I only have two hands.","Je ne suis {{c::dotée}} que de deux mains."
"How could we not win?","Comment {{c::pourrions-nous}} ne pas gagner ?"
"I need you right now.","J'ai besoin de toi {{c::sur-le-champ}}."
"Cook the {{c::potatoes}}!","Cuis les pommes de terre!"
"I was born on 18th march 1994.","Je suis né le {{c::dix-huit}} mars 1994."
"I was born on march 18th 1994.","Je suis né le {{c::dix-huit}} mars 1994."
"That's the last thing i want.","C'est la {{c::dernière}} chose que je veux."
"I don't think you're right.","Je ne pense pas que vous {{c::ayez}} raison."
"I don't understand why it happened.","Je ne comprends pas pourquoi c'est {{c::survenu}}."
"I'm asking you to respect my decision.","Je vous demande de {{c::respecter}} ma décision."
"The engine doesn't {{c::function}} properly.","Le moteur ne fonctionne pas correctement."
"Tom {{c::recommended}} mary.","Tom a recommandé marie."
"Tom recommended mary.","Tom a {{c::recommandé}} marie."
"I'll give you a {{c::laptop}} computer.","Je vous donnerai un ordinateur portable."
"I'll give you a {{c::laptop}}.","Je vous donnerai un ordinateur portable."
"I have to tighten my belt.","Je dois me {{c::serrer}} la ceinture."
"Tom {{c::insulted}} mary.","Tom a insulté marie."
"Unfortunately he refused to come.","{{c::malheureusement}} il a refusé de venir."
"That's the last {{c::hole}}.","C'est le dernier trou."
"That's the last hole.","C'est le dernier {{c::trou}}."
"Tom {{c::teased}} mary.","Tom a provoqué marie."
"Tom fell in love with {{c::linda}}.","Tom est tombé amoureux de linda."
"Tom fell in love with linda.","Tom est tombé amoureux de {{c::linda}}."
"The {{c::heavens}} do not err.","Le ciel ne commet pas d'erreurs."
"{{c::supplies}} were no problem.","Les approvisionnements ne posaient pas de problème."
"He wears a {{c::wool}} sweater.","Il porte un chandail de laine."
"He wears a wool sweater.","Il porte un chandail de {{c::laine}}."
"We are not out of the {{c::woods}}.","Nous ne sommes pas sortis de l’auberge."
"I {{c::sincerely}} feel sorry for you.","Je suis sincèrement désolée pour vous."
"Do you have a {{c::points}} card?","Avez-vous une carte de fidélité ?"
"Is it good or not?","Est-ce bon {{c::ou}} pas ?"
"He was {{c::struck}} off the list.","Il a été rayé de la liste."
"Tom {{c::enjoys}} working here, i think.","Tom apprécie de travailler ici, je pense."
"Don't smoke on an empty {{c::stomach}}.","Ne fume pas le ventre vide !"
"Don't smoke on an empty stomach.","Ne fume pas le {{c::ventre}} vide !"
"I can't do that, {{c::sir}}.","Je ne peux pas faire cela, monsieur."
"I {{c::shared}} them all with you.","Je vous les ai tous partagés."
"Information is power.","{{c::l'information}}, c'est le pouvoir."
"{{c::plastic}} does not burn easily.","Le plastique ne brûle pas facilement."
"Plastic does not burn easily.","Le {{c::plastique}} ne brûle pas facilement."
"Mary is not {{c::envious}}.","Marie n'est pas envieuse."
"Mary's not {{c::envious}}.","Marie n'est pas envieuse."
"Don't {{c::chew}} on your pencil.","Ne mâchonne pas ton crayon."
"{{c::plastic}} does not break easily.","Le plastique ne casse pas facilement."
"You deserve a {{c::prize}}.","Vous méritez un prix."
"He disagreed.","Il était en {{c::désaccord}}."
"{{c::boys}}, don't make any noise.","Les garçons, ne faites pas de bruit."
"Boys, don't make any noise.","Les {{c::garçons}}, ne faites pas de bruit."
"Don't lose your purse.","Ne perds pas ton {{c::porte-monnaie}}."
"He hasn't the {{c::slightest}} suspicion.","Il n'a pas le moindre soupçon."
