"English","French"
"Tom {{c::tasted}} the wine.","Tom a goûté le vin."
"Tom tasted the wine.","Tom a {{c::goûté}} le vin."
"They're not {{c::illegal}}.","Ils ne sont pas illégaux."
"{{c::action}} is necessary.","Il faut agir."
"Action is necessary.","Il faut {{c::agir}}."
"I could not keep the {{c::tears}} from my eyes.","Je n'ai pas pu m'empêcher de pleurer."
"I'll {{c::peel}} an orange for you.","Je te pèle une orange."
"What is this sound?","{{c::quel}} est ce son ?"
"Tom {{c::spilled}} the milk.","Tom a renversé le lait."
"Tom spilled the milk.","Tom a {{c::renversé}} le lait."
"I come from a family of {{c::doctors}}.","Je viens d'une famille de médecins."
"I come from a family of doctors.","Je viens d'une famille de {{c::médecins}}."
"Who's {{c::protecting}} tom?","Qui protège tom ?"
"Tom is defenseless.","Tom est sans {{c::défense}}."
"We want it back.","Nous voulons la {{c::récupérer}}."
"They don't like cheese.","Ils {{c::n'aiment}} pas le fromage."
"I'd like three {{c::pounds}} of chicken.","Je voudrais trois livres de poulet."
"I want to go {{c::shopping}}.","Je veux faire des courses."
"I want to go shopping.","Je veux faire des {{c::courses}}."
"I wasn't listening.","Je n'étais pas en train {{c::d'écouter}}."
"I do want to go to {{c::italy}}.","Je veux aller en italie."
"I do want to go to italy.","Je veux aller en {{c::italie}}."
"I want to go to {{c::italy}}.","Je veux aller en italie."
"I want to go to italy.","Je veux aller en {{c::italie}}."
"Tom resisted smiling.","Tom s'est {{c::retenu}} de sourire."
"I think it was an accident.","Je pense que c'était un {{c::accident}}."
"Tom left the {{c::building}}.","Tom a quitté le bâtiment."
"Tom left the building.","Tom a quitté le {{c::bâtiment}}."
"Tom told mary to do it.","Tom dit à {{c::mary}} de le faire."
"I don't have time to {{c::relax}}.","Je n'ai pas le temps de me détendre."
"I don't have time to relax.","Je n'ai pas le temps de me {{c::détendre}}."
"You have to book in advance.","Il faut {{c::réserver}}."
"Tom {{c::tasted}} the cake.","Tom a goûté le gâteau."
"Tom tasted the cake.","Tom a {{c::goûté}} le gâteau."
"Tom won the {{c::contest}}.","Tom a gagné le concours."
"Tom won the contest.","Tom a gagné le {{c::concours}}."
"It's you {{c::who'll}} make the decision.","C'est à vous de prendre la décision."
"The {{c::product}} is not available.","Le produit n'est pas disponible."
"She {{c::travels}}.","Elle voyage."
"Follow the {{c::stars}}.","Suis les étoiles."
"Follow the stars.","Suis les {{c::étoiles}}."
"Tom told me.","Tom {{c::m'a}} dit."
"I know this {{c::girl's}} father.","Je connais le père de cette fille."
"The {{c::funeral}} is tomorrow.","L'enterrement est demain."
"I just got out of a {{c::relationship}}.","Je viens de sortir d'une relation."
"I just got out of a relationship.","Je viens de sortir d'une {{c::relation}}."
"Tom wants mary's {{c::approval}}.","Tom veut l'accord de mary."
"Tom wants mary's {{c::approval}}.","Tom veut l'approbation de mary."
"Tom lost his {{c::memory}}.","Tom a perdu la mémoire."
"Tom lost his memory.","Tom a perdu la {{c::mémoire}}."
"The rent is {{c::cheap}}.","Le loyer n'est pas cher."
"I felt happy.","Je me suis {{c::sentie}} heureuse."
"I thought you'd want to know.","Je pensais que vous {{c::voudriez}} savoir."
"Tom left {{c::earlier}}.","Tom est parti avant."
"Tom stole the {{c::diamond}}.","Tom a volé le diamant."
"Tom stole the diamond.","Tom a volé le {{c::diamant}}."
"{{c::sami's}} birthday is on christmas.","L'anniversaire de sami est à noël."
"We won't {{c::approach}} the enemy.","Nous ne nous approcherons pas de l'ennemi."
"I don't think i can do it.","Je ne pense pas {{c::parvenir}} à le faire."
"Tom kept smiling.","Tom a {{c::gardé}} le sourire."
"He {{c::looks}} tired.","Il a l'air fatigué."
"Tom lost the race.","Tom a perdu la {{c::course}}."
"Tom served dinner.","Tom a {{c::servi}} le repas."
"I'll call for you at {{c::six}}.","Je vous appellerai à six heures."
"I want to make this {{c::quick}}.","Je veux faire ça rapidement."
"I didn't see you yesterday.","Je ne vous ai pas vu {{c::hier}}."
"I broke my back.","Je me suis cassé le {{c::dos}}."
"I thought you'd left.","Je pensais que vous {{c::étiez}} partie."
"Tom {{c::folded}} the paper.","Tom a plié le papier."
"Don't play {{c::games}} with me.","Ne joue pas avec moi !"
"{{c::you're}} what?","Vous êtes quoi ?"
"{{c::you're}} what?","Vous êtes quoi ?"
"I know it was an accident.","Je sais que c'était un {{c::accident}}."
"He has to come.","Il {{c::doit}} venir."
"Are you up to the {{c::task}}?","Êtes-vous à la hauteur de la tâche ?"
"Tom got the part.","Tom a obtenu le {{c::rôle}}."
"I know you're not serious.","Je sais que vous n'êtes pas {{c::sérieuses}}."
"Tom has dermatitis.","Tom a une maladie de {{c::peau}}."
"Tom {{c::avoided}} the question.","Tom a évité la question."
"Tom {{c::remained}} silent.","Tom a gardé le silence."
"Tom is winded.","Tom a le souffle {{c::coupé}}."
"Tom broke the silence.","Tom a {{c::rompu}} le silence."
"Tom took mary's money.","Tom {{c::prit}} l'argent de mary."
"I think tom will be able to help.","Je pense que tom {{c::pourra}} aider."
"Do you have a {{c::drug}} problem?","As-tu un problème de drogue ?"
"Do you have a drug problem?","As-tu un problème de {{c::drogue}} ?"
"I have a {{c::proposal}}.","J'ai une proposition."
"I have a proposal.","J'ai une {{c::proposition}}."
"Tom fixed everything.","Tom a tout {{c::réparé}}."
"Tom thanked the chef.","Tom a {{c::remercié}} le chef."
"Tom filled out the {{c::form}}.","Tom a rempli le formulaire."
"Tom filled out the form.","Tom a rempli le {{c::formulaire}}."
"I read all {{c::kinds}} of books.","Je lis toutes sortes de livres."
"I read all kinds of books.","Je lis toutes {{c::sortes}} de livres."
"Tom chased the thief.","Tom a {{c::poursuivi}} le voleur."
