"English","French"
"I {{1::traveled}} by myself.","Je voyageai seul."
"I {{1::travelled}} alone.","Je voyageai seul."
"I {{1::travelled}} by myself.","Je voyageai seul."
"I fixed it.","Je l'ai {{1::réparée}}."
"I did warn her.","Je l'ai {{1::prévenue}}."
"I {{1::canceled}} it.","Je l'ai annulée."
"I canceled it.","Je l'ai {{1::annulée}}."
"I {{1::built}} it.","Je l'ai construite."
"I built it.","Je l'ai {{1::construite}}."
"I {{1::raped}} him.","Je l'ai violé."
"I raped him.","Je l'ai {{1::violé}}."
"I've {{1::forgotten}} about her.","Je l'ai oubliée."
"I've forgotten about her.","Je l'ai {{1::oubliée}}."
"I {{1::rescued}} her.","Je l'ai sauvée."
"I rescued her.","Je l'ai {{1::sauvée}}."
"I {{1::corrected}} it.","Je l'ai corrigé."
"I {{1::started}} it.","Je l'ai démarré."
"I {{1::decorated}} it.","Je l'ai décoré."
"I {{1::washed}} it.","Je l'ai lavée."
"I {{1::turned}} it off.","Je l'ai éteinte."
"I {{1::burned}} it.","Je l'ai brûlée."
"I {{1::designed}} it.","Je l'ai conçu."
"I've {{1::brought}} it back.","Je l'ai ramené."
"I {{1::looked}} for her.","Je l'ai cherchée."
"I {{1::raped}} her.","Je l'ai violée."
"I have {{1::raped}} her.","Je l'ai violée."
"I {{1::confessed}}.","Je l'ai confessé."
"I {{1::considered}} that.","Je l'ai envisagé."
"I {{1::slapped}} him.","Je l'ai giflé."
"I {{1::caught}} it.","Je l'ai attrapée."
"I'm {{1::travelling}} alone.","Je voyage seule."
"I {{1::buried}} it.","Je l'ai enterrée."
"I {{1::pointed}} at him.","Je l'ai désigné."
"I'm {{1::traveling}} alone.","Je voyage seule."
"I'm {{1::traveling}} by myself.","Je voyage seule."
"I blew the {{1::whistle}} on him.","Je l'ai dénoncé."
"I {{1::corrected}} it.","Je l'ai corrigée."
"I {{1::decorated}} it.","Je l'ai décorée."
"I {{1::deceived}} her.","Je l'ai dupée."
"I {{1::designed}} it.","Je l'ai conçue."
"I {{1::started}} it.","Je l'ai démarrée."
"I {{1::started}} it.","Je l'ai initié."
"I'm short of {{1::cash}}.","Je manque d'argent."
"I {{1::borrowed}} it.","Je l'ai empruntée."
"I wanted to die.","Je voulais {{1::mourir}}."
"I wanted to laugh.","Je voulais {{1::rire}}."
"I wanted to pay.","Je voulais {{1::payer}}."
"Yes, i'm coming!","{{1::oui}}, je viens !"
"Yes, i'm cumming.","{{1::oui}}, je viens !"
"I wanted to {{1::change}}.","Je voulais changer."
"I wanted to change.","Je voulais {{1::changer}}."
"I {{1::often}} read.","Je lis souvent."
"I've been {{1::driving}} since 1996.","Je conduis depuis 1996."
"I saw you.","Je t'ai {{1::vue}}."
"I wanted to win.","Je voulais {{1::gagner}}."
"{{1::why}}, tom?","Pourquoi, tom ?"
"Why, tom?","{{1::pourquoi}}, tom ?"
"I {{1::would've}} said no.","Je dirais non."
"I would've said no.","Je {{1::dirais}} non."
"I'll call them.","Je leur {{1::téléphonerai}}."
"I {{1::hated}} school.","Je détestais l'école."
"I'll come back {{1::later}}.","Je reviens après."
"I {{1::prefer}} to read.","Je préfère lire."
"I prefer to read.","Je {{1::préfère}} lire."
"I'd {{1::rather}} read.","Je préfère lire."
"I'd rather read.","Je {{1::préfère}} lire."
"I {{1::prefer}} reading.","Je préfère lire."
"I prefer reading.","Je {{1::préfère}} lire."
"I'm voting no.","Je {{1::vote}} non."
"I {{1::could}} help.","Je pourrais aider."
"I could help.","Je {{1::pourrais}} aider."
"I'm {{1::living}} alone.","Je vis seule."
"{{1::no}}, i don't k{{1::no}}w.","Non, je l'ignore."
"I work {{1::hard}}.","Je travaille dur."
"I work hard.","Je travaille {{1::dur}}."
"I wanted to dance.","Je voulais {{1::danser}}."
"I felt like {{1::dancing}}.","Je voulais danser."
"I should quit.","Je devrais {{1::abandonner}}."
"I {{1::answered}} no.","Je répondis non."
"I {{1::could}} help.","Je pouvais aider."
"I could help.","Je {{1::pouvais}} aider."
"I should {{1::participate}}.","Je devrais participer."
"I should participate.","Je devrais {{1::participer}}."
"I'd {{1::rather}} stay.","Je préférerais rester."
"I'd rather stay.","Je {{1::préférerais}} rester."
"{{1::where}} am i from?","D'où je viens ?"
"Where am i from?","{{1::d'où}} je viens ?"
"I'll be ready.","Je {{1::serai}} prêt."
"I hate {{1::driving}}.","Je déteste conduire."
"I hate driving.","Je déteste {{1::conduire}}."
"I call her very {{1::often}}.","Je l'appelle souvent."
"I'll be {{1::quick}}.","Je ferai vite."
"I'll be quick.","Je {{1::ferai}} vite."
"I {{1::called}} you.","Je t'ai appelé."
"I called you.","Je t'ai {{1::appelé}}."
"You go {{1::first}}.","Je t'en prie."
"You go first.","Je {{1::t'en}} prie."
"By all {{1::means}}.","Je t'en prie."
"By all means.","Je {{1::t'en}} prie."
"{{1::please}}.","Je t'en prie."
