"English","French"
"I teach chinese.","{{1::j'enseigne}} le chinois."
"The {{1::climate}} is changing.","Le climat change."
"The climate is changing.","Le {{1::climat}} change."
"The doctor is {{1::corrupt}}.","Le médecin est corrompu."
"I think we can.","Je crois que nous le {{1::pouvons}}."
"Let's {{1::celebrate}}!","Faisons la fête !"
"You {{1::mustn't}} enter.","Il ne faut pas entrer."
"I'm not like them.","Je ne suis pas comme {{1::eux}}."
"I need to get some {{1::air}}.","Je dois prendre l'air."
"Pass me the salt.","{{1::passe-moi}} le sel."
"Let's take the {{1::subway}}.","Prenons le métro."
"Let's take the subway.","Prenons le {{1::métro}}."
"The {{1::typhoon}} is gone.","Le typhon est parti."
"The typhoon is gone.","Le {{1::typhon}} est parti."
"I hate your {{1::guts}}.","Je déteste votre audace."
"I didn't have time.","Je n'ai pas {{1::eu}} le temps."
"I didn't have the time.","Je n'ai pas {{1::eu}} le temps."
"Call the {{1::mayor}}.","Appelle le maire."
"Call the mayor.","Appelle le {{1::maire}}."
"He hates the {{1::government}}.","Il déteste le gouvernement."
"He hates the government.","Il déteste le {{1::gouvernement}}."
"I am learning {{1::quechua}}.","J'apprends le quechua."
"I learn {{1::quechua}}.","J'apprends le quechua."
"I'm learning {{1::norwegian}}.","J'apprends le norvégien."
"Are you trying to be funny again?","Vous essayez de faire de {{1::l'humour}} ?"
"I'm learning {{1::czech}}.","J'apprends le tchèque."
"I'm not really worried.","Je ne suis pas vraiment {{1::inquiète}}."
"The restaurant is closed.","Le restaurant est {{1::fermé}}."
"I learn {{1::czech}}.","J'apprends le tchèque."
"I {{1::sharpen}} the knife.","J'aiguise le couteau."
"Get the {{1::box}}.","Prends la boîte."
"Get the box.","Prends la {{1::boîte}}."
"I {{1::kissed}} tom.","J'ai embrassé tom."
"Tom is mary's {{1::dentist}}.","Tom est le dentiste de mary."
"Tom is mary's dentist.","Tom est le {{1::dentiste}} de mary."
"I'll act as a guide for you.","Je serai votre {{1::guide}}."
"{{1::wipe}} your nose.","Essuie-toi le nez !"
"The tea is {{1::boiling}} hot.","Le thé est brûlant."
"I thank you for your {{1::kindness}}.","Je vous remercie de votre gentillesse."
"It will not rain today.","Aujourd'hui, il ne {{1::pleuvra}} pas."
"It won't rain today.","Aujourd'hui, il ne {{1::pleuvra}} pas."
"Do you want me to handle this?","Veux-tu que je {{1::traite}} ça ?"
"Open up the {{1::package}}.","Ouvre le paquet."
"Open up the package.","Ouvre le {{1::paquet}}."
"Open the safe.","Ouvre le {{1::coffre}} !"
"Cut off the gas!","Coupe le {{1::gaz}} !"
"I'm meeting with tom tonight.","Je {{1::rencontre}} tom ce soir."
"I know tom is groggy.","Je sais que tom est {{1::sonné}}."
"I know tom is {{1::sensible}}.","Je sais que tom est raisonnable."
"I know that tom is {{1::sensible}}.","Je sais que tom est raisonnable."
"I wanted to be a farmer.","Je voulais être {{1::fermier}}."
"{{1::we've}} been talking about you.","Nous avons parlé de vous."
"I don't have any questions.","Je n'ai {{1::aucune}} question."
"I don't like waiting in line.","Je n'aime pas faire la {{1::queue}}."
"I don't like waiting in {{1::lines}}.","Je n'aime pas faire la queue."
"Do you want me to handle this?","Voulez-vous que je {{1::traite}} ça ?"
"I speak from experience.","Je parle par {{1::expérience}}."
"I know that tom is a cook.","Je sais que tom est {{1::cuisinier}}."
"{{1::whatever}}!","Puisqu'ils le disent !"
"I know tom is {{1::troubled}}.","Je sais que tom est dérangé."
"Change is important.","Le {{1::changement}} est important."
"I know tom is generous.","Je sais que tom est {{1::généreux}}."
"I thank you for your {{1::honesty}}.","Je vous remercie de votre honnêteté."
"I thank you for your honesty.","Je vous remercie de votre {{1::honnêteté}}."
"I know tom is finished.","Je sais que tom est {{1::cuit}}."
"He didn't buy it.","Il ne l'a pas {{1::acheté}}."
"Rest is important.","Le {{1::repos}} est important."
"I can't make head nor {{1::tail}} of it.","Je n'y comprends rien."
"I know that tom is a farmer.","Je sais que tom est {{1::fermier}}."
