"English","French"
"Are you {{1::picking}} on me?","Vous me harcelez ?"
"Do you {{1::suspect}} me?","Vous me suspectez ?"
"I have two {{1::eyes}}.","Je possède deux yeux."
"What did i tell you?","Que {{1::t'ai-je}} dit ?"
"What have i told you?","Que {{1::t'ai-je}} dit ?"
"I often go fishing.","Je vais souvent {{1::pêcher}}."
"I don't want a boyfriend.","Je ne veux pas de petit {{1::copain}}."
"I'm thinking of going.","Je {{1::songe}} à y aller."
"She {{1::rang}}.","Elle a sonné."
"She rang.","Elle a {{1::sonné}}."
"She {{1::survived}}.","Elle a survécu."
"She survived.","Elle a {{1::survécu}}."
"I'm walking {{1::beside}} her.","Je marche à son côté."
"She's {{1::checked}}.","Elle a vérifié."
"She's checked.","Elle a {{1::vérifié}}."
"I'll guard the prisoner.","Je vais garder le {{1::prisonnier}}."
"She quit.","Elle a {{1::démissionné}}."
"I wanted to make him happy.","Je voulais le {{1::rendre}} heureux."
"Is that for {{1::sale}}?","Est-ce à vendre ?"
"Do you have the time to listen to me?","As-tu le temps de {{1::m'écouter}} ?"
"She {{1::clapped}}.","Elle a applaudi."
"I won't get {{1::vaccinated}}.","Je ne me ferai pas vacciner."
"She {{1::slipped}}.","Elle a glissé."
"She slipped.","Elle a {{1::glissé}}."
"She confessed.","Elle a {{1::avoué}}."
"I always eat {{1::healthy}}.","Je mange toujours sainement."
"What should tom do?","Que {{1::devrait}} faire tom ?"
"I saw him {{1::recently}}.","Je l'ai vu récemment."
"I saw him recently.","Je l'ai vu {{1::récemment}}."
"She {{1::testified}}.","Elle a témoigné."
"I thought tom was in {{1::europe}}.","Je croyais tom en europe."
"I thought tom was in europe.","Je croyais tom en {{1::europe}}."
"Stop making fun of me!","Arrêtez de vous {{1::moquer}} de moi !"
"You don't want this.","Tu ne veux pas {{1::cela}}."
"Did you need me?","{{1::avais-tu}} besoin de moi ?"
"Did you need me?","{{1::aviez-vous}} besoin de moi ?"
"I {{1::chose}} not to leave.","J'ai choisi de ne pas partir."
