"English","French"
"She is a {{c::pianist}}.","Elle est pianiste."
"She is a pianist.","Elle est {{c::pianiste}}."
"I'm happy, too.","Je suis {{c::également}} heureux."
"She is a {{c::blonde}} girl.","Elle est blonde."
"She is a blonde girl.","Elle est {{c::blonde}}."
"She's a {{c::blonde}} girl.","Elle est blonde."
"She's a blonde girl.","Elle est {{c::blonde}}."
"She is {{c::blonde}}.","Elle est blonde."
"She is blonde.","Elle est {{c::blonde}}."
"She is english.","Elle est {{c::anglaise}}."
"She's english.","Elle est {{c::anglaise}}."
"She is attractive.","Elle est {{c::attirante}}."
"I'm so sorry.","Je suis {{c::tellement}} désolé !"
"I am so sorry.","Je suis {{c::tellement}} désolé !"
"She's depressed.","Elle est {{c::déprimée}}."
"She's addicted.","Elle est {{c::accro}}."
"I am {{c::almost}} ready.","Je suis presque prêt."
"I'm {{c::almost}} ready.","Je suis presque prêt."
"She is {{c::british}}.","Elle est britannique."
"She is british.","Elle est {{c::britannique}}."
"She is stuck.","Elle est {{c::coincée}}."
"I will hit the {{c::sack}}.","Je vais me piauter."
"It's second-hand.","Elle est {{c::d'occasion}}."
"She is powerful.","Elle est {{c::puissante}}."
"She's wet.","Elle est {{c::mouillée}}."
"I don't need a {{c::nap}}.","Je n'ai pas besoin de sieste."
"I don't need a nap.","Je n'ai pas besoin de {{c::sieste}}."
"She's alive!","Elle est {{c::vivante}} !"
"She is alive!","Elle est {{c::vivante}} !"
"She's {{c::unbearable}}.","Elle est insupportable."
"She's unbearable.","Elle est {{c::insupportable}}."
"I did not order this.","Je n'ai pas {{c::commandé}} ça."
"I didn't order this.","Je n'ai pas {{c::commandé}} ça."
"I don't need these.","Je n'ai pas besoin de {{c::celles-ci}}."
"I want some {{c::paper}}.","Je veux du papier."
"I want some paper.","Je veux du {{c::papier}}."
"I want {{c::paper}}.","Je veux du papier."
"I want paper.","Je veux du {{c::papier}}."
"She's a {{c::model}}.","Elle est mannequin."
"She's {{c::cruel}}.","Elle est cruelle."
"She has a hot {{c::temper}}.","Elle est susceptible."
"You're the pro.","C'est vous le {{c::professionnel}}."
"She is {{c::handy}}.","Elle est habile."
"She's {{c::ruthless}}.","Elle est impitoyable."
"Stop changing the subject.","{{c::cesse}} de changer de sujet !"
"She is {{c::aggressive}}.","Elle est agressive."
"She is a {{c::twin}}.","Elle est jumelle."
"I don't need a {{c::partner}}.","Je n'ai pas besoin de partenaire."
"She's {{c::aggressive}}.","Elle est agressive."
"I'm aware of the {{c::possibility}}.","Je suis conscient de la possibilité."
"I'm aware of the possibility.","Je suis conscient de la {{c::possibilité}}."
"{{c::heavens}}, i'm lost!","Ciel, je suis perdu !"
"Heavens, i'm lost!","{{c::ciel}}, je suis perdu !"
"She is {{c::active}}.","Elle est active."
"She is {{c::awkward}}.","Elle est maladroite."
"She is a {{c::beginner}}.","Elle est débutante."
"I'm old enough.","Je suis {{c::suffisamment}} grand."
"She's {{c::insecure}}.","Elle est anxieuse."
"She's {{c::brazilian}}.","Elle est brésilienne."
"She is a {{c::beginner}}.","Elle est novice."
"She is {{c::incompetent}}.","Elle est incompétente."
"She's down to {{c::earth}}.","Elle est concrète."
"She is {{c::merciful}}.","Elle est miséricordieuse."
"She is a {{c::christian}}.","Elle est chrétienne."
"She's {{c::dutch}}.","Elle est néerlandaise."
"She is {{c::sharp}}.","Elle est tranchante."
"You're the {{c::oldest}}.","C'est vous le doyen."
"She is blind to her own {{c::beauty}}.","Elle est dysmorphophobique."
"She is {{c::sharp}}.","Elle est affûtée."
"She's {{c::loaded}}.","Elle est blindée."
"I'm from the west {{c::coast}}.","Je suis de la côte ouest."
"I'm {{c::supposed}} to go.","Je suis censé partir."
"I'm supposed to go.","Je suis {{c::censé}} partir."
"I want {{c::chocolate}}!","Je veux du chocolat !"
"I'm {{c::perfectly}} happy.","Je suis parfaitement heureux."
"I need 30 {{c::minutes}}.","J'ai besoin de 30 minutes."
"I need 30 minutes.","J'ai besoin de 30 {{c::minutes}}."
"I'm not certain.","Je n'en suis pas {{c::certaine}}."
"I'm not sure.","Je n'en suis pas {{c::certaine}}."
"I'm {{c::extremely}} happy.","Je suis extrêmement heureux."
"I'm extremely happy.","Je suis {{c::extrêmement}} heureux."
"He is {{c::absent}} from school.","Il est absent de l'école."
"He is absent from school.","Il est {{c::absent}} de l'école."
"She has no {{c::brothers}}.","Elle n'a pas de frère."
"She has no brothers.","Elle n'a pas de {{c::frère}}."
"I wasn't the one who {{c::wrote}} this.","Je n'en suis pas l'auteur."
"I wasn't the one who wrote this.","Je n'en suis pas {{c::l'auteur}}."
"I'm happy to help.","Je suis heureux {{c::d'aider}}."
"I am happy to help.","Je suis heureux {{c::d'aider}}."
"I don't feel like it.","Je n'en suis pas {{c::d'humeur}}."
"I need a {{c::vacation}}!","J'ai besoin de vacances !"
"I'm not {{c::persuaded}}.","Je n'en suis pas persuadé."
"I'm not persuaded.","Je n'en suis pas {{c::persuadé}}."
"I have {{c::few}} books.","J'ai peu de livres."
"I need to get ready.","Je dois me {{c::préparer}}."
"I am being {{c::paranoid}}, aren't i?","Je suis paranoïaque, non ?"
"I'm not {{c::persuaded}}.","Je n'en suis pas persuadée."
"What can i do about it?","Que {{c::puis-je}} faire ?"
"What can i do?","Que {{c::puis-je}} faire ?"
"I want cash.","Je veux du {{c::liquide}}."
