"English","French"
"We've reached the {{1::peak}}.","Nous avons atteint le sommet."
"It cost an arm and a leg.","Ça a {{1::coûté}} les yeux de la tête."
"The {{1::pronunciation}} of german is not very complicated.","La prononciation de l'allemand n'est pas très compliquée."
"The paper didn't carry the story.","Le journal n'a pas {{1::publié}} l'histoire."
"I have a vague recollection.","J'ai un {{1::vague}} souvenir."
"It was a case of mistaken {{1::identity}}.","C'était un cas de confusion d'identité."
"They didn't find the {{1::bomb}}.","Elles n'ont pas trouvé la bombe."
"This is worth one million yen.","Ceci vaut un million de {{1::yen}}."
"I'm aware of the difficulties.","Je me rends compte des {{1::difficultés}}."
"He climbed to the {{1::summit}} of the mountain.","Il a grimpé jusqu'au sommet de la montagne."
"I'm afraid of {{1::earthquakes}}.","J'ai peur des tremblements de terre."
"I got a flat {{1::tire}}.","J'ai crevé un pneu."
"I have a website.","J'ai un site {{1::web}}."
"I built a {{1::shelter}}.","J'ai construit un abri."
"She came to my {{1::aid}}.","Elle est venue à mon secours."
"It rained for three days on end.","Il a plu trois jours de {{1::rang}}."
"It rained continuously for three days.","Il a plu trois jours de {{1::rang}}."
"February is the shortest month.","{{1::février}} est le mois le plus court."
"Everybody {{1::puts}} me down.","Tout le monde me dévalorise."
"He turned over in bed.","Il se {{1::retourna}} dans le lit."
"Give {{1::grandma}} a kiss.","Fais un bisou à mamie."
"John is my {{1::nephew}}.","John est mon neveu."
"I wore a {{1::mask}}.","J'ai porté un masque."
"We left on {{1::july}} 15.","Nous sommes partis le 15 juillet."
"I know nothing about art.","Je n'y connais rien en {{1::art}}."
"I don't know anything about art.","Je n'y connais rien en {{1::art}}."
"There are no {{1::signs}} of any damage.","Il n'y a aucun signe de dégâts."
"His {{1::methods}} are not scientific.","Ses méthodes ne sont pas scientifiques."
"What do you like about it?","Qu'est-ce que tu y {{1::trouves}} ?"
"The letter was written by hand.","La lettre était {{1::écrite}} à la main."
"I looked for a place to {{1::crash}}.","J'ai cherché un gîte."
"Not knowing what to do, i called her.","Ne {{1::sachant}} pas quoi faire, je l'ai appelée."
"I owe what i am today to education.","Je dois ce que je suis aujourd'hui à mon {{1::éducation}}."
"I {{1::mistook}} him for his brother.","Je l'ai pris pour son frère."
"May i speak with {{1::judy}}?","Puis-je parler à judy ?"
"The {{1::remark}} was aimed at you.","La remarque t'était destinée."
"Is this bench {{1::firm}}?","Est-ce que ce banc est ferme ?"
"I {{1::applied}} for a visa.","J'ai sollicité un visa."
"I lost my train of thought.","J'ai perdu le fil de mes {{1::pensées}}."
"Radio is a great {{1::invention}}.","La radio est une invention formidable."
"Most of these are mine.","Il y en a la {{1::plupart}} à moi."
"I'm impatient to see the new version of tatoeba.","Je suis impatient de voir la nouvelle {{1::version}} de tatoeba."
"Do you have {{1::whatsapp}}?","Est-ce que tu as whatsapp ?"
"Please help yourself to the {{1::cakes}}.","Prenez du gâteau, je vous en prie."
"With knowledge, doubt {{1::grows}}.","Avec le savoir, croît le doute."
"There is no school during {{1::august}}.","Il n'y a pas cours en août."
"There are no lessons in {{1::august}}.","Il n'y a pas cours en août."
"My {{1::knee}} is bleeding.","Mon genou est en train de saigner."
"People look like ants.","Les gens ont l'air de {{1::fourmis}}."
"I can't see through walls.","Je suis incapable de voir à travers les {{1::murs}}."
"I {{1::destroyed}} everything.","J'ai tout détruit."
"That's more {{1::recent}} than you think it is.","C'est plus récent que vous ne le pensez."
"I couldn't contain my anger.","Je ne suis pas parvenu à {{1::contenir}} ma colère."
"I did so for the {{1::sake}} of my health.","Je l'ai fait pour le bien de ma santé."
"The middle finger is the {{1::longest}}.","Le majeur est le plus long doigt."
"Tatoeba has almost 3 million sentences!","Tatoeba a presque 3 {{1::millions}} de phrases !"
"It's snowing on the streets.","Il neige dans les {{1::rues}}."
"This book is {{1::smaller}}.","Ce livre est plus petit."
"I need that information now.","J'ai besoin de cette {{1::information}} maintenant."
"I've read {{1::hundreds}} of books.","J'ai lu des centaines de livres."
"I've read hundreds of books.","J'ai lu des {{1::centaines}} de livres."
"He disclosed my secret.","Il {{1::révéla}} mon secret."
"He {{1::shared}} in my happiness.","Il a partagé ma joie."
"He shared in my happiness.","Il a {{1::partagé}} ma joie."
"I read the text on page nine.","J'ai lu le {{1::texte}} de la page neuf."
"He drank three {{1::bottles}} of beer.","Il a bu trois bouteilles de bière."
"He drank three bottles of beer.","Il a bu trois {{1::bouteilles}} de bière."
"He drove on the motorway.","Il a conduit sur {{1::l'autoroute}}."
"I {{1::spent}} the day with tom.","J'ai passé la journée avec tom."
"That book had a lot of {{1::pages}}.","Ce livre avait beaucoup de pages."
"That book had a lot of pages.","Ce livre avait beaucoup de {{1::pages}}."
"We bought a lot of {{1::stamps}}.","Nous avons acheté beaucoup de timbres."
"We bought a lot of stamps.","Nous avons acheté beaucoup de {{1::timbres}}."
"Her hobby is {{1::collecting}} stamps.","Son passe-temps est de collectionner les timbres."
"He turned down my {{1::application}}.","Il a rejeté ma candidature."
"He turned down my application.","Il a rejeté ma {{1::candidature}}."
"John is my {{1::nephew}}.","Jean est mon neveu."
"I don't like to wear {{1::lipstick}}.","Je n'aime pas porter du rouge à lèvres."
"The {{1::landscape}} in russia is special.","Le paysage en russie est spécial."
"We've accomplished a lot of things.","Nous avons {{1::accompli}} beaucoup de choses."
"No thank you, i don't need a plastic bag.","Non merci, je n'ai pas besoin de sac de {{1::plastique}}."
"She has a nice {{1::rack}}.","Elle a une belle paire de loches."
"This letter won't reach its {{1::destination}}.","Cette lettre n'arrivera pas à destination."
"She {{1::applied}} for a visa.","Elle a effectué une demande de visa."
"She applied for a visa.","Elle a {{1::effectué}} une demande de visa."
"She stared at him with {{1::hatred}}.","Elle le dévisagea avec haine."
"She {{1::texts}} me all the time.","Elle ne cesse de m’envoyer des sms."
"The moon is beautiful in fall.","La lune est belle en {{1::automne}}."
"The moon is pretty in the fall.","La lune est belle en {{1::automne}}."
"Tom has decided to put off his {{1::departure}}.","Tom a décidé de différer son départ."
"She {{1::spends}} a lot of her time helping him.","Elle passe beaucoup de temps à l'aider."
"There are no {{1::articles}} in finnish.","En finnois, il n'y a pas d'article."
"The towel {{1::counted}} for nothing.","La serviette ne compta pour rien."
"What is a {{1::hurricane}}?","C'est quoi, un ouragan ?"
"The key, he {{1::added}}, ""is in the lock"".","La clé est dans la serrure, ajouta-t-il."
"We {{1::declared}} war.","Nous avons déclaré la guerre."
"We declared war.","Nous avons {{1::déclaré}} la guerre."
"I was {{1::stung}} by a bee.","Je fus piqué par une abeille."
"I was stung by a bee.","Je fus piqué par une {{1::abeille}}."
"I prefer the mountains to the seashore.","Je préfère les {{1::montagnes}} au bord de mer."
