"English","French"
"He was {{1::checking}} you out.","Il vous matait."
"I'm going to {{1::church}}.","Je vais à l'église."
"I'm going to church.","Je vais à {{1::l'église}}."
"Go, tom!","{{1::allez}}, tom !"
"Come on, tom.","{{1::allez}}, tom !"
"Do you have a {{1::temperature}}?","Avez-vous de la température ?"
"Do you have a temperature?","Avez-vous de la {{1::température}} ?"
"I'm a {{1::baby}}.","Je suis un bébé."
"I'm a baby.","Je suis un {{1::bébé}}."
"I'm going to {{1::hokkaido}}.","Je vais à hokkaido."
"I am a {{1::fish}}.","Je suis un poisson."
"I am a fish.","Je suis un {{1::poisson}}."
"I'm a fish.","Je suis un {{1::poisson}}."
"Do you have a {{1::coin}}?","Avez-vous de la monnaie ?"
"Do you have a coin?","Avez-vous de la {{1::monnaie}} ?"
"Are you {{1::religious}}?","Avez-vous de la religion ?"
"Are you religious?","Avez-vous de la {{1::religion}} ?"
"Do you have a {{1::cough}}?","Avez-vous de la toux ?"
"Do you have a cough?","Avez-vous de la {{1::toux}} ?"
"I didn't take anything.","Je ne {{1::pris}} rien."
"{{1::salad}} again?","Encore de la salade ?"
"Salad again?","Encore de la {{1::salade}} ?"
"I want to be you.","Je veux {{1::être}} vous."
"{{1::tom's}} here.","Tom est là."
"What do i look like?","À quoi je {{1::ressemble}} ?"
"I am a toaster.","Je suis un {{1::supporter}}."
"I can't feel anything.","Je ne {{1::sens}} rien."
"I don't {{1::sense}} anything.","Je ne sens rien."
"I'm a patient.","Je suis un {{1::patient}}."
"I {{1::never}} go out.","Je ne sors jamais."
"I'm a {{1::policeman}}.","Je suis un policier."
"I'm a policeman.","Je suis un {{1::policier}}."
"I am a {{1::policeman}}.","Je suis un policier."
"I am a policeman.","Je suis un {{1::policier}}."
"I can't win.","Je ne peux {{1::gagner}}."
"I'm a {{1::liar}}.","Je suis un menteur."
"I'm a liar.","Je suis un {{1::menteur}}."
"I never win.","Je ne {{1::gagne}} jamais."
"I am an {{1::artist}}.","Je suis un artiste."
"I am an artist.","Je suis un {{1::artiste}}."
"I'm an {{1::artist}}.","Je suis un artiste."
"I'm an artist.","Je suis un {{1::artiste}}."
"I'm a {{1::hero}}.","Je suis un héros."
"I'm a hero.","Je suis un {{1::héros}}."
"I'm a {{1::foreigner}}.","Je suis un étranger."
"I'm a foreigner.","Je suis un {{1::étranger}}."
"I'm a {{1::coward}}.","Je suis un lâche."
"I'm a coward.","Je suis un {{1::lâche}}."
"I'm a {{1::genius}}.","Je suis un génie."
"I'm a genius.","Je suis un {{1::génie}}."
"Get out of the {{1::car}}.","Sors de la voiture !"
"I follow a swiss.","Je suis un {{1::suisse}}."
"I'm a client.","Je suis un {{1::client}}."
"I'm a {{1::zero}}.","Je suis un zéro."
"I'm a zero.","Je suis un {{1::zéro}}."
"I've got a sweet {{1::tooth}}.","Je suis un sucré."
"I've got a sweet tooth.","Je suis un {{1::sucré}}."
"It can't be!","C'est pas {{1::possible}} !"
"No way!","C'est pas {{1::possible}} !"
"This is {{1::impossible}}!","C'est pas possible !"
"{{1::unbelievable}}!","C'est pas possible !"
"I am a {{1::spy}}.","Je suis un espion."
"I am a spy.","Je suis un {{1::espion}}."
"I'm a {{1::spy}}.","Je suis un espion."
"I'm a spy.","Je suis un {{1::espion}}."
"I'm an {{1::agent}}.","Je suis un agent."
"I'm an agent.","Je suis un {{1::agent}}."
"I'm a {{1::monster}}.","Je suis un monstre."
"I'm a monster.","Je suis un {{1::monstre}}."
"I never {{1::bet}}.","Je ne parie jamais."
"I never bet.","Je ne {{1::parie}} jamais."
"I'm a {{1::salesman}}.","Je suis un vendeur."
"I am a {{1::giant}}!","Je suis un géant !"
"I'm a {{1::slave}}.","Je suis un esclave."
"I'm a {{1::translator}}.","Je suis un traducteur."
"I was thinking about boston.","Je pensais à {{1::boston}}."
"I'm a {{1::tourist}}.","Je suis un touriste."
"I'm a {{1::farmer}}.","Je suis un agriculteur."
"I'm a {{1::volunteer}}.","Je suis un bénévole."
"I am over {{1::forty}}.","Je suis un quadra."
"Tom {{1::cooks}}.","Tom cuisine."
"I'm {{1::conservative}}.","Je suis un traditionaliste."
"I'm a {{1::coward}}.","Je suis un couard."
"Get out of the {{1::car}}.","Sortez de la voiture !"
"I'll never change.","Je ne {{1::changerai}} jamais."
"Tom knew.","Tom {{1::savait}}."
"Tom {{1::walks}}.","Tom marche."
"In the same way?","De la même {{1::manière}} ?"
"I can't wait for him.","Je ne peux {{1::l'attendre}}."
"I can't wait for her.","Je ne peux {{1::l'attendre}}."
"I can't {{1::shut}} it down.","Je ne peux l'arrêter."
"I can't shut it down.","Je ne peux {{1::l'arrêter}}."
"I can't {{1::imagine}} it.","Je ne peux l'imaginer."
"I cannot {{1::imagine}} it.","Je ne peux l'imaginer."
"Tom is {{1::fair}}.","Tom est juste."
"Tom is fair.","Tom est {{1::juste}}."
"Tom's dreaming.","Tom {{1::rêve}}."
"I don't believe {{1::anyone}}.","Je ne crois personne."
"I'm not {{1::understanding}} anything.","Je ne comprends rien."
"I can't see a {{1::thing}}.","Je ne vois rien."
