"English","French"
"{{1::helen}} is seventeen years old.","Helen a dix-sept ans."
"I was {{1::captured}}.","J'ai été fait prisonnier."
"I think they scared you a bit.","Je pense qu'elles {{1::t'ont}} fait un peu peur."
"It is now that it {{1::becomes}} interesting.","C'est maintenant que ça devient intéressant."
"I have other {{1::symptoms}}.","J'ai d'autres symptômes."
"Your argument is not {{1::based}} in fact.","Votre argument n'est pas basé dans la vérité."
"I saw many things by being there.","J'ai vu beaucoup de choses en y {{1::étant}}."
"When you think about it that doesn't make a whole lot of sense.","{{1::lorsqu'on}} y pense, ça n'a pas beaucoup de sens."
"The {{1::customs}} office is at the border.","Le bureau des douanes se trouve à la frontière."
"Tom smells awful.","Tom sent {{1::horriblement}} mauvais."
"If i won that {{1::amount}} of money, i would just spend it all.","Si je gagnais une telle somme d'argent, je dépenserais tout."
"Tom fell in love with the {{1::characters}} in his novel.","Tom tomba amoureux des personnages de son roman."
"Don't be so humble, you are not that great.","Ne soyez pas si humble, vous n'êtes pas si {{1::renommée}}."
"Human {{1::beings}} are the only animals that laugh.","L'homme est le seul animal qui rit."
"It could cost you your head.","Ça peut te {{1::coûter}} la tête."
"The boy was sold into {{1::slavery}}.","Le garçon fut vendu en esclavage."
"Tom has {{1::been}} very good to me.","Tom a été très bon pour moi."
"She died in a plane crash.","Elle est morte dans un accident {{1::d'avion}}."
"I am afraid of {{1::bears}}.","J'ai peur des ours."
"Choose a current {{1::affairs}} issue.","Choisis un problème d'actualité."
"It's still too early to tell.","Il est encore trop tôt pour {{1::juger}}."
"I find his words strange, do you?","Je trouve ses propos {{1::étranges}}, et toi ?"
"We have to change the {{1::dates}} of our trip.","Nous devons changer les dates de notre voyage."
"She shot a {{1::glance}} at her mother.","Elle jeta un regard à sa mère."
"You mean a lot to me.","Tu {{1::comptes}} beaucoup pour moi."
"I need to calm down and snap out of it.","J'ai besoin de me calmer et de reprendre mes {{1::esprits}}."
"A fire broke out after the earthquake.","Un {{1::incendie}} s'est déclaré après le tremblement de terre."
"Dan failed to save the {{1::hostages}}.","Dan n'a pas réussi à sauver les otages."
"We will take part in the {{1::marathon}}.","Nous participerons au marathon."
"We'll take part in the {{1::marathon}}.","Nous participerons au marathon."
"She gave me hell.","Elle me fit {{1::l'enfer}}."
"Russia is the {{1::world's}} largest country.","La russie est le plus grand pays du monde."
"Can you {{1::determine}} what happened?","Pouvez-vous déterminer ce qui est arrivé ?"
"The two countries do not have diplomatic {{1::relations}}.","Les deux pays n'ont pas de bonnes relations diplomatiques."
"I can't figure out how to {{1::operate}} this machine.","Je n'arrive pas à comprendre comment faire fonctionner cet engin."
