"English","French"
"I'm sorry for {{1::interrupting}}.","Désolé de vous interrompre."
"I'm back from {{1::vacation}}.","Je suis de retour de vacances."
"I was wrong.","Je me suis {{1::trompé}}."
"I made a {{1::mistake}}!","Je me suis trompé !"
"I made a mistake!","Je me suis {{1::trompé}} !"
"I am wrong.","Je me suis {{1::trompé}}."
"My {{1::mistake}}!","Je me suis trompé !"
"I {{1::cut}} myself.","Je me suis coupé."
"I cut myself.","Je me suis {{1::coupé}}."
"I {{1::enjoyed}} myself.","Je me suis amusé."
"I enjoyed myself.","Je me suis {{1::amusé}}."
"I had fun.","Je me suis {{1::amusé}}."
"I {{1::amused}} myself.","Je me suis amusé."
"Tom {{1::succeeded}}.","Tom a réussi."
"Tom was {{1::successful}}.","Tom a réussi."
"Tom {{1::watched}}.","Tom a regardé."
"He loved them.","Il les {{1::aimait}}."
"Don't ask questions.","Ne {{1::pose}} pas de questions."
"I was trying not to look.","{{1::j'essayais}} de ne pas regarder."
"I want this {{1::fruit}}.","Je veux ce fruit."
"I want this fruit.","Je veux ce {{1::fruit}}."
"I want that {{1::fruit}}.","Je veux ce fruit."
"I want that fruit.","Je veux ce {{1::fruit}}."
"Don't run {{1::risks}}.","Ne cours pas de risques."
"Don't run risks.","Ne cours pas de {{1::risques}}."
"I am interested in music.","Je {{1::m'intéresse}} à la musique."
"I'm interested in music.","Je {{1::m'intéresse}} à la musique."
"I fell from a {{1::height}}.","Je suis tombé de haut."
"I fell from a height.","Je suis tombé de {{1::haut}}."
"I {{1::washed}} myself.","Je me suis lavé."
"I'm not on duty.","Je suis pas en {{1::service}}."
"Tom paid.","Tom a {{1::payé}}."
"I {{1::fought}}.","Je me suis battu."
"I fought.","Je me suis {{1::battu}}."
"I have {{1::fought}}.","Je me suis battu."
"I have fought.","Je me suis {{1::battu}}."
"I got into a fight.","Je me suis {{1::battu}}."
"I {{1::recovered}}.","Je me suis remis."
"I recovered.","Je me suis {{1::remis}}."
"I went to bed.","Je me suis {{1::couché}}."
"I got upset.","Je me suis {{1::fâché}}."
"I paused.","Je me suis {{1::arrêtée}}."
"I stopped.","Je me suis {{1::arrêtée}}."
"Tell him not to sing.","{{1::dis-lui}} de ne pas chanter."
"I've {{1::burnt}} myself.","Je me suis brûlé."
"I've burnt myself.","Je me suis {{1::brûlé}}."
"I {{1::crashed}}.","Je me suis écrasé."
"I crashed.","Je me suis {{1::écrasé}}."
"I surrendered.","Je me suis {{1::rendue}}."
"I woke up.","Je me suis {{1::éveillé}}."
"Don't ask questions.","Ne {{1::posez}} pas de questions."
"I'm {{1::beside}} myself with joy.","Je suis fou de joie."
"I'm beside myself with joy.","Je suis fou de {{1::joie}}."
"I've {{1::gotten}} better.","Je me suis amélioré."
"I've gotten better.","Je me suis {{1::amélioré}}."
"I {{1::enjoyed}} myself.","Je me suis amusée."
"I enjoyed myself.","Je me suis {{1::amusée}}."
"I had fun.","Je me suis {{1::amusée}}."
"I can't wait to die.","Je suis {{1::impatiente}} de mourir."
"I fell asleep.","Je me suis {{1::endormie}}."
"I {{1::nodded}} off.","Je me suis endormie."
"I nodded off.","Je me suis {{1::endormie}}."
"Don't touch me!","Ne me {{1::touche}} pas !"
"I {{1::recovered}}.","Je me suis remise."
"I recovered.","Je me suis {{1::remise}}."
"I'm {{1::resourceful}}.","Je suis plein de ressources."
"I'm resourceful.","Je suis plein de {{1::ressources}}."
"Are you listening to english?","Vous {{1::écoutez}} de l'anglais ?"
"Tell him not to sing.","{{1::dites-lui}} de ne pas chanter."
"I got upset.","Je me suis {{1::fâchée}}."
"I exercised.","Je me suis {{1::entraîné}}."
"I've been practising.","Je me suis {{1::entraîné}}."
"I got soaking wet.","Je me suis {{1::trempé}}."
"My {{1::mistake}}!","Je me suis trompée !"
"My mistake!","Je me suis {{1::trompée}} !"
"I {{1::cut}} myself.","Je me suis coupée."
"I cut myself.","Je me suis {{1::coupée}}."
"He's afraid of them.","Il les {{1::craint}}."
"I forgot myself.","Je me suis {{1::oubliée}}."
"I {{1::fainted}}.","Je me suis évanoui."
"I {{1::fainted}}.","Je me suis évanouie."
"I {{1::shaved}}.","Je me suis rasé."
"I've {{1::burnt}} myself.","Je me suis brûlée."
"I fell from a {{1::height}}.","Je suis tombée de haut."
"I {{1::struggled}}.","Je me suis débattu."
"I {{1::hurried}}.","Je me suis dépêché."
"I {{1::hurried}}.","Je me suis précipité."
"I have {{1::fought}}.","Je me suis battue."
"I {{1::bowed}}.","Je me suis incliné."
"I {{1::showered}}.","Je me suis douché."
"I got {{1::undressed}}.","Je me suis déshabillé."
"I {{1::ran}} away.","Je me suis enfuit."
"I {{1::bowed}}.","Je me suis inclinée."
"I {{1::froze}}.","Je me suis figé."
"I {{1::froze}}.","Je me suis figée."
"I {{1::showered}}.","Je me suis douchée."
"I {{1::struggled}}.","Je me suis débattue."
"I {{1::brushed}} my hair.","Je me suis coiffé."
"Tom helped.","Tom a {{1::aidé}}."
"I {{1::brushed}} my hair.","Je me suis coiffée."
