"English","French"
"I live in a {{c::hotel}}.","Je vis à l'hôtel."
"I live in a hotel.","Je vis à {{c::l'hôtel}}."
"I'll {{c::teach}} you how to sing.","Je t'apprendrai à chanter."
"Get out of the {{c::classroom}}.","Sors de la classe."
"I'm {{c::starting}} to get bored.","Je commence à m'ennuyer."
"I'm {{c::starting}} to get old!","Je commence à vieillir !"
"I'm {{c::starting}} to get tired.","Je commence à fatiguer."
"I can {{c::hardly}} hear you.","Je t'entends à peine."
"Get out of the {{c::kitchen}}!","Sors de la cuisine !"
"I hope i'll {{c::fit}} in.","J'espère que je m'intégrerai."
"Give us some {{c::space}}.","Fais-nous de la place."
"Tom's arrived.","Tom est {{c::arrivé}}."
"I'm going {{c::abroad}}.","Je pars à l'étranger."
"I'm walking home.","Je {{c::rentre}} à pied."
"I live {{c::nearby}}.","Je vis à proximité."
"I live nearby.","Je vis à {{c::proximité}}."
"I live {{c::near}} here.","Je vis à proximité."
"I live near here.","Je vis à {{c::proximité}}."
"Get out of the {{c::classroom}}.","Sortez de la classe."
"Tom is strong.","Tom est {{c::fort}}."
"I sing at {{c::church}}.","Je chante à l'église."
"I sing at church.","Je chante à {{c::l'église}}."
"He is the {{c::champion}}.","Il est le champion."
"I'm interested in {{c::history}}.","Je m'intéresse à l'histoire."
"I'm interested in history.","Je {{c::m'intéresse}} à l'histoire."
"I have a cough.","J’ai de la {{c::toux}}."
"Do you want me to leave?","Veux-tu que je {{c::parte}} ?"
"Do you want me to go away?","Veux-tu que je {{c::parte}} ?"
"Do you want me to come back?","Veux-tu que je {{c::revienne}} ?"
"I live in {{c::moscow}}.","Je vis à moscou."
"I live in moscow.","Je vis à {{c::moscou}}."
"I live in {{c::kobe}}.","Je vis à kobe."
"Do you {{c::wish}} me to help?","Veux-tu que je t'aide ?"
"Do you wish me to help?","Veux-tu que je {{c::t'aide}} ?"
"Do you want me to help you?","Veux-tu que je {{c::t'aide}} ?"
"Get out of the {{c::kitchen}}!","Sortez de la cuisine !"
"I live in {{c::yokohama}}.","Je vis à yokohama."
"Do you want me to leave?","Voulez-vous que je {{c::parte}} ?"
"Do you want me to come back?","Voulez-vous que je {{c::revienne}} ?"
"Did you just meet her?","{{c::viens-tu}} de la rencontrer ?"
"Did you just meet her?","{{c::venez-vous}} de la rencontrer ?"
"I expected worse.","Je {{c::m'attendais}} à pire."
"I'm going back inside.","Je {{c::retourne}} à l'intérieur."
"Is there any beer left?","{{c::reste-t-il}} de la bière ?"
"{{c::greetings}} from france!","Salutations de la france !"
"Let's drink some beer.","{{c::buvons}} de la bière."
"The {{c::break}} is over.","Fin de la récréation."
"Break {{c::time's}} over.","Fin de la récréation."
"Would you like {{c::ice}}?","Voudriez-vous de la glace ?"
"Would you like ice?","{{c::voudriez-vous}} de la glace ?"
"Would you like {{c::ice}}?","Voudrais-tu de la glace ?"
"Would you like ice?","{{c::voudrais-tu}} de la glace ?"
"I'll call you at {{c::noon}}.","Je t'appellerai à midi."
"Eat {{c::meat}}.","Mangez de la viande."
"Eat meat.","{{c::mangez}} de la viande."
"I have lunch at {{c::noon}}.","Je déjeune à midi."
"I'll ring back at midday.","Je {{c::rappellerai}} à midi."
"I sleep {{c::upstairs}}.","Je dors à l'étage."
"I sleep upstairs.","Je dors à {{c::l'étage}}."
"I'm trying to talk to you.","Je {{c::tente}} de vous parler."
"Eat soup.","{{c::mangez}} de la soupe."
"I'll stay close.","Je resterai à {{c::proximité}}."
"I sleep naked.","Je dors à {{c::poil}}."
"I sleep in the nude.","Je dors à {{c::poil}}."
"He's mine.","Il est à {{c::moi}}."
"I'm considering resigning.","Je {{c::réfléchis}} à démissionner."
"I'm considering resigning.","Je {{c::songe}} à démissionner."
"I will send you to {{c::jesus}}.","Je t'enverrai à jésus."
"Get off the {{c::lawn}}!","Sors de la pelouse !"
"Get off the lawn!","Sors de la {{c::pelouse}} !"
"I'm interested in mountain {{c::climbing}}.","Je m'intéresse à l'escalade."
"Tom is bad.","Tom est {{c::mauvais}}."
"I'm waiting for you in {{c::berlin}}.","Je t'attends à berlin."
"Tom {{c::agrees}}.","Tom est d'accord."
"Tom agrees.","Tom est {{c::d'accord}}."
"Get out of the {{c::van}}.","Sors de la camionnette !"
"What do you think of that?","Que {{c::pensez-vous}} de cela ?"
"Tom came.","Tom est {{c::venu}}."
"I continued {{c::training}}.","Je continuais à m'entraîner."
"Tom is {{c::occupied}}.","Tom est occupé."
"Get out of the {{c::van}}.","Sortez de la camionnette !"
"{{c::because}} i love you.","Parce que je t'aime."
"I'm not alone.","Je ne suis pas {{c::seule}}."
"Smoke {{c::appeared}}.","De la fumée apparut."
"I'm not tall.","Je ne suis pas {{c::grande}}."
"I tried to {{c::cheer}} her up.","J'essayai de la remonter."
"Tom is {{c::last}}.","Tom est dernier."
"Tom is last.","Tom est {{c::dernier}}."
"Tom is {{c::warm}}.","Tom est chaud."
"Tom is warm.","Tom est {{c::chaud}}."
"Tom is {{c::hot}}.","Tom est chaud."
"Tom is hot.","Tom est {{c::chaud}}."
"I'm not {{c::good-looking}}.","Je ne suis pas belle."
"I'm not short.","Je ne suis pas {{c::petite}}."
"Tom {{c::went}}.","Tom est parti."
"Tom {{c::took}} off.","Tom est parti."
"I'm not {{c::against}} it.","Je ne suis pas contre."
"I'm not against it.","Je ne suis pas {{c::contre}}."
"I am not {{c::ill}}.","Je ne suis pas malade."
"Tell her that i love her.","{{c::dis-lui}} que je l'aime."
