"English","French"
"I was not {{c::pleased}}.","Je ne fus pas content."
"I won't be {{c::able}} to sleep.","Je ne pourrai pas dormir."
"I won't be able to sleep.","Je ne {{c::pourrai}} pas dormir."
"{{c::they}} are.","Ils le sont."
"They are.","{{c::ils}} le sont."
"{{c::they}} are?","Ils le sont ?"
"They are?","{{c::ils}} le sont ?"
"It is {{c::threatening}} to rain.","Il menace de pleuvoir."
"It is threatening to rain.","Il {{c::menace}} de pleuvoir."
"It threatens to rain.","Il {{c::menace}} de pleuvoir."
"I see no {{c::alternative}}.","Je ne vois pas d'alternative."
"I couldn't breathe.","Je ne pourrais pas {{c::respirer}}."
"I {{c::baked}} it for you.","Je la cuisis pour vous."
"He {{c::climbed}} down from the tree.","Il descendit de l'arbre."
"He climbed down from the tree.","Il {{c::descendit}} de l'arbre."
"I don't drink alcohol.","Je ne bois pas {{c::d'alcool}}."
"Don't come {{c::near}} me.","Ne t'approche pas de moi !"
"He came back from {{c::china}}.","Il revint de chine."
"I couldn't breathe.","Je ne pouvais pas {{c::respirer}}."
"He spoke about {{c::peace}}.","Il parla de paix."
"He spoke about peace.","Il {{c::parla}} de paix."
"I couldn't get to sleep.","Je ne pouvais pas {{c::m'endormir}}."
"I translate, therefore i am.","Je {{c::traduis}}, donc je suis."
"I'm not {{c::stopping}} you.","Je ne t'en empêche pas."
"I don't cry {{c::easily}}.","Je ne pleure pas facilement."
"You can just call.","Il suffit de {{c::téléphoner}}."
"To tell the truth, i do not like him.","{{c::franchement}}, je ne l'aime pas."
"I'm proud of that.","Je suis {{c::fière}} de cela."
"I don't {{c::particularly}} like her.","Je ne l'aime pas particulièrement."
"I don't particularly like her.","Je ne l'aime pas {{c::particulièrement}}."
"He won't bite.","Il refuse de {{c::mordre}}."
"This is {{c::for}} you.","C'est pour vous."
"This is for you.","C'est {{c::pour}} vous."
"{{c::it's}} for you.","C'est pour vous."
"I have no {{c::insurance}}.","Je ne dispose pas d'assurance."
"I have no insurance.","Je ne dispose pas {{c::d'assurance}}."
"Just {{c::pray}}.","Il suffit de prier."
"He cried with {{c::joy}}.","Il pleura de joie."
"He cried with joy.","Il {{c::pleura}} de joie."
"I have no {{c::savings}}.","Je ne dispose pas d'économies."
"I don't wish to {{c::interfere}}.","Je ne souhaite pas m'interposer."
"{{c::party}} time!","C'est la fête !"
"Party time!","C'est la {{c::fête}} !"
"It doesn't fit.","Elle ne {{c::convient}} pas."
"I don't {{c::usually}} lie.","D'habitude je ne mens pas."
"She made no {{c::reply}}.","Elle ne répondit pas."
"She made no reply.","Elle ne {{c::répondit}} pas."
"She didn't {{c::reply}}.","Elle ne répondit pas."
"She didn't reply.","Elle ne {{c::répondit}} pas."
"He promised to marry her.","Il {{c::promit}} de l'épouser."
"She disliked him.","Elle ne {{c::l'aimait}} pas."
"I didn't {{c::graduate}}.","Je ne fus pas diplômé."
"I didn't graduate.","Je ne fus pas {{c::diplômé}}."
"He is {{c::burning}} with anger.","Il brûle de rage."
"I didn't {{c::graduate}}.","Je ne fus pas diplômée."
"She did not cry.","Elle ne {{c::pleura}} pas."
"I couldn't find a job.","Je ne {{c::trouvais}} pas de travail."
"She would not {{c::approve}}.","Elle ne l'approuverait pas."
"I wouldn't {{c::bet}} on it.","Je ne parierais pas là-dessus."
"I don't wear {{c::glasses}}.","Je ne porte pas de lunettes."
"I don't wear glasses.","Je ne porte pas de {{c::lunettes}}."
"I'm {{c::sending}} you a book.","Je t'envoie un livre."
"I don't make {{c::mistakes}}.","Je ne commets pas d'erreurs."
"I see a {{c::dog}}.","Je vois un chien."
"I {{c::sincerely}} hope not.","Je ne l'espère sincèrement pas."
"I don't get {{c::opera}}.","Je ne pige pas l'opéra."
"I had no {{c::alternative}}.","Je ne disposais pas d'alternative."
"I don't get the {{c::point}}.","Je ne saisis pas l'argument."
"I don't {{c::require}} assistance.","Je ne requiers pas d'assistance."
"I'm not taking any {{c::orders}}.","Je ne reçois pas d'ordres."
"Don't waste time!","Ne {{c::perdez}} pas de temps !"
"I do not do {{c::sports}}.","Je ne fais pas de sport."
"I do not do sports.","Je ne fais pas de {{c::sport}}."
"I'm not wearing {{c::socks}}.","Je ne porte pas de chaussettes."
"I'm not wearing socks.","Je ne porte pas de {{c::chaussettes}}."
"Tom didn't see it.","Tom ne le {{c::vit}} pas."
"I am not wearing any {{c::underwear}}.","Je ne porte pas de culotte."
"I am not wearing any {{c::underwear}}.","Je ne porte pas de sous-vêtements."
"I'm not wearing {{c::pants}}.","Je ne porte pas de culotte."
"I don't {{c::compromise}}.","Je ne fais pas de compromis."
"I don't compromise.","Je ne fais pas de {{c::compromis}}."
"I am for your {{c::opinion}}.","Je suis de ton avis."
"I am for your opinion.","Je suis de ton {{c::avis}}."
"I agree with you.","Je suis de ton {{c::avis}}."
"We think {{c::alike}}.","Je suis de ton avis."
"They're talking about you.","Elles {{c::parlent}} de vous."
"I think tom is {{c::amusing}}.","Je trouve tom amusant."
"I think tom is amusing.","Je trouve tom {{c::amusant}}."
"I have a hard-on for her.","Je {{c::bande}} pour elle."
"I'm trying to talk to you.","{{c::j'essaie}} de vous parler."
"I was trying to talk to you.","{{c::j'essayais}} de vous parler."
"I'm tom's father.","Je suis le {{c::père}} de tom."
"Tom doesn't believe it.","Tom ne le {{c::croit}} pas."
"Tom doesn't buy it.","Tom ne le {{c::croit}} pas."
"I do not read {{c::books}}.","Je ne lis pas de livres."
"I know tom {{c::personally}}.","Je connais tom personnellement."
"I know tom personally.","Je connais tom {{c::personnellement}}."
"I don't have a cat.","Je ne {{c::possède}} pas de chat."
"I don't eat any {{c::bread}}.","Je ne mange pas de pain."
"I don't eat any bread.","Je ne mange pas de {{c::pain}}."
