"English","French"
"{{1::shake}} my hand.","Serre-moi la main."
"I'm being {{1::forced}} to do this.","Je suis forcé de faire ça."
"I'm being forced to do this.","Je suis {{1::forcé}} de faire ça."
"I'm {{1::unable}} to do that.","Je suis incapable de faire ça."
"War is {{1::evil}}.","La guerre est mauvaise."
"War is evil.","La guerre est {{1::mauvaise}}."
"War is bad.","La guerre est {{1::mauvaise}}."
"I {{1::require}} your assistance.","Je requiers votre assistance."
"I don't want your {{1::business}}.","Je ne veux pas de votre entreprise."
"I don't want your business.","Je ne veux pas de votre {{1::entreprise}}."
"{{1::size}} does matter.","La taille compte."
"Size does matter.","La {{1::taille}} compte."
"{{1::heads}} up!","Levez la tête !"
"I'm being {{1::forced}} to do this.","Je suis forcée de faire ça."
"I'm being forced to do this.","Je suis {{1::forcée}} de faire ça."
"Here is the {{1::map}}.","Voici la carte !"
"Here is the map.","Voici la {{1::carte}} !"
"I'm much {{1::obliged}} to you.","Je vous suis bien obligée."
"I'm much obliged to you.","Je vous suis bien {{1::obligée}}."
"I will {{1::sue}} you.","Je vous poursuivrai en justice."
"Here we are.","{{1::on}} y est."
"I don't want your gold.","Je ne veux pas de votre {{1::or}}."
"The fly is small.","La {{1::mouche}} est petite."
"She {{1::remembers}} you.","Elle se souvient de vous."
"She remembers you.","Elle se {{1::souvient}} de vous."
"{{1::hungary}} is beautiful.","La hongrie est belle."
"He {{1::opens}} the letter.","Il ouvre la lettre."
"I know your {{1::face}}.","Je connais ton visage."
"I know your face.","Je connais ton {{1::visage}}."
"I'll {{1::repair}} it now.","Je vais le réparer maintenant."
"The party is over.","La fête est {{1::finie}}."
"The party's over.","La fête est {{1::finie}}."
"Get the {{1::camera}}.","Prends la caméra."
"Get the camera.","Prends la {{1::caméra}}."
"Heartfelt thanks!","Merci de tout {{1::cœur}} !"
"You don't see well.","Vous ne {{1::voyez}} pas bien."
"I want to be with you.","Je veux {{1::être}} avec vous."
"You are number one!","{{1::t'es}} la meilleure !"
"He told the truth.","Il {{1::disait}} la vérité."
"He said the truth.","Il {{1::disait}} la vérité."
"He was telling the truth.","Il {{1::disait}} la vérité."
"I love {{1::nature}}.","J'adore la nature."
"I love nature.","J'adore la {{1::nature}}."
"He got {{1::across}} the river.","Il traversa le fleuve."
"He got across the river.","Il {{1::traversa}} le fleuve."
"I'm a friend of {{1::theirs}}.","Je suis une de leurs amies."
"I'm a friend of theirs.","Je suis une de leurs {{1::amies}}."
"I'll take the bus.","Je vais prendre le {{1::bus}}."
"The window is open.","La fenêtre est {{1::ouverte}}."
"He can't count.","Il ne sait pas {{1::compter}}."
"I am a {{1::potato}}.","Je suis une pomme de terre."
"Let's try not to lose {{1::focus}}.","Essayons de ne pas nous déconcentrer."
"What can you do well?","Que {{1::pouvez-vous}} faire de bien ?"
"{{1::wipe}} the table.","Essuie la table."
"I didn't try to stop her.","Je n'ai pas essayé de la {{1::retenir}}."
"The game is over.","La partie est {{1::terminée}}."
"I'll be waiting for the answer.","{{1::j'attendrai}} la réponse."
"Leave the {{1::bottle}}.","Laisse la bouteille."
"Leave the bottle.","Laisse la {{1::bouteille}}."
"He read the {{1::poem}} again.","Il relut le poème."
"The table is {{1::wide}}.","La table est large."
"The table is wide.","La table est {{1::large}}."
"The table is {{1::green}}.","La table est verte."
"The table is green.","La table est {{1::verte}}."
"The earth rotates.","La terre {{1::tourne}}."
"I'm a {{1::female}} office worker.","Je suis une employée de bureau."
"Tom's room is {{1::tiny}}.","La chambre de tom est petite."
"The answer is wrong.","La réponse est {{1::fausse}}."
"Tom's brother is a {{1::plumber}}.","Le frère de tom est plombier."
"I laughed in {{1::spite}} of myself.","Je riais malgré moi."
"Food arrived.","La nourriture est {{1::arrivée}}."
"The food's here.","La nourriture est {{1::arrivée}}."
"The {{1::view}} is amazing.","La vue est fantastique."
"Get out of my bed.","{{1::dégage}} de mon lit !"
"I don't have any {{1::pens}}.","Je n'ai aucun stylo."
"The {{1::recipe}} is easy.","La recette est facile."
"The recipe is easy.","La {{1::recette}} est facile."
"I don't have time to explain.","Je n'ai pas le temps {{1::d'expliquer}}."
"I can't give it to you.","Je ne peux pas vous le {{1::donner}}."
"He {{1::signed}} the check.","Il signa le chèque."
"The end is nigh.","La fin est {{1::proche}}."
"He didn't buy it.","Il ne l'a pas {{1::achetée}}."
"He did not mention it.","Il ne l'a pas {{1::mentionné}}."
"Watch the {{1::road}}.","Regardez la route !"
"The answer is {{1::complicated}}.","La réponse est compliquée."
"The answer is complicated.","La réponse est {{1::compliquée}}."
"I'm going to the police.","Je vais voir la {{1::police}}."
"The view is {{1::impressive}}.","La vue est impressionnante."
"He {{1::chased}} the thief.","Il poursuivait le cambrioleur."
"He fixed the {{1::net}}.","Il répara le filet."
"Mary is making {{1::jam}}.","Marie fait de la confiture."
"Mary is making jam.","Marie fait de la {{1::confiture}}."
"Don't forget to {{1::remind}} me of that.","N'oublie pas de me le rappeler."
"He's on his last {{1::legs}}.","Il est à bout de force."
"The station is closed.","La gare est {{1::fermée}}."
"She was blackmailed by him.","Il la {{1::faisait}} chanter."
"That umbrella is tom's.","Ce {{1::parapluie}} est à tom."
"I have a heart.","J'ai un {{1::cœur}}."
"He can't take a {{1::joke}}.","Il ne sait pas plaisanter."
"He is running short of funds.","Il est à court de {{1::fonds}}."
