"English","French"
"I'm impressed.","Je suis {{c::impressionnée}}."
"I'm baffled.","Je suis {{c::perplexe}}."
"I'm horny.","Je suis {{c::excité}}."
"I'm {{c::humble}}.","Je suis humble."
"I'm humble.","Je suis {{c::humble}}."
"I'm {{c::excited}}.","Je suis excité."
"I'm excited.","Je suis {{c::excité}}."
"I'm {{c::committed}}.","Je suis engagé."
"I'm committed.","Je suis {{c::engagé}}."
"I am a {{c::journalist}}.","Je suis journaliste."
"I am a journalist.","Je suis {{c::journaliste}}."
"I'm a {{c::journalist}}.","Je suis journaliste."
"I'm a journalist.","Je suis {{c::journaliste}}."
"I'm {{c::reliable}}.","Je suis fiable."
"I'm reliable.","Je suis {{c::fiable}}."
"I'm trustworthy.","Je suis {{c::fiable}}."
"I'm dependable.","Je suis {{c::fiable}}."
"I am baffled.","Je suis {{c::confus}}."
"I'm baffled.","Je suis {{c::confus}}."
"I'm {{c::confused}}.","Je suis confus."
"I'm confused.","Je suis {{c::confus}}."
"I am {{c::confused}}.","Je suis confus."
"I feel {{c::frightened}}.","Je suis effrayée."
"I feel frightened.","Je suis {{c::effrayée}}."
"I have a heart {{c::condition}}.","Je suis cardiaque."
"I have a heart condition.","Je suis {{c::cardiaque}}."
"I'm {{c::normal}}.","Je suis normale."
"I'm normal.","Je suis {{c::normale}}."
"I'm an {{c::adult}}.","Je suis adulte."
"I'm an adult.","Je suis {{c::adulte}}."
"I am an {{c::adult}}.","Je suis adulte."
"I am an adult.","Je suis {{c::adulte}}."
"I'm {{c::portuguese}}.","Je suis portugais."
"I'm portuguese.","Je suis {{c::portugais}}."
"Don't {{c::smoke}}.","Ne fume pas."
"Don't smoke.","Ne {{c::fume}} pas."
"No {{c::smoking}}.","Ne fume pas."
"I'm exhausted.","Je suis {{c::épuisée}}."
"I am exhausted.","Je suis {{c::épuisée}}."
"I am shattered.","Je suis {{c::épuisée}}."
"I'm {{c::punctual}}.","Je suis ponctuel."
"I'm punctual.","Je suis {{c::ponctuel}}."
"I'm {{c::offended}}.","Je suis offensé."
"I'm offended.","Je suis {{c::offensé}}."
"I'm famished!","Je suis {{c::affamé}} !"
"I'm famished.","Je suis {{c::affamé}} !"
"I'm {{c::armed}}.","Je suis armée."
"I'm armed.","Je suis {{c::armée}}."
"I'm {{c::upset}}.","Je suis contrariée."
"I'm upset.","Je suis {{c::contrariée}}."
"I'm a {{c::soldier}}.","Je suis soldat."
"I'm a soldier.","Je suis {{c::soldat}}."
"I'm {{c::algerian}}.","Je suis algérien."
"I'm algerian.","Je suis {{c::algérien}}."
"I am a {{c::vegetarian}}.","Je suis végétarien."
"I am a vegetarian.","Je suis {{c::végétarien}}."
"I'm {{c::embarrassed}}.","Je suis gêné."
"I'm embarrassed.","Je suis {{c::gêné}}."
"I'm {{c::uncomfortable}}.","Je suis gêné."
"I'm uncomfortable.","Je suis {{c::gêné}}."
"I'm a {{c::vegetarian}}.","Je suis végétarien."
"I'm a vegetarian.","Je suis {{c::végétarien}}."
"I'm {{c::vegetarian}}.","Je suis végétarien."
"I'm vegetarian.","Je suis {{c::végétarien}}."
"I'm drenched.","Je suis {{c::trempé}}."
"I'm a fireman.","Je suis {{c::pompier}}."
"I'm a firefighter.","Je suis {{c::pompier}}."
"I am {{c::divorced}}.","Je suis divorcé."
"I am divorced.","Je suis {{c::divorcé}}."
"I'm {{c::fat}}.","Je suis gras."
"I'm fat.","Je suis {{c::gras}}."
"I'm {{c::depressed}}.","Je suis déprimée."
"I'm depressed.","Je suis {{c::déprimée}}."
"I'm {{c::curious}}.","Je suis curieuse."
"I'm curious.","Je suis {{c::curieuse}}."
"I'm {{c::divorced}}.","Je suis divorcé."
"I'm divorced.","Je suis {{c::divorcé}}."
"I am {{c::fat}}.","Je suis gras."
"I am fat.","Je suis {{c::gras}}."
"I'm {{c::ambitious}}.","Je suis ambitieux."
"I'm ambitious.","Je suis {{c::ambitieux}}."
"I'm {{c::faithful}}.","Je suis fidèle."
"I'm faithful.","Je suis {{c::fidèle}}."
"Don't go {{c::outside}}.","Ne sortez pas."
"Don't go outside.","Ne {{c::sortez}} pas."
"Don't {{c::cry}}.","Ne pleure pas."
"Don't cry.","Ne {{c::pleure}} pas."
"Don't cry.","Ne {{c::pleure}} pas !"
"I'm {{c::addicted}}.","Je suis accro."
"I'm addicted.","Je suis {{c::accro}}."
"I'm {{c::patient}}.","Je suis patiente."
"I'm patient.","Je suis {{c::patiente}}."
"I'm {{c::shocked}}.","Je suis choquée."
"I'm shocked.","Je suis {{c::choquée}}."
"I'm {{c::tidy}}.","Je suis ordonné."
"I'm tidy.","Je suis {{c::ordonné}}."
"I'm {{c::prepared}}.","Je suis préparée."
"I'm prepared.","Je suis {{c::préparée}}."
"I'm {{c::forgetful}}.","Je suis distrait."
"I'm forgetful.","Je suis {{c::distrait}}."
