"English","French"
"He {{1::filed}} a complaint.","Il porta plainte."
"You are good.","Vous êtes {{1::bons}}."
"You're good.","Vous êtes {{1::bons}}."
"I don't think they believe us.","Je ne pense pas qu'ils nous {{1::croient}}."
"I wonder who {{1::invented}} it.","Je me demande qui l'inventa."
"My {{1::husband's}} name is tom.","Le nom de mon mari est tom."
"I've {{1::swept}} the floor.","J'ai balayé le sol."
"Don't you hate it when that {{1::happens}}?","Ne détestes-tu pas que ça survienne ?"
"I seem to have a temperature.","Il semble que {{1::j'aie}} de la fièvre."
"I seem to have a fever.","Il semble que {{1::j'aie}} de la fièvre."
"I {{1::assumed}} you were happy.","Je pensais que tu étais heureuse."
"I would like to book a {{1::bedroom}}.","Je voudrais réserver une chambre."
"I would like to book a bedroom.","Je voudrais {{1::réserver}} une chambre."
"I'd like to book a {{1::bedroom}}.","Je voudrais réserver une chambre."
"He walked {{1::quietly}}.","Il marchait tranquillement."
"I had second {{1::thoughts}}.","J'ai reconsidéré la question."
"Tom made many mistakes.","Tom a fait beaucoup de {{1::fautes}}."
"Tom was {{1::elderly}}.","Tom était âgé."
"He {{1::thanked}} me.","Il m’a remerciée."
"Why don't we take the {{1::subway}}?","Pourquoi ne prenons-nous pas le métro ?"
"I heard the bell.","J'ai entendu la {{1::cloche}}."
"I don't read newspapers much.","Je ne lis pas trop les {{1::journaux}}."
"I didn't get on the {{1::plane}}.","Je ne suis pas monté dans l'avion."
"I accepted the challenge.","J'ai accepté le {{1::défi}}."
"I'm fair.","J'ai le {{1::teint}} clair."
"I haven't had the {{1::honor}} of meeting him.","Je n'ai pas eu l'honneur de le rencontrer."
"He's cleaning the {{1::stable}}.","Il nettoie l'écurie."
"They will do that.","Ils {{1::vont}} le faire."
"Don't drop that cup.","Ne {{1::jetez}} pas cette tasse."
"I {{1::discovered}} the truth.","J'ai découvert la vérité."
"Keep off the grass!","Ne {{1::marchez}} pas sur la pelouse !"
"Don't walk on the grass.","Ne {{1::marchez}} pas sur la pelouse."
"Tom has gambling debts.","Tom a des {{1::dettes}} de jeu."
"This clock isn't working.","Cette {{1::horloge}} ne fonctionne pas."
"They can do it.","Ils {{1::peuvent}} le faire."
