"English","French"
"I'm going to the center of the city.","Je vais au {{c::centre-ville}}."
"I'm surprised to see you.","Je suis {{c::étonné}} de vous voir."
"I care about all of you.","Je me {{c::soucie}} de vous tous."
"Tom has a {{c::son}}.","Tom a un fils."
"Tom has a son.","Tom a un {{c::fils}}."
"The {{c::telly}} isn't working.","La télévision ne marche pas."
"I'll give you a {{c::hint}}.","Je vous donnerai un indice."
"I hold this as self-evident.","Je le tiens pour {{c::évident}}."
"I'll put on some music.","Je vais {{c::mettre}} de la musique."
"I'm going to put on some music.","Je vais {{c::mettre}} de la musique."
"{{c::size}} does not matter.","La taille ne compte pas."
"Size does not matter.","La {{c::taille}} ne compte pas."
"Tom is a dancing teacher.","Tom est {{c::prof}} de danse."
"Tom is the {{c::choir}} master.","Tom est chef de chœur."
"I go {{c::jogging}}.","Je fais du jogging."
"The train is {{c::arriving}}!","Le train arrive !"
"I'm going to the {{c::cinema}}.","Je vais au ciné."
"Tom climbed down the {{c::ladder}}.","Tom est descendu de l'échelle."
"Tom climbed down the ladder.","Tom est descendu de {{c::l'échelle}}."
"I'm all yours.","Je suis {{c::toute}} à toi."
"The {{c::radio}} doesn't work.","La radio ne marche pas."
"The radio doesn't work.","La {{c::radio}} ne marche pas."
"Let me see it.","{{c::laissez-moi}} le voir."
"Whose are they?","À qui {{c::sont-ils}} ?"
"He's hungry for {{c::power}}.","Il a soif de pouvoir."
"He changed his job.","Il a changé de {{c::poste}}."
"The radio doesn't work.","La {{c::radio}} ne fonctionne pas."
"He {{c::attempted}} to escape.","Il a essayé de s'échapper."
"He attempted to escape.","Il a essayé de {{c::s'échapper}}."
"He went on singing.","Il a {{c::continué}} de chanter."
"It's easy money.","C'est de l'argent {{c::facile}}."
"I {{c::ought}} to go.","Je dois y aller."
"I've just washed the car.","Je viens de {{c::laver}} la voiture."
"I only know him by name.","Je le connais {{c::seulement}} de nom."
"I know him only by name.","Je le connais {{c::seulement}} de nom."
"Don't {{c::cross}} the street!","Ne traverse pas la rue !"
"Don't cross the street!","Ne {{c::traverse}} pas la rue !"
"See you next {{c::week}}.","À la semaine prochaine."
"See you next {{c::week}}!","À la semaine prochaine !"
"I don't really have a {{c::gun}}.","Je n'ai pas vraiment d'arme."
"I will {{c::telephone}} you later on.","Je t'appellerai plus tard."
"Let's not watch tv.","Ne {{c::regardons}} pas la télévision."
"Stop the {{c::train}}.","Arrêtez le train."
"I'm seasick.","J'ai le mal de {{c::mer}}."
"I feel seasick.","J'ai le mal de {{c::mer}}."
"With {{c::whom}} are you talking?","À qui parlez-vous ?"
"I want your {{c::blood}}.","Je veux ton sang."
"I want your blood.","Je veux ton {{c::sang}}."
"Oh, let me show you.","Je vais te {{c::montrer}}."
"I'll show you.","Je vais te {{c::montrer}}."
"I know {{c::something}}!","Je sais quelque chose."
"I know something!","Je sais {{c::quelque}} chose."
"It's not brain {{c::surgery}}.","Ce n'est pas de la neurochirurgie."
"That's not my call.","La décision ne {{c::m'appartient}} pas."
"That isn't my call.","La décision ne {{c::m'appartient}} pas."
"The {{c::situation}} won't change.","La situation ne changera pas."
"I want your opinion.","Je veux ton {{c::opinion}}."
"He has big hands.","Il a de {{c::grosses}} mains."
"I'm not very {{c::confident}}.","Je n'ai pas trop confiance."
"I'm not very confident.","Je n'ai pas trop {{c::confiance}}."
"I'm talking to you, ziri.","Je te parle, {{c::ziri}}."
"I come from {{c::japan}}.","Je viens du japon."
"I come from japan.","Je viens du {{c::japon}}."
"I'm from {{c::japan}}.","Je viens du japon."
"I'm from japan.","Je viens du {{c::japon}}."
"I remember {{c::both}} of you.","Je me souviens de vous deux."
"Whose are they?","À qui {{c::sont-elles}} ?"
"Don't let your {{c::guard}} down.","Ne baisse pas la garde."
"Don't let your guard down.","Ne {{c::baisse}} pas la garde."
"He has a lot of hobbies.","Il a de nombreux {{c::passe-temps}}."
"I love french.","{{c::j'adore}} le français."
"I love the french {{c::language}}!","J'adore le français !"
"I love the french language!","{{c::j'adore}} le français !"
"I'll become {{c::stronger}}.","Je deviendrai plus fort."
"I don't want to {{c::borrow}} any money.","Je veux pas emprunter d'argent."
"I don't want to borrow any money.","Je veux pas {{c::emprunter}} d'argent."
"He burst into laughter.","Il a {{c::éclaté}} de rire."
"I'll kill you.","Je vais te {{c::tuer}}."
"The air {{c::conditioner}} doesn't work.","La climatisation ne fonctionne pas."
"I don't need them.","Je n'ai pas besoin {{c::d'eux}}."
"I want your love.","Je veux ton {{c::amour}}."
"He has big {{c::feet}}.","Il a de grands pieds."
"He has big feet.","Il a de {{c::grands}} pieds."
"Where is the coffee {{c::shop}}?","Où est le café ?"
"I don't need them.","Je n'ai pas besoin {{c::d'elles}}."
"I want to {{c::earn}} a lot.","Je veux gagner beaucoup."
"No one believed her.","Personne ne la {{c::croyait}}."
"He has small {{c::feet}}.","Il a de petits pieds."
"He has small feet.","Il a de {{c::petits}} pieds."
"I don't have two {{c::cats}}.","Je n'ai pas deux chats."
"I don't have two cats.","Je n'ai pas deux {{c::chats}}."
"I don't need an {{c::explanation}}.","Je n'ai pas besoin d'explication."
"The {{c::meaning}} doesn't change.","La signification ne change pas."
"The meaning doesn't change.","La {{c::signification}} ne change pas."
"I don't need a {{c::plate}}.","Je n'ai pas besoin d'assiette."
"We're the only {{c::ones}} left.","Il ne reste que nous."
"{{c::japan}} is here!","Le japon est ici !"
"Japan is here!","Le {{c::japon}} est ici !"
"Don't touch the {{c::wound}}.","Ne touche pas la blessure."
"Don't touch the wound.","Ne touche pas la {{c::blessure}}."
