"English","French"
"Thanks for having me.","Merci de me {{c::recevoir}}."
"I don't like your {{c::suggestion}}.","Je n'apprécie pas votre suggestion."
"I don't like your suggestion.","Je n'apprécie pas votre {{c::suggestion}}."
"I thought him {{c::clever}}.","Je le pensais plus intelligent."
"He {{c::sold}} us out.","Il nous a vendues."
"Am i the father?","{{c::suis-je}} le père ?"
"Let me see it.","{{c::laissez-moi}} la voir."
"I'm looking for my {{c::cell}} phone.","Je cherche mon cellulaire."
"I don't want to {{c::discuss}} it.","Je ne veux pas en discuter."
"The world is {{c::harsh}}.","Le monde est difficile."
"{{c::abolish}} work.","Abolissons le travail."
"Let's {{c::abolish}} work.","Abolissons le travail."
"This is tony's book.","C'est le livre de {{c::tony}}."
"That's tony's book.","C'est le livre de {{c::tony}}."
"{{c::abolish}} work.","Abolissez le travail."
"Thanks for supporting me.","Merci de me {{c::soutenir}}."
"I took off my {{c::coat}}.","Je retirai mon manteau."
"Tom is {{c::obliged}} to do that.","Tom est obligé de le faire."
"Tom is obliged to do that.","Tom est {{c::obligé}} de le faire."
"It's slow as shit.","C'est putain de {{c::lent}}."
"You don't understand that.","Vous ne {{c::comprenez}} pas ça."
"I like {{c::tennis}}.","J'aime le tennis."
"I like tennis.","J'aime le {{c::tennis}}."
"She's the {{c::assistant}} manager.","C'est l'assistante de direction."
"I want my {{c::stuff}}.","Je veux mes trucs."
"I want my stuff.","Je veux mes {{c::trucs}}."
"I'm at your {{c::disposal}}.","Je suis à ta disposition."
"I knew i could do it.","Je savais {{c::pouvoir}} le faire."
"I don't like your name.","Je n'aime pas ton {{c::prénom}}."
"I can't handle them.","Je n'arrive pas à les {{c::gérer}}."
"What have you done to yourself?","Que {{c::t'es-tu}} fait ?"
"As soon as i {{c::finish}}, i am going out.","Dès que je termine, je sors."
"As soon as i finish, i am going out.","Dès que je {{c::termine}}, je sors."
"I don't like your {{c::attitude}}.","Je n'aime pas ton attitude."
"I don't like your attitude.","Je n'aime pas ton {{c::attitude}}."
"This time i'm {{c::paying}}.","Cette fois, je paie."
"My {{c::ass}} is bleeding.","Je saigne du cul."
"I have a hangover.","J'ai la {{c::gueule}} de bois."
"I'm hungover.","J'ai la {{c::gueule}} de bois."
"That was the {{c::goal}}.","C'était le but."
"That was the goal.","C'était le {{c::but}}."
"Tom has a lot of {{c::toys}}.","Tom a beaucoup de jouets."
"Tom has a lot of toys.","Tom a beaucoup de {{c::jouets}}."
"Tom has many {{c::toys}}.","Tom a beaucoup de jouets."
"Tom has many toys.","Tom a beaucoup de {{c::jouets}}."
"Tom has lots of {{c::toys}}.","Tom a beaucoup de jouets."
"Tom has lots of toys.","Tom a beaucoup de {{c::jouets}}."
"I can't {{c::distinguish}} between them.","Je n'arrive pas à les distinguer."
"I can't distinguish between them.","Je n'arrive pas à les {{c::distinguer}}."
"I love you, {{c::sweetheart}}.","Je t'aime, mon ange."
"I love you, sweetheart.","Je t'aime, mon {{c::ange}}."
