"English","French"
"The {{1::telephone}} doesn't work.","Le téléphone ne fonctionne pas."
"What's the {{1::date}} today?","On est le combien ?"
"What's the date today?","On est le {{1::combien}} ?"
"What is the date today?","On est le {{1::combien}} ?"
"I'll do more {{1::than}} that.","Je ferai plus que ça."
"I have {{1::plants}}.","Je possède des plantes."
"I have plants.","Je possède des {{1::plantes}}."
"I want your {{1::blood}}.","Je veux votre sang."
"I want your blood.","Je veux votre {{1::sang}}."
"I was at that {{1::meeting}}.","J'étais à la réunion."
"I was at that meeting.","J'étais à la {{1::réunion}}."
"I want his head.","Je veux sa {{1::tête}}."
"I want her head.","Je veux sa {{1::tête}}."
"Tom isn't {{1::good-looking}}.","Tom n'est pas beau."
"I want your {{1::opinion}}.","Je veux votre opinion."
"I want your opinion.","Je veux votre {{1::opinion}}."
"Tom is {{1::nearby}}.","Tom n'est pas loin."
"She was {{1::burning}} with anger.","Elle bouillait de colère."
"There are {{1::none}}.","Il n'y en a pas."
"He made no {{1::response}}.","Il ne fit pas de réponse."
"He made no response.","Il ne {{1::fit}} pas de réponse."
"He made no reply.","Il ne {{1::fit}} pas de réponse."
"I was clueless.","J'étais à la {{1::rue}}."
"Do you have the {{1::receipt}}?","As-tu le reçu ?"
"Do you have the receipt?","As-tu le {{1::reçu}} ?"
"I sell {{1::cars}}.","Je vends des voitures."
"I think i am cold.","Je pense que j'ai {{1::froid}}."
"I raise {{1::funds}}.","Je lève des fonds."
"I raise funds.","Je lève des {{1::fonds}}."
"I haven't been sleeping well.","Je n'ai pas bien {{1::dormi}}."
"I {{1::require}} advice.","Je requiers des conseils."
"I'm against {{1::marriage}}.","Je suis contre le mariage."
"I'm against marriage.","Je suis contre le {{1::mariage}}."
"I sell {{1::vegetables}}.","Je vends des légumes."
"I have {{1::plants}}.","Je possède des usines."
"I want your love.","Je veux votre {{1::amour}}."
"I didn't know what i'd find.","J'ignorais ce que je {{1::trouverais}}."
"I {{1::planted}} trees.","Je plantai des arbres."
"I'm at your {{1::mercy}}.","Je suis à votre merci."
"I smoke {{1::cigarettes}}.","Je fume des cigarettes."
"I smoke cigarettes.","Je fume des {{1::cigarettes}}."
"Don't close the door.","Ne {{1::fermez}} pas la porte."
"I think i broke it.","Je pense que je l'ai {{1::cassé}}."
"No one {{1::believes}} him.","Personne ne le croit."
"Nobody {{1::believes}} him.","Personne ne le croit."
"She's fashionable.","Elle est à la {{1::mode}}."
"I don't like this {{1::photo}}.","Je n'aime pas cette photo."
"I don't like this photo.","Je n'aime pas cette {{1::photo}}."
"I advise {{1::customers}}.","Je conseille des clients."
"I advise customers.","Je {{1::conseille}} des clients."
"I pay {{1::taxes}}.","Je paie des impôts."
"I pay taxes.","Je paie des {{1::impôts}}."
"I sell {{1::computers}}.","Je vends des ordinateurs."
"I'm talking nonsense.","Je {{1::raconte}} des conneries."
"He doesn't take vacations.","Il ne {{1::prend}} pas de vacances."
"I'll take care of the {{1::horses}}.","Je m'occuperai des chevaux."
"Let's not keep him waiting.","Ne le {{1::faisons}} pas attendre."
"I was at the {{1::library}}.","J'étais à la bibliothèque."
"I was at the library.","J'étais à la {{1::bibliothèque}}."
"I was in the {{1::library}}.","J'étais à la bibliothèque."
"I was in the library.","J'étais à la {{1::bibliothèque}}."
"I told some {{1::jokes}}.","Je racontais des blagues."
"I don't wear glasses anymore.","Je ne porte plus de {{1::lunettes}}."
"I grow {{1::tomatoes}}.","Je cultive des tomates."
"She {{1::burst}} out laughing.","Elle éclata de rire."
"I ate french {{1::fries}}.","Je mangeais des frites."
"I sell {{1::umbrellas}}.","Je vends des parapluies."
"I pay {{1::taxes}}.","Je paye des accises."
"He had no hat on.","Il ne {{1::portait}} pas de chapeau."
"I {{1::hadn't}} considered that.","Je n'ai pas envisagé cela."
"I raise {{1::funds}}.","Je recueille des fonds."
"I raise {{1::funds}}.","Je collecte des fonds."
"I don't like that {{1::sentence}}.","Je n'aime pas cette phrase."
"I don't like that sentence.","Je n'aime pas cette {{1::phrase}}."
"He did not like to travel.","Il {{1::n'aimait}} pas voyager."
"I was in the {{1::mountains}}.","J'étais à la montagne."
"I was in the mountains.","J'étais à la {{1::montagne}}."
"Don't let him sleep.","Ne le {{1::laissez}} pas dormir."
"I want this one myself.","Moi je veux {{1::celui-ci}} !"
"He had no {{1::coat}} on.","Il ne portait pas de manteau."
"He had no coat on.","Il ne {{1::portait}} pas de manteau."
"I'm leaving in the afternoon.","Je pars dans {{1::l'après-midi}}."
"I come as soon as i can.","Je viens {{1::dès}} que je peux."
"I don't like this watch.","Je n'aime pas cette {{1::montre}}."
"I don't like her {{1::face}}.","Je n'aime pas son visage."
"I don't like her face.","Je n'aime pas son {{1::visage}}."
"Don't take it {{1::personal}}.","Ne le prends pas personnellement."
"Don't make this {{1::personal}}.","Ne le prends pas personnellement !"
"I wasn't {{1::aware}}.","Je n'étais pas au courant."
"No one {{1::noticed}}.","Personne ne le remarqua."
"Tom is a boston {{1::native}}.","Tom est natif de boston."
"It didn't cause {{1::nightmares}}.","Il ne faisait pas de cauchemars."
"I don't have your {{1::number}}.","Je n'ai pas ton numéro."
"I don't have your number.","Je n'ai pas ton {{1::numéro}}."
"I want this one myself.","Moi je veux {{1::celle-ci}} !"
"Tom is uninteresting.","Tom n'est pas {{1::intéressant}}."
"He doesn't take vacations.","Il ne prend pas de {{1::congés}}."
"I'm swimming in the {{1::ocean}}.","Je nage dans l'océan."
"I'm swimming in the ocean.","Je nage dans {{1::l'océan}}."
"I have to do it {{1::today}}.","Je dois le faire aujourd'hui."
