"English","French"
"Everybody is happy nowadays.","Tout le monde est heureux de {{c::nos}} jours."
"Carry the bags upstairs.","Porte les {{c::sacs}} à l'étage."
"The sign means that the answer is correct.","Le {{c::symbole}} signifie que la réponse est exacte."
"I only have five {{c::euros}} left.","Il ne me reste que cinq euros."
"I only have five euros left.","Il ne me reste que cinq {{c::euros}}."
"I could hardly make out the traffic lights.","Je pouvais à peine distinguer les {{c::feux}} de circulation."
"You look {{c::contented}}.","Tu sembles satisfait."
"He lay on the bed.","Il était {{c::étendu}} sur le lit."
"I really must say {{c::good-bye}}.","Je dois vraiment dire au revoir."
"Tom is eating {{c::spaghetti}}.","Tom mange des spaghettis."
"Listening is an art form in itself.","Savoir écouter est un {{c::art}}."
"The film is set in the present day.","Le film se {{c::déroule}} de nos jours."
"Tom's mother is a very good cook.","La mère de tom est une très bonne {{c::cuisinière}}."
"He {{c::proposed}} an alternative plan.","Il a proposé un autre plan."
"How long did you stay at the party?","Combien de temps êtes-vous {{c::restés}} à la fête ?"
"Tom doesn't put sugar in his coffee.","Tom ne {{c::met}} pas de sucre dans son café."
"He has {{c::pains}} in his side.","Il a une douleur au côté."
"Where do i {{c::claim}} my baggage?","Où est-ce que je récupère mes bagages ?"
"The family {{c::gathered}} around the table.","La famille s'est réunie autour de la table."
"How long will the flight time be?","Combien de temps va {{c::durer}} le vol ?"
"How long will the flight last?","Combien de temps va {{c::durer}} le vol ?"
"I'm capable of making my own decisions.","Je suis capable de prendre mes propres {{c::décisions}}."
"The children are asleep upstairs.","Les enfants {{c::dorment}} à l'étage."
"He {{c::counted}} to 100.","Il a compté jusqu'à cent."
"There are 50 {{c::members}} in the club.","Il y a 50 membres dans le club."
"There are 50 members in the club.","Il y a 50 {{c::membres}} dans le club."
"I have seen mt. fuji.","J'ai vu le mont {{c::fuji}}."
"I've seen mt. fuji.","J'ai vu le mont {{c::fuji}}."
"You're very nice.","Vous êtes très {{c::gentils}}."
"He went shopping.","Il est allé faire des {{c::emplettes}}."
"A team is {{c::composed}} of eleven players.","Une équipe est composée de onze joueurs."
"You're very open.","Vous êtes très {{c::ouvertes}}."
"This bag of rice {{c::weighs}} 11 pounds.","Ce paquet de riz pèse 11 livres."
"Flowers {{c::bloom}}.","Les fleurs éclosent."
"He bought a plane ticket.","Il a acheté un billet {{c::d'avion}}."
"{{c::ladies}} first.","Les femmes d'abord."
"What is the exchange rate for the dollar?","Quel est le cours du {{c::dollar}} ?"
"What's at {{c::stake}}?","Qu'est-ce qui est en jeu ?"
"I'm constantly telling her to behave herself.","Je lui dis constamment de bien se {{c::comporter}}."
"You're very {{c::sophisticated}}.","Vous êtes très élégant."
"You're very {{c::sophisticated}}.","Vous êtes très élégante."
"Do you see that ship near the island?","Vois-tu ce bateau près de {{c::l'île}} ?"
"Tom knows {{c::guns}}.","Tom connaît les armes à feu."
"Tom knows guns.","Tom connaît les {{c::armes}} à feu."
"That's my wish.","C'est mon {{c::désir}}."
"You can't pull the {{c::wool}} over my eyes.","Tu parles, charles."
"Stop studying!","Arrêtez les {{c::études}} !"
"We can't be more {{c::specific}}.","Nous ne pouvons pas être plus précis."
"Water boils at 100 degrees.","L'eau bout à 100 {{c::degrés}}."
"There is no excuse for his {{c::behaviour}}.","Il n'y a pas d'excuses à son comportement."
"He shot him in the {{c::knee}}.","Il lui a tiré dans le genou."
"He shot him in the knee.","Il lui a tiré dans le {{c::genou}}."
"Tom likes only beautiful girls.","Tom n'aime que les {{c::jolies}} filles."
"He was sitting on the quay.","Il était assis sur le {{c::quai}}."
"She greeted him {{c::waving}} her hand.","Elle le salua en agitant la main."
"Tom {{c::must've}} been surprised.","Tom a dû être surpris."
"Can you teach me how to steal?","Pouvez-vous {{c::m'apprendre}} à voler ?"
"Can you teach me how to fly?","Pouvez-vous {{c::m'apprendre}} à voler ?"
"The eagle is the king of the {{c::winds}}.","L'aigle est le roi des vents."
"I know you're {{c::richer}} than me.","Je sais que vous êtes plus riche que moi."
"I know that you're {{c::richer}} than i am.","Je sais que vous êtes plus riche que moi."
"You have to {{c::practise}} more.","Vous devez vous entraîner davantage."
"I want my old life back.","Je veux retrouver mon {{c::ancienne}} vie."
"Mr {{c::tanaka}} is a friend of ours.","M. tanaka est un ami à nous."
"Mr tanaka is a friend of ours.","M. {{c::tanaka}} est un ami à nous."
"I say this from my own experience.","Je dis ça à partir de mon expérience {{c::personnelle}}."
"I'm going to talk to her on {{c::whatsapp}}.","Je vais lui parler sur whatsapp."
"He has not yet recovered {{c::consciousness}}.","Il n'a pas encore repris conscience."
"Tom makes a lot of {{c::errors}}.","Tom fait beaucoup d'erreurs."
"The whole is more than the {{c::sum}} of its parts.","Le tout est plus que la somme de ses parties."
"The captain is responsible for the safety of passengers.","Le capitaine est responsable de la sécurité des {{c::passagers}}."
"Please fill in this application form.","Veuillez remplir ce formulaire de {{c::candidature}}."
"Tom {{c::stays}} home all day.","Tom reste à la maison toute la journée."
"I doubt this is anything you'd be interested in.","Je doute que ce soit de quelque {{c::intérêt}} pour vous."
"She {{c::puts}} aside a lot of money.","Elle met de côté beaucoup d'argent."
"Canada {{c::produces}} good wheat.","Le canada produit du blé de qualité."
"I will dry your {{c::t-shirt}}.","Je vais faire sécher ton t-shirt."
"We arrived at a compromise.","Nous sommes {{c::parvenus}} à un compromis."
"I need to know your {{c::intentions}}.","J'ai besoin de connaître tes intentions."
"Men are going.","Les hommes {{c::partent}}."
"I had two {{c::cups}} of coffee.","J'ai pris deux tasses de café."
"Drinking alcohol is forbidden in {{c::islam}}.","Boire de l'alcool est interdit en islam."
"The {{c::hut}} was set on fire.","On a mis le feu à la cabane."
"The hut was set on fire.","On a mis le feu à la {{c::cabane}}."
"Spain is a {{c::developed}} country.","L'espagne est un pays développé."
"The whole {{c::nation}} wants peace.","Toute la nation veut la paix."
"The whole nation wants peace.","Toute la {{c::nation}} veut la paix."
"He tried to {{c::lighten}} the mood.","Il a essayé d'égayer l'humeur."
"What is the title of the {{c::chapter}}?","Quel est le titre du chapitre ?"
"I live and work in {{c::mexico}}.","Je vis et travaille au mexique."
"I want to live in kyoto or in {{c::nara}}.","Je veux vivre à kyoto ou à nara."
"It's {{c::convenient}} to live so close to the train station.","C'est pratique de vivre si près de la gare."
"I'm sure you have other {{c::skills}}.","Je suis sûr que vous avez d'autres compétences."
"You knew the {{c::alphabet}}.","Tu connaissais l’alphabet."
"He's trying to get rid of the ants.","Il essaie de se débarrasser des {{c::fourmis}}."
"He was awfully skinny.","Il était {{c::horriblement}} maigre."
"Tom should {{c::verify}} that.","Tom devrait vérifier ça."
"He studied {{c::military}} history.","Il a étudié l'histoire militaire."
"Do you want a slice of {{c::toast}}?","Voulez-vous une tranche de pain grillé ?"
"Sami doesn't know anything about the gay {{c::community}}.","Sami ignore tout de la communauté gaie."
