"English","French"
"You don't know the system.","Tu ne connais pas le {{1::système}}."
"What should we cook?","Que {{1::devons-nous}} cuisiner ?"
"He {{1::cared}}.","Il s'en est soucié."
"He became a {{1::pianist}}.","Il est devenu pianiste."
"He became a pianist.","Il est devenu {{1::pianiste}}."
"He's addicted to {{1::heroin}}.","Il est accro à l'héroïne."
"What do you like to cook the most?","Que {{1::préférez-vous}} cuisiner ?"
"He is out now.","Il est {{1::actuellement}} sorti."
"He's out at the {{1::moment}}.","Il est actuellement sorti."
"What do you like to cook the most?","Que {{1::préfères-tu}} cuisiner ?"
"We all knew it.","Nous le {{1::savions}} tous."
"We all knew about it.","Nous le {{1::savions}} tous."
"He's addicted to {{1::heroin}}.","Il est accro à l'héro."
"He is gravely wounded.","Il est {{1::gravement}} blessé."
"Tom left on christmas day.","Tom est parti le 25 {{1::décembre}}."
"{{1::sam}}, what are you doing?","Sam, que fais-tu ?"
"Where is {{1::jim}}?","Où est jim ?"
"Where is jim?","Où est {{1::jim}} ?"
"Am i under {{1::suspicion}}?","Fais-je l'objet de soupçons ?"
"He became a {{1::sailor}}.","Il est devenu marin."
"He {{1::remained}} silent.","Il est resté silencieux."
"He remained silent.","Il est resté {{1::silencieux}}."
"He's {{1::incredibly}} stupid!","Il est incroyablement stupide !"
"He's incredibly stupid!","Il est {{1::incroyablement}} stupide !"
"He {{1::pulled}} open the door.","Il a ouvert la porte."
"Shut up, {{1::servant}} of hell!","Tais-toi, servante de l’enfer !"
"{{1::everyone}} is doing it.","Tout le monde le fait."
"Everyone is doing it.","Tout le {{1::monde}} le fait."
"Everybody does that.","Tout le {{1::monde}} le fait."
"I have wonderful {{1::memories}} of boston.","J'ai de merveilleux souvenirs de boston."
"I have wonderful memories of boston.","J'ai de merveilleux {{1::souvenirs}} de boston."
"She {{1::clearly}} does not mean it.","Elle ne le pense vraiment pas."
"It wasn't about you.","Ce n'était pas à {{1::propos}} de vous."
"I don't {{1::earn}} all that much.","Je ne gagne pas tant que ça."
"He's open-minded.","Il est ouvert {{1::d'esprit}}."
"I failed to {{1::persuade}} her.","Je n'ai pas réussi à la persuader."
"I failed to persuade her.","Je n'ai pas réussi à la {{1::persuader}}."
"How about a {{1::quarter}} to one?","Que dirais-tu de midi quarante-cinq ?"
"How about {{1::quarter}} to one?","Que dirais-tu de midi quarante-cinq ?"
"Where is {{1::paul}}?","Où est paul ?"
"Where is paul?","Où est {{1::paul}} ?"
"Where is the {{1::east}}?","Où est l'est ?"
"Where is the hungarian {{1::embassy}}?","Où est l'ambassade de hongrie ?"
"Where's the polish {{1::embassy}}?","Où est l'ambassade de pologne ?"
"I want to cheer you up.","Je veux vous remonter le {{1::moral}}."
"He closed the door.","Il a {{1::fermé}} la porte."
"It's about your future.","Il s'agit de ton {{1::avenir}}."
"I am her {{1::son's}} father.","Je suis le père de son fils."
"He had few {{1::teeth}}.","Il n'avait presque pas de dents."
"He had few teeth.","Il n'avait presque pas de {{1::dents}}."
"I want to write an {{1::article}}.","Je veux écrire un article."
"I want to write an article.","Je veux écrire un {{1::article}}."
"It {{1::appears}} that he is honest.","Apparemment il est honnête."
"{{1::hopefully}}.","Avec un peu de chance."
"Where is {{1::algiers}}?","Où est alger ?"
"Where is algiers?","Où est {{1::alger}} ?"
"Today is {{1::tomorrow's}} yesterday.","Aujourd'hui est l'hier de demain."
"Tom kept eating.","Tom {{1::continuait}} à manger."
"Where's the mistake?","Où est {{1::l'erreur}} ?"
"Where is the mistake?","Où est {{1::l'erreur}} ?"
"She's on the run.","Elle est en {{1::fuite}}."
"She is on the run.","Elle est en {{1::fuite}}."
"She is in {{1::algeria}}.","Elle est en algérie."
"She is in algeria.","Elle est en {{1::algérie}}."
"What's going on, {{1::jean}}?","Que t'arrive-t-il, jean ?"
"I am often in {{1::difficulties}}.","Je suis souvent en difficulté."
"Where's the {{1::original}}?","Où est l'original ?"
"I am just dying for a {{1::coke}} right now.","Je veux un coca rapidement."
"I want white {{1::pants}}.","Je veux un pantalon blanc."
"I want to shake your hand.","Je veux vous {{1::serrer}} la main."
"He died {{1::recently}}.","Il est récemment décédé."
"I {{1::assure}} you that i can do that.","Je t'assure que je peux faire ça."
"I remember that {{1::speech}}.","Je me rappelle ce discours."
"I remember that speech.","Je me rappelle ce {{1::discours}}."
"I'll be around.","Je serai dans les {{1::environs}}."
"I am a hungry {{1::spider}}.","Je suis une araignée affamée."
"He wrote the report.","Il a écrit le {{1::rapport}}."
"I'm a {{1::social}} worker.","Je suis une travailleuse sociale."
"I came by {{1::taxi}}.","Je suis arrivé en taxi."
"I came by taxi.","Je suis arrivé en {{1::taxi}}."
"He {{1::slammed}} the door.","Il a claqué la porte."
"What did you think i {{1::meant}}?","Que pensiez-vous que je voulais dire ?"
"Why do you see {{1::within}}?","Que voyez-vous intérieurement ?"
"He {{1::picked}} up the phone.","Il a décroché le téléphone."
"This was in tom's {{1::closet}}.","C'était dans le placard de tom."
"This was in tom's closet.","C'était dans le {{1::placard}} de tom."
"He {{1::objected}}.","Il s'y est opposé."
"What would you do {{1::differently}}?","Que ferais-tu différemment ?"
"What would you do differently?","Que ferais-tu {{1::différemment}} ?"
"He is extremely {{1::talkative}}.","Il est extrêmement bavard."
"He {{1::stole}} money from me.","Il m'a volé de l'argent."
"Here we go.","On est {{1::partis}} !"
"He is {{1::seriously}} ill.","Il est gravement atteint."
"He is seriously ill.","Il est {{1::gravement}} atteint."
"I was wearing {{1::sunglasses}}.","Je portais des lunettes de soleil."
"He is a teacher of english.","Il est {{1::prof}} d'anglais."
"He lost his {{1::eyesight}}.","Il a perdu la vue."
"I asked you to stop it.","Je vous ai demandé {{1::d'arrêter}}."
"He is lazy by nature.","Il est {{1::naturellement}} paresseux."
"Life is a mirror!","La vie est un {{1::miroir}} !"
