"English","French"
"Sea turtles are magnificent {{1::creatures}}.","Les tortues de mer sont de magnifiques créatures."
"People are starting to talk.","Les gens {{1::commencent}} à parler."
"It has its {{1::benefits}}.","Ça a ses avantages."
"It has its benefits.","Ça a ses {{1::avantages}}."
"It has its perks.","Ça a ses {{1::avantages}}."
"We will talk after the lesson.","Nous {{1::parlerons}} après la leçon."
"This fault {{1::admits}} of no excuse.","Cette faute est inexcusable."
"Take it easy! don't be so nervous.","{{1::calme-toi}} ! ne sois pas si nerveux."
"Please don't do that by yourselves.","Ne le faites pas {{1::vous-mêmes}}, s'il vous plaît."
"What is the truth?","En quoi {{1::consiste}} la vérité ?"
"The door gives {{1::access}} to the kitchen.","La porte permet d'accéder à la cuisine."
"This operation is simple.","Cette {{1::opération}} est simple."
"We must pay the {{1::tax}}.","Nous devons payer la taxe."
"I saw fear in tom's eyes.","J'ai vu de la {{1::crainte}} dans les yeux de tom."
"Tom is level-headed.","Tom a la tête sur les {{1::épaules}}."
"Prices depend on {{1::supply}} and demand.","Les prix dépendent de l'offre et de la demande."
"We were going {{1::steady}}.","Nous filions le parfait amour."
"I just want to be alone.","Je veux simplement me {{1::retrouver}} seule."
"We didn't {{1::create}} the problems.","Nous n'avons pas créé les problèmes."
"We didn't create the problems.","Nous n'avons pas {{1::créé}} les problèmes."
"At last, we reached the {{1::summit}}.","Enfin, nous atteignîmes le sommet."
"Your name {{1::stands}} first in the list.","Ton nom est en tête de liste."
"What are my {{1::grandparents}} doing?","Que font mes grands-parents ?"
"What are my grandparents doing?","Que font mes {{1::grands-parents}} ?"
"That was a {{1::disappointment}}.","Ce fut une déception."
"It was a {{1::tragedy}}.","Ce fut une tragédie."
"She was ashamed of herself for her {{1::carelessness}}.","Elle avait honte de son inattention."
"What's your wish?","Quel est votre {{1::souhait}} ?"
"It's in my {{1::backpack}}.","Il est dans mon sac à dos."
"You can't {{1::separate}} time from space.","On ne peut pas séparer le temps de l'espace."
"Do you want to learn a little {{1::vocabulary}}?","Tu veux apprendre un peu de vocabulaire ?"
"His {{1::invention}} is brilliant!","Son invention est brillante !"
"Her {{1::invention}} is brilliant!","Son invention est brillante !"
"This one is of much {{1::higher}} quality than that one.","Celui-ci est de loin de meilleure qualité que celui-là."
"I have read it to my great {{1::profit}}.","Heureusement pour moi, je l'ai lu."
"Where do you attend high school?","À quel {{1::lycée}} vas-tu ?"
"My train is {{1::delayed}}.","Mon train est en retard."
"The suit {{1::fits}} well.","Le costume me va bien."
"She is unable to {{1::cope}} with stress.","Elle est incapable de faire face à la tension."
"She is unable to cope with stress.","Elle est incapable de faire face à la {{1::tension}}."
"This {{1::application}} is awesome.","Cette application est super."
"This application is awesome.","Cette {{1::application}} est super."
"We have to follow the {{1::regulations}}.","Nous devons suivre la réglementation."
"We must follow the {{1::regulations}}.","Nous devons suivre la réglementation."
"That should be kept {{1::between}} us.","Que cela reste entre nous!"
"I can't go to the {{1::mall}}.","Je ne peux pas me rendre à la galerie commerciale."
"He wasn't there last week.","Il ne s'y {{1::trouvait}} pas la semaine dernière."
"We need to cross the border.","Nous devons traverser la {{1::frontière}}."
"My brother's son is my {{1::nephew}}.","Le fils de mon frère est mon neveu."
"He {{1::achieved}} his goal.","Il atteignit son but."
"I couldn't possibly eat another bite.","Je ne pourrais certainement pas manger une {{1::bouchée}} de plus."
"Yeah, that's what i said.","{{1::ouais}}, c'est ce que j'ai dit."
"That alone is an {{1::achievement}}.","Rien que ça, c'est un exploit."
"This apple tree {{1::bears}} many fruits.","Ce pommier donne beaucoup de fruits."
"I think we're going to need it all.","Je pense que nous allons avoir besoin de {{1::l'ensemble}}."
"The river {{1::flows}} through the city.","La rivière coule à travers la ville."
"This {{1::string}} is strong.","Cette corde est solide."
"Living {{1::conditions}} were hard.","Les conditions de vie étaient difficiles."
"Living conditions were hard.","Les {{1::conditions}} de vie étaient difficiles."
"We can't do this ourselves.","Nous ne pouvons pas le faire par {{1::nous-mêmes}}."
"Stop by {{1::whenever}} you can.","Vous passez quand vous pouvez !"
"The town lies on the seashore.","La ville est {{1::située}} en bord de mer."
"{{1::keiko}} is at the head of her class.","Keiko est en tête de sa classe."
"{{1::sam}} made the school basketball team.","Sam a monté l'équipe de basketball de l'école."
