"English","French"
"I'm {{c::thirty}}.","J'ai 30 ans."
"I'm {{c::thirty}} years old.","J'ai 30 ans."
"He's an opera {{c::lover}}.","C'est un inconditionnel de l'opéra."
"Thank you for calling me.","Merci de {{c::m'avoir}} appelé."
"Dead men tell no tales.","Les {{c::morts}} ne parlent pas."
"He thought about everything.","Il a {{c::pensé}} à tout."
"Start writing.","{{c::commencez}} à écrire."
"You won't make mistakes.","Tu ne {{c::feras}} pas d'erreurs."
"He is in the {{c::bathroom}}.","Il est aux toilettes."
"He is in the bathroom.","Il est aux {{c::toilettes}}."
"He's in the {{c::closet}}.","Il est aux toilettes."
"I hope you learn.","J'espère que vous {{c::apprenez}}."
"Tom {{c::declined}} to comment.","Tom n'a pas fait de commentaire."
"You'll have to pay.","Vous {{c::aurez}} à payer."
"Exercise {{c::outdoors}}.","Fais de l'exercice à l'extérieur."
"The more i work, the {{c::less}} i sleep.","Plus je travaille, moins je dors."
"I would be willing to help you.","Je suis {{c::disposé}} à vous aider."
"Chase the cat out of the kitchen.","{{c::chasse}} le chat de la cuisine."
"I'm one of your students.","Je suis l'une de vos {{c::élèves}}."
"He denied everything.","Il a tout {{c::nié}}."
"You stick out like a sore {{c::thumb}}.","Tu ne passes pas inaperçu !"
"Don't say such things.","Ne dis pas de {{c::telles}} choses !"
"I {{c::bumped}} into him at the station.","Je l'ai croisé à la gare."
"I bumped into him at the station.","Je l'ai {{c::croisé}} à la gare."
"I want some {{c::privacy}}.","Je veux un peu d'intimité."
"Ideas don't die.","Les idées ne {{c::meurent}} pas."
"It's your turn next.","Tu es le {{c::prochain}}."
"I'm at a {{c::friend's}} house.","Je suis chez une amie."
"Try to stay awake.","Essaie de rester {{c::éveillé}}."
"It is 7 o'clock.","Il est {{c::sept}} heures."
"It is seven o'clock.","Il est {{c::sept}} heures."
"It's seven o'clock.","Il est {{c::sept}} heures."
"{{c::prepare}} to die.","Préparez-vous à mourir !"
"{{c::prepare}} to die.","Prépare-toi à mourir !"
"{{c::prepare}} to die!","Prépare-toi à mourir !"
"Don't eat the {{c::oysters}}.","Ne mangez pas les huîtres."
"Don't try to be a hero.","Ne {{c::jouez}} pas les héros !"
"It's eight o'clock.","Il est {{c::huit}} heures."
"You have no more {{c::messages}}.","Vous n'avez plus de messages."
"Only {{c::fifteen}} minutes.","Quinze minutes de reste."
"Only fifteen minutes.","{{c::quinze}} minutes de reste."
"The more i think, the {{c::less}} i understand.","Plus je réfléchis, moins je comprends."
"I go walking with her.","Je me {{c::promène}} avec elle."
"I'm going for a walk with her.","Je me {{c::promène}} avec elle."
"Do you have enough money?","{{c::disposes-tu}} de suffisamment d'argent ?"
"He has no {{c::fewer}} than five hundred books.","Il n'a pas moins de 500 livres."
"He has no fewer than five hundred books.","Il n'a pas {{c::moins}} de 500 livres."
"He's got no {{c::fewer}} than five hundred books.","Il n'a pas moins de 500 livres."
"He's got no fewer than five hundred books.","Il n'a pas {{c::moins}} de 500 livres."
"We're not going with you.","Nous {{c::n'allons}} pas avec vous."
"{{c::pigs}} can't fly.","Les cochons ne volent pas."
"This dog doesn't bite.","Ce chien ne {{c::mord}} pas."
"That dog doesn't bite.","Ce chien ne {{c::mord}} pas."
"You're out of booze.","T'es à {{c::sec}}."
"I'm glad i invited you.","Je suis heureux de {{c::t'avoir}} invité."
"Can you play the {{c::organ}}?","Savez-vous jouer de l'orgue ?"
"The {{c::rumors}} were false.","Les rumeurs ne s'avérèrent pas."
"I am in favor of the death {{c::penalty}}.","Je suis pour la peine de mort."
"I want to see a {{c::volcano}}.","Je veux voir un volcan !"
"It's because i love you.","C'est {{c::parce}} que je vous aime."
"I didn't go to the {{c::funeral}}.","Je ne suis pas allé à l'enterrement."
"I do not care for such a {{c::novel}}.","Je n'aime pas ce genre de romans."
"I do not care for such a novel.","Je n'aime pas ce genre de {{c::romans}}."
"Thank you for inviting me.","Merci de {{c::m'avoir}} invité."
"The accident {{c::deprived}} him of his sight.","L'accident le priva de la vue."
"What do you have in mind?","Qu'as-tu à {{c::l'esprit}} ?"
"What are you thinking?","Qu'as-tu à {{c::l'esprit}} ?"
"Sorry i {{c::startled}} you!","Désolé de t'avoir surpris !"
"Sorry i startled you!","Désolé de {{c::t'avoir}} surpris !"
"It is impossible for me to do so.","Il {{c::m'est}} impossible de le faire."
"What is {{c::butter}} made of?","De quoi est fait le beurre ?"
"What is butter made of?","De quoi est fait le {{c::beurre}} ?"
"Tom is her {{c::lover}}.","Tom est son amant."
"What are you doing?","{{c::qu’est-ce}} que vous faites ?"
"What're you doing?","{{c::qu’est-ce}} que vous faites ?"
"I'm the same {{c::height}} as tom is.","Je suis aussi grand que tom."
"Don't say such things.","Ne dites pas de {{c::telles}} choses !"
"Try to remain calm.","Essayez de rester {{c::calmes}}."
"Welcome {{c::aboard}}!","Bienvenue à bord  !"
"Stupid phone {{c::keyboard}}.","Stupide clavier de téléphone."
"Stupid phone keyboard.","Stupide {{c::clavier}} de téléphone."
"He doesn't have the {{c::courage}}.","Il n'en a pas le courage."
"Have a nice {{c::holiday}}.","Passe de bonnes vacances !"
"I {{c::shook}} hands with tom.","J'ai serré la main de tom."
"I shook hands with tom.","J'ai {{c::serré}} la main de tom."
"Come on, let us talk about {{c::flowers}}.","Allons, parlons de fleurs."
"He has a life sentence.","Il est {{c::condamné}} à vie."
"This is all a {{c::misunderstanding}}.","Tout est un malentendu."
"This is all a misunderstanding.","Tout est un {{c::malentendu}}."
"What do you have in mind?","Qu'avez-vous à {{c::l'esprit}} ?"
"No one was wearing a seatbelt.","Personne ne portait de {{c::ceinture}}."
"Tom never {{c::cooks}}.","Tom ne cuisine jamais."
"Try to stay {{c::dry}}.","Tâche de rester sec !"
"I prefer spring to fall.","Je préfère le printemps à {{c::l'automne}}."
"I prefer spring to {{c::autumn}}.","Je préfère le printemps à l'automne."
"I prefer spring to autumn.","Je préfère le printemps à {{c::l'automne}}."
"I like spring better than fall.","Je préfère le printemps à {{c::l'automne}}."
"Do you like the {{c::taste}} of beer?","Aimes-tu le goût de la bière ?"
"I like spring more than {{c::autumn}}.","Je préfère le printemps à l'automne."
"Do you like the {{c::taste}} of beer?","Aimez-vous le goût de la bière ?"
