"English","French"
"I didn't speak.","Je n'ai pas {{c::parlé}}."
"I'm not {{c::hungry}}.","Je n'ai pas faim."
"I'm not hungry.","Je n'ai pas {{c::faim}}."
"I am not {{c::hungry}}.","Je n'ai pas faim."
"I am not hungry.","Je n'ai pas {{c::faim}}."
"I haven't started.","Je n'ai pas {{c::commencé}}."
"I am {{c::game}}!","Je suis de la partie."
"I am game!","Je suis de la {{c::partie}}."
"I'm {{c::game}}.","Je suis de la partie."
"I didn't call.","Je n'ai pas {{c::appelé}}."
"I haven't {{c::decided}}.","Je n'ai pas décidé."
"I haven't decided.","Je n'ai pas {{c::décidé}}."
"I haven't made up my mind.","Je n'ai pas {{c::décidé}}."
"I'm not going.","Je {{c::n'y}} vais pas."
"I don't have water.","Je n'ai pas {{c::d'eau}}."
"I didn't stop.","Je n'ai pas {{c::arrêté}}."
"I didn't walk.","Je n'ai pas {{c::marché}}."
"I am food.","Je suis de la {{c::nourriture}}."
"Go {{c::ahead}}.","Va de l’avant."
"I'm not done.","Je n'ai pas {{c::terminé}}."
"I didn't understand.","Je n'ai pas {{c::compris}}."
"I didn't win.","Je n'ai pas {{c::gagné}}."
"I haven't been {{c::successful}}.","Je n'ai pas réussi."
"I haven't been successful.","Je n'ai pas {{c::réussi}}."
"I didn't look.","Je n'ai pas {{c::regardé}}."
"I didn't pay.","Je n'ai pas {{c::payé}}."
"I haven't {{c::slept}}.","Je n'ai pas dormi."
"I haven't slept.","Je n'ai pas {{c::dormi}}."
"I didn't sleep.","Je n'ai pas {{c::dormi}}."
"I'm not {{c::ashamed}}.","Je n'ai pas honte."
"I'm not ashamed.","Je n'ai pas {{c::honte}}."
"I'm not {{c::sleepy}}.","Je n'ai pas sommeil."
"I'm not sleepy.","Je n'ai pas {{c::sommeil}}."
"I didn't drive.","Je n'ai pas {{c::conduit}}."
"I don't have any {{c::friends}}.","Je n'ai pas d'amis."
"I don't have any friends.","Je n'ai pas {{c::d'amis}}."
"I have no {{c::friends}}.","Je n'ai pas d'amis."
"I have no friends.","Je n'ai pas {{c::d'amis}}."
"I'm not {{c::thirsty}}.","Je n'ai pas soif."
"I'm not thirsty.","Je n'ai pas {{c::soif}}."
"I am not {{c::thirsty}}.","Je n'ai pas soif."
"I am not thirsty.","Je n'ai pas {{c::soif}}."
"I didn't {{c::notice}}.","Je n'ai pas remarqué."
"I didn't notice.","Je n'ai pas {{c::remarqué}}."
"I didn't {{c::notice}} it.","Je n'ai pas remarqué."
"I didn't notice it.","Je n'ai pas {{c::remarqué}}."
"I didn't listen.","Je n'ai pas {{c::écouté}}."
"I didn't cry.","Je n'ai pas {{c::pleuré}}."
"I didn't laugh.","Je n'ai pas {{c::ri}}."
"I have no {{c::children}}.","Je n'ai pas d'enfants."
"I have no children.","Je n'ai pas {{c::d'enfants}}."
"I have no {{c::kids}}.","Je n'ai pas d'enfants."
"I have no kids.","Je n'ai pas {{c::d'enfants}}."
"I don't have {{c::kids}}.","Je n'ai pas d'enfants."
"I didn't yell.","Je n'ai pas {{c::crié}}."
"I didn't stop.","Je n'ai pas {{c::cessé}}."
"I didn't {{c::vote}}.","Je n'ai pas voté."
"I didn't vote.","Je n'ai pas {{c::voté}}."
"I have no experience.","Je n'ai pas {{c::d'expérience}}."
"I haven't had {{c::dinner}}.","Je n'ai pas dîné."
"I haven't had dinner.","Je n'ai pas {{c::dîné}}."
"I don't have the {{c::energy}}.","Je n'ai pas l'énergie."
"I don't have the energy.","Je n'ai pas {{c::l'énergie}}."
"Keep talking.","{{c::continuez}} de parler."
"I don't have any {{c::friends}}.","Je n'ai pas d'amies."
"I don't have any friends.","Je n'ai pas {{c::d'amies}}."
"I have no friends.","Je n'ai pas {{c::d'amies}}."
"I do not {{c::urinate}} much.","Je n'urine pas beaucoup."
"I have no {{c::insurance}}.","Je n'ai pas d'assurance."
"I have no insurance.","Je n'ai pas {{c::d'assurance}}."
"I don't have any {{c::children}}.","Je n'ai pas d'enfant."
"I have no {{c::kids}}.","Je n'ai pas d'enfant."
"I {{c::couldn't}} get it.","Je n'ai pas capté."
"I have no {{c::privacy}}.","Je n'ai pas d'intimité."
"I have no {{c::objection}}.","Je n'ai pas d'objection."
"I don't have a {{c::weapon}}.","Je n'ai pas d'arme."
"I did not {{c::resist}}.","Je n'ai pas résisté."
"I have no {{c::weapons}}.","Je n'ai pas d'arme."
"I have no {{c::excuse}}.","Je n'ai pas d'excuse."
"I have no {{c::appetite}}.","Je n'ai pas d'appétit."
"I don't have a {{c::computer}}.","Je n'ai pas d'ordinateur."
"I don't have an {{c::alibi}}.","Je n'ai pas d'alibi."
"I have no {{c::idea}}.","Je n'ai pas d'idée."
"I have no {{c::future}}.","Je n'ai pas d'avenir."
"I have no {{c::explanation}}.","Je n'ai pas d'explication."
"I don't have a {{c::girlfriend}}.","Je n'ai pas d'amie."
"I don't have any {{c::enemies}}.","Je n'ai pas d’ennemis."
"I have no {{c::wife}}.","Je n'ai pas d'épouse."
"I don't have {{c::enemies}}.","Je n'ai pas d’ennemis."
"I don't have a {{c::wife}}.","Je n'ai pas d'épouse."
"I don't have a {{c::sword}}.","Je n'ai pas d'épée."
"I didn't {{c::bat}} an eye.","Je n'ai pas sourcillé."
"I don't have a {{c::printer}}.","Je n'ai pas d'imprimante."
"I don't have an {{c::accent}}.","Je n'ai pas d'accent."
"Tom saw her.","Tom la {{c::voyait}}."
"Tom saw it.","Tom la {{c::voyait}}."
"I'm just a {{c::nobody}}.","Je ne suis personne."
"I'm just a nobody.","Je ne suis {{c::personne}}."
"I'm a {{c::nobody}}.","Je ne suis personne."
"I'm a nobody.","Je ne suis {{c::personne}}."
