"English","French"
"See you soon!","À tout à {{1::l'heure}} !"
"She's on a {{1::roll}}.","Elle a la baraka."
"She has the {{1::clap}}.","Elle a la blennorragie."
"I felt ill.","Je me {{1::sentis}} malade."
"I felt ill.","Je me {{1::sentais}} malade."
"Is that so?","Est-ce le {{1::cas}} ?"
"Is that right?","Est-ce le {{1::cas}} ?"
"He took {{1::advantage}} of me.","Il a profité de moi."
"He took advantage of me.","Il a {{1::profité}} de moi."
"I'm short of breath.","Je suis à bout de {{1::souffle}}."
"Where's tom's computer?","Où est {{1::l'ordinateur}} de tom ?"
"I've reached the end of my {{1::strength}}.","Je suis à bout de forces."
"I've reached the end of my strength.","Je suis à bout de {{1::forces}}."
"Can you really?","Le {{1::pouvez-vous}} vraiment ?"
"I want that {{1::doll}}.","Je veux cette poupée."
"I want that doll.","Je veux cette {{1::poupée}}."
"I want to take a walk.","Je voudrais me {{1::promener}}."
"Do you have one?","En {{1::avez-vous}} un ?"
"{{1::who's}} the last one?","Qui est la dernière ?"
"Who's the last one?","Qui est la {{1::dernière}} ?"
"I wear {{1::glasses}}.","Je porte des lunettes."
"I wear glasses.","Je porte des {{1::lunettes}}."
"I don't have to follow tom.","Je n'ai pas à {{1::suivre}} tom."
"Can you really?","Le {{1::peux-tu}} vraiment ?"
"I don't like to run a risk.","Je n'aime pas prendre de {{1::risque}}."
"Tom {{1::remembers}} you.","Tom se souvient de vous."
"Tom remembers you.","Tom se {{1::souvient}} de vous."
"That {{1::sounds}} beautiful.","Le son est beau."
"That sounds {{1::lovely}}.","Le son est beau."
"Who's the {{1::loser}}?","Qui est le perdant ?"
"He doesn't tell {{1::lies}}.","Il ne dit pas de mensonges."
"He doesn't tell lies.","Il ne dit pas de {{1::mensonges}}."
"I would like to see that.","{{1::j'aimerais}} le voir."
"Music is everything.","La {{1::musique}} est tout."
"I'm the {{1::victim}} here.","Je suis la victime ici."
"I'm the victim here.","Je suis la {{1::victime}} ici."
"That's a {{1::fact}}.","C'est un fait."
"I don't have a {{1::spare}} shirt.","Je n'ai pas de chemise de rechange."
"See you, {{1::grandpa}}!","À plus, papy !"
"I don't have a swimming {{1::costume}}.","Je n'ai pas de maillot de bain."
"I have tom's key.","J'ai les {{1::clefs}} de tom."
"I have tom's {{1::keys}}.","J'ai les clefs de tom."
"I have tom's keys.","J'ai les {{1::clefs}} de tom."
"It's {{1::monkey}} meat.","C'est de la viande de singe."
"It's monkey meat.","C'est de la viande de {{1::singe}}."
"It's {{1::rat}} meat.","C'est de la viande de rat."
"It's rat meat.","C'est de la viande de {{1::rat}}."
"What are you going to do?","Que {{1::vas-tu}} faire ?"
"What're you going to do?","Que {{1::vas-tu}} faire ?"
"He does it fast.","Il le fait {{1::rapidement}}."
"I'm {{1::comfortable}}.","Je suis à mon aise."
"I want to wash myself.","Je souhaite me {{1::laver}}."
"This is the {{1::worst}} of all.","C'est le pire de tout."
"This is the worst of all.","C'est le {{1::pire}} de tout."
"I wear {{1::socks}}.","Je porte des chaussettes."
"I wear socks.","Je porte des {{1::chaussettes}}."
"He lost no time.","Il ne {{1::perdit}} pas de temps."
"Is it yours?","Est-ce le {{1::tien}} ?"
"Are you taking the {{1::piss}}?","Vous vous moquez de moi ?"
"You're {{1::putting}} me on.","Vous vous foutez de moi."
"How does he do this?","Comment le {{1::fait-il}} ?"
"I'm making {{1::progress}}.","Je fais des progrès."
"I'm making progress.","Je fais des {{1::progrès}}."
"I rest on sunday.","Je me {{1::repose}} dimanche."
"You eat food.","Tu {{1::manges}} de la nourriture."
"{{1::cool}} it down.","Baisse le ton."
"Cool it down.","{{1::baisse}} le ton."
"I remember them.","Je me souviens {{1::d'eux}}."
"The train isn't leaving.","Le train ne {{1::part}} pas."
"I've been thinking about you.","J'ai {{1::pensé}} à vous."
"I thought about you.","J'ai {{1::pensé}} à vous."
"{{1::when's}} the wedding?","À quand le mariage ?"
"When's the wedding?","À quand le {{1::mariage}} ?"
"Tom is {{1::respected}} by everybody.","Tom est respecté de tous."
"Tom is respected by everybody.","Tom est {{1::respecté}} de tous."
"Is he at home?","{{1::est-il}} à la maison ?"
"I'm no fool.","Je ne suis pas une {{1::idiote}}."
"I'm not a cat.","Je ne suis pas une {{1::chatte}}."
"I'm not a singer.","Je ne suis pas une {{1::chanteuse}}."
"What should i do?","Que {{1::dois-je}} faire ?"
"What am i to do?","Que {{1::dois-je}} faire ?"
"What do i have to do?","Que {{1::dois-je}} faire ?"
"I felt like an idiot.","Je me {{1::sentis}} idiot."
"I'm not a liar.","Je ne suis pas une {{1::menteuse}}."
"I am not a liar.","Je ne suis pas une {{1::menteuse}}."
"I remember them.","Je me souviens {{1::d'elles}}."
"Whose room is this?","C'est la {{1::chambre}} de qui ?"
"I am not a {{1::witch}}.","Je ne suis pas une sorcière."
"I am not a witch.","Je ne suis pas une {{1::sorcière}}."
"I'm not a {{1::professional}}.","Je ne suis pas une professionnelle."
"I am not a {{1::professional}}.","Je ne suis pas une professionnelle."
"I knew you'd come.","Je savais que tu {{1::viendrais}}."
"I'm not one to {{1::gossip}}.","Je ne suis pas une commère."
"I'm afraid of {{1::flying}}.","J'ai peur de voler."
"I'm not a {{1::criminal}}.","Je ne suis pas une criminelle."
"I prefer it that way.","Je le préfère de cette {{1::façon}}."
"I don't look like that.","Je n'ai pas cette {{1::apparence}}."
"How are you taking it?","Comment le {{1::prenez-vous}} ?"
"I shower every day.","Je me douche {{1::quotidiennement}}."
"How are you taking it?","Comment le {{1::prends-tu}} ?"
