"English","French"
"I'll make a few calls.","Je vais passer quelques {{c::coups}} de fil."
"{{c::aunt}}, this is tom.","Ma tante, c'est tom."
"Aunt, this is tom.","Ma {{c::tante}}, c'est tom."
"I need to call the embassy.","Il faut que j'appelle {{c::l'ambassade}}."
"He is kind rather than {{c::gentle}}.","Il est gentil plutôt que doux."
"Have you decided on the subject of your {{c::thesis}}?","Avez-vous décidé de votre sujet de thèse ?"
"The {{c::band}} is still together.","Le groupe tient toujours."
"Ziri hates {{c::teenagers}}.","Ziri n'aime pas les adolescents."
"Ziri hates teenagers.","Ziri n'aime pas les {{c::adolescents}}."
"I prefer to {{c::err}} on the side of caution.","Je préfère pécher par excès de prudence."
"As it is, i can do nothing.","En {{c::l'état}}, je ne peux rien faire."
"Do you know tom's {{c::wife's}} name?","Sais-tu comment s'appelle la femme de tom ?"
"He ran at full {{c::speed}}.","Il courait à toute vitesse."
"Bullseye!","En plein dans le {{c::mille}} !"
"If you {{c::reduce}} the price, i'll buy it.","Si tu réduis le prix, je l'achète."
"We need {{c::actions}}, not words.","Nous avons besoin d'actes, pas de mots."
"{{c::why's}} tom still here?","Pourquoi tom est encore ici ?"
"That {{c::affair}} doesn't concern me.","Cette affaire ne me concerne pas."
"He was granted {{c::admission}} to the university.","Il fut admis à l'université."
"He was granted admission to the university.","Il fut {{c::admis}} à l'université."
"She can run a full {{c::marathon}}.","Elle est capable de courir un marathon."
"Tom died in the {{c::blast}}.","Tom est mort dans l'explosion."
"He quietly knocked at the door.","Il a frappé {{c::doucement}} à la porte."
"He {{c::urged}} his government not to sign it.","Il pressa son gouvernement de ne pas le signer."
"What {{c::quantity}} of paper do you need?","De quelle quantité de papier as-tu besoin ?"
"He traveled {{c::throughout}} the country.","Il a voyagé à travers le pays."
"He is afraid of {{c::snakes}}.","Il a peur des serpents."
"He is afraid of snakes.","Il a peur des {{c::serpents}}."
"He's afraid of {{c::snakes}}.","Il a peur des serpents."
"He's afraid of snakes.","Il a peur des {{c::serpents}}."
"Tom was alone at the time.","Tom était seul à {{c::l'époque}}."
"I didn't know you wrote {{c::poems}}.","Je ne savais pas que vous écriviez des poèmes."
"The suspect is a black {{c::male}}.","Le suspect est un homme noir."
"The woman has {{c::five}} children.","La femme a cinq enfants."
"Can i touch your breasts?","Je peux te toucher les {{c::seins}} ?"
"I've got to make some calls.","Je dois passer quelques {{c::coups}} de fil."
"I don't know when tom did that.","Je ne sais pas {{c::quand}} tom a fait ça."
"To know {{c::oneself}} is difficult.","Il est difficile de se connaître soi-même."
"He gathered the courage to {{c::decline}} the offer.","Il rassembla le courage de décliner la proposition."
"I know you'll find happiness {{c::eventually}}.","Je sais que finalement vous trouverez le bonheur."
"I don't care a bean.","Je m'en fous comme de l'an {{c::quarante}}."
"I collect {{c::dolls}} from different countries.","Je collectionne les poupées de tous les pays."
"The ladder was covered with mud.","L'échelle était couverte de {{c::boue}}."
