"English","French"
"Smoking is {{1::prohibited}} here.","Il est défendu de fumer ici."
"Someone tried to {{1::poison}} you.","Quelqu'un a essayé de t'empoisonner."
"Marriage is a {{1::lottery}}.","Le mariage est une loterie."
"On {{1::top}} of that, it was raining.","En plus de ça, il pleuvait."
"On top of that, it was raining.","En plus de ça, il {{1::pleuvait}}."
"Tom is a history teacher.","Tom est professeur {{1::d'histoire}}."
"I {{1::provided}} him with food.","Je lui ai fourni de la nourriture."
"I want to eat french {{1::cuisine}}.","Je veux manger de la cuisine française."
"Not all of them are busy.","Tous ne sont pas {{1::occupés}}."
"All of them are not poor.","Tous ne sont pas {{1::pauvres}}."
"I can see myself in the mirror.","Je me vois dans le {{1::miroir}}."
"The cinema is an {{1::industry}}.","Le cinéma est une industrie."
"He'll have a dog.","Il {{1::aura}} un chien."
"I am {{1::taller}} than he.","Je suis plus grand que lui."
"I'm {{1::taller}} than he is.","Je suis plus grand que lui."
"I can probably do that.","Je peux {{1::probablement}} faire ça."
"Who is that gentleman?","Qui est ce {{1::monsieur}} ?"
"I want you to have this.","Je veux que tu {{1::aies}} ceci."
"He has come out of his {{1::shell}}.","Il est sorti de sa coquille."
"Tom left immediately.","Tom est parti {{1::aussitôt}}."
"{{1::yanni}} died.","Yanni est mort."
"Yanni died.","{{1::yanni}} est mort."
"Don't try to {{1::pretend}} you're innocent.","N'essayez pas de jouer les innocents."
"I was late for the train.","J'ai {{1::raté}} le train."
"I'll buy him a {{1::pan}}.","Je lui achèterai une poêle."
"I don't go out on weeknights.","Je ne sors pas les {{1::soirs}} de semaine."
"I'll buy him a {{1::van}}.","Je lui achèterai une camionnette."
"There are no more bullets.","Il n'y a plus de {{1::balles}}."
"Can i ask something?","Je peux {{1::poser}} une question ?"
"Can i ask a question?","Je peux {{1::poser}} une question ?"
"Don't throw {{1::rocks}}!","Ne jetez pas des pierres !"
"Don't throw rocks!","Ne jetez pas des {{1::pierres}} !"
"I got on the {{1::plane}}.","Je suis monté dans l'avion."
"She got an a.","Elle a {{1::obtenu}} un a."
"I'm looking for a {{1::part-time}} job.","Je cherche un travail à mi-temps."
"I want you to get better.","Je veux que tu {{1::ailles}} mieux."
"Tom is my {{1::father's}} friend.","Tom est l'ami de mon père."
"I'm caught in {{1::traffic}}.","Je suis coincé dans la circulation."
"I want to travel by {{1::airplane}}.","Je veux voyager en avion."
"I want to travel by airplane.","Je veux voyager en {{1::avion}}."
"I'd like to talk to you.","{{1::j'aimerais}} vous parler."
"I see the {{1::tower}} from my house.","Je vois la tour de chez moi."
"{{1::wherever}} you say.","Où vous voulez."
"I went into the {{1::army}}.","Je suis rentré dans l'armée."
"I went into the army.","Je suis rentré dans {{1::l'armée}}."
"Why doesn't he say it to her?","Pourquoi ne le lui {{1::dit-il}} pas ?"
"Ziri ate {{1::strawberries}}.","Ziri a mangé de la fraise."
"Are you all right?","Vous {{1::sentez-vous}} bien ?"
"Do you feel all right?","Vous {{1::sentez-vous}} bien ?"
"I'll change the {{1::sheets}}.","Je vais changer les draps."
"The restaurant has lots of customers.","Le restaurant a tellement de {{1::clients}}."
"Fishing is {{1::prohibited}} here.","Il est interdit de pêcher ici."
"Are you doing all right?","Vous {{1::portez-vous}} bien ?"
"We'll need everything.","Il nous {{1::faudra}} tout."
"Tom ran out of the room.","Tom {{1::courut}} hors de la chambre."
"We've had no complaints.","Nous n'avons pas eu de {{1::plaintes}}."
"Tom became popular.","Tom est devenu {{1::populaire}}."
"Does that trouble you?","Cela vous {{1::dérange-t-il}} ?"
"I have to take out the {{1::trash}}.","Je dois sortir les ordures."
"The kid is a pain in the {{1::neck}}.","Le gosse est une plaie."
"I'm lying on the grass.","Je suis {{1::allongé}} dans l'herbe."
"{{1::turtles}} don't have teeth.","Les tortues n'ont pas de dents."
"Look, he's {{1::approaching}}.","Regarde, il vient."
"Sorry, i didn't mean to {{1::snap}} at you.","Désolé, je ne voulais pas vous mordre."
"I do not like mathematics very much.","Je {{1::goûte}} peu les mathématiques."
