"English","French"
"Don't be {{1::ridiculous}}!","Ne soyez pas ridicule !"
"Don't be {{1::disgusting}}.","Ne sois pas dégoûtant."
"Don't be {{1::absurd}}.","Ne soyez pas ridicule."
"I don't give a damn about {{1::poetry}}.","Je me fous de la poésie."
"I don't give a damn about poetry.","Je me fous de la {{1::poésie}}."
"You have a visitor.","Tu as de la {{1::visite}}."
"I'm very {{1::modest}}.","Je suis fort modeste."
"I'm very modest.","Je suis fort {{1::modeste}}."
"I am truly sorry.","Je suis {{1::réellement}} désolé."
"I need {{1::protection}}.","J'ai besoin de protection."
"I need protection.","J'ai besoin de {{1::protection}}."
"I need some {{1::volunteers}}.","J'ai besoin de volontaires."
"I need {{1::volunteers}}.","J'ai besoin de volontaires."
"I need glue.","J'ai besoin de {{1::colle}}."
"I do not care for {{1::fame}}.","Je me fiche de la célébrité."
"Don't be {{1::unfair}}!","Ne soyez pas injuste !"
"Don't be unfair!","Ne soyez pas {{1::injuste}} !"
"Are they not englishmen?","Ne {{1::sont-ils}} pas anglais ?"
"Aren't they englishmen?","Ne {{1::sont-ils}} pas anglais ?"
"Don't be {{1::disgusting}}.","Ne sois pas dégoûtante."
"Don't be {{1::ignorant}}.","Ne sois pas ignorant."
"Smoking is {{1::permitted}}.","Il est permis de fumer."
"Smoking is permitted.","Il est {{1::permis}} de fumer."
"I'm {{1::fairly}} happy.","Je suis plutôt content."
"Don't be so {{1::childish}}.","Ne faites pas l'enfant."
"Don't be so childish.","Ne faites pas {{1::l'enfant}}."
"Talk to you {{1::later}}.","À plus tard !"
"Talk to you later.","À plus {{1::tard}} !"
"Don't be naive.","Ne soyez pas {{1::naïve}} !"
"I {{1::handled}} it.","Je m'en suis sorti."
"I'm {{1::terribly}} sorry.","Je suis terriblement désolé."
"I'm terribly sorry.","Je suis {{1::terriblement}} désolé."
"Don't be {{1::disgusting}}.","Ne soyez pas dégoûtant."
"She has no {{1::shame}}.","Elle n'a pas de honte."
"No smoking.","Il est {{1::interdit}} de fumer."
"Smoking is {{1::prohibited}}.","Il est interdit de fumer."
"Smoking is prohibited.","Il est {{1::interdit}} de fumer."
"You are not {{1::allowed}} to smoke.","Il est interdit de fumer."
"You are not allowed to smoke.","Il est {{1::interdit}} de fumer."
"He is trustworthy.","Il est {{1::digne}} de confiance."
"I {{1::became}} rich.","Je suis devenu riche."
"I became rich.","Je suis {{1::devenu}} riche."
"They know her.","Ils la {{1::connaissent}}."
"It's about time to start.","Il est l'heure de {{1::démarrer}}."
"Don't be {{1::unfair}}!","Ne soyez pas injustes !"
"I got sick.","Je suis {{1::devenue}} malade."
"I'm truly sorry.","Je suis {{1::sincèrement}} désolé."
"I totally agree.","Je suis {{1::entièrement}} d'accord."
"She has no brothers.","Elle n'a pas de {{1::frères}}."
"I'm {{1::completely}} crazy.","Je suis complètement fou."
