"English","French"
"Don't lie, honey.","Ne mens pas, {{1::chéri}}."
"Please don't press {{1::charges}}.","Ne portez pas plainte."
"Please don't press charges.","Ne {{1::portez}} pas plainte."
"I often {{1::err}}.","Je me trompe souvent."
"Did i not mention that?","Ne {{1::l'ai-je}} pas mentionné ?"
"{{1::dna}} doesn't lie.","L'adn ne ment pas."
"He is in the tenth grade.","Il est en {{1::seconde}}."
"Don't let go. hold on {{1::tight}}.","Ne lâche pas ! accroche-toi !"
"I get up {{1::early}}.","Je me lève tôt."
"I get up early.","Je me {{1::lève}} tôt."
"I want to hold you.","Je veux te {{1::tenir}}."
"He's fit.","Il est en {{1::forme}}."
"I met him in {{1::january}}.","Je le rencontrai en janvier."
"{{1::dna}} doesn't lie.","L'adn ne trompe pas."
"I feel {{1::blue}}.","Je me sens déprimé."
"I'm feeling {{1::low}}.","Je me sens abattu."
"I only have this {{1::baggage}}.","Je n'ai que ce bagage."
"I'm no one {{1::special}}.","Je ne suis personne de particulier."
"I'm no one special.","Je ne suis personne de {{1::particulier}}."
"Don't tell {{1::stories}}!","Ne raconte pas d'histoires !"
"I feel normal.","Je me sens {{1::normale}}."
"{{1::mennad}} won't get mad.","Mennad ne fâchera pas."
"I feel {{1::relieved}}.","Je me sens soulagé."
"I feel relieved.","Je me sens {{1::soulagé}}."
"I feel {{1::blue}}.","Je me sens déprimée."
"Don't set off the {{1::alarm}}.","Ne déclanche pas l'alarme."
"Don't set off the {{1::alarm}}.","Ne déclanchez pas l'alarme."
"I don't have any special {{1::talents}}.","Je n'ai pas de talents particuliers."
"I don't have a criminal {{1::record}}.","Je n'ai pas de casier judiciaire."
"I feel ugly.","Je me sens {{1::laide}}."
"The {{1::argument}} will not hold.","L'argument ne tiendra pas."
"Don't let go. hold on {{1::tight}}.","Ne lâchez pas ! accrochez-vous !"
"I feel {{1::powerless}}.","Je me sens impuissant."
"I feel {{1::helpless}}.","Je me sens impuissant."
"I feel like i am being {{1::watched}}.","Je me sens observé."
"I feel {{1::flattered}}.","Je me sens flatté."
"I feel {{1::flattered}}.","Je me sens flattée."
"I feel {{1::blessed}}.","Je me sens bénit."
"I feel {{1::silly}}.","Je me sens sot."
"I'm feeling {{1::low}}.","Je me sens abattue."
"I'm {{1::poorly}}.","Je me sens patraque."
"{{1::who's}} the last one?","Qui est le dernier ?"
"I wanted to remember.","Je voulais me {{1::souvenir}}."
"I have a {{1::letter}} from you.","J'ai une lettre de vous."
"I have a letter from you.","J'ai une {{1::lettre}} de vous."
"I go to bed early.","Je me {{1::couche}} tôt."
"We're having {{1::company}}.","Nous avons de la visite."
"I'm going to figure this out.","Je vais {{1::résoudre}} ça."
"I'll {{1::solve}} this.","Je vais résoudre ça."
"I'll solve this.","Je vais {{1::résoudre}} ça."
"I want to fuck you.","Je veux te {{1::baiser}}."
"I'll {{1::carry}} this.","Je vais porter ça."
"I'll carry this.","Je vais {{1::porter}} ça."
"Are you home?","{{1::es-tu}} à la maison ?"
"Do you have one?","En {{1::as-tu}} un ?"
"He is in {{1::algeria}}.","Il est en algérie."
"He is in algeria.","Il est en {{1::algérie}}."
"He is in {{1::pajamas}}.","Il est en pyjama."
"He is in pajamas.","Il est en {{1::pyjama}}."
"He's in his pajamas.","Il est en {{1::pyjama}}."
"I want to please you.","Je veux te {{1::plaire}}."
"I often do this.","Je fais {{1::souvent}} ça."
"He is {{1::overweight}}.","Il est en surpoids."
"He's in {{1::scotland}}.","Il est en écosse."
"We like tom.","Nous {{1::aimons}} tom."
"I wanted {{1::revenge}}.","Je voulais me venger."
"Do we have time?","{{1::avons-nous}} le temps ?"
"I don't have a {{1::reason}} to live.","Je n'ai pas de raison de vivre."
"Tom is following us.","Tom nous {{1::suit}}."
"Time {{1::flies}}.","Le temps file."
"Time flies.","Le temps {{1::file}}."
"Is {{1::it}} you?","Est-ce que c'est vous ?"
"Is {{1::that}} you?","Est-ce que c'est vous ?"
"I don't have a job anymore.","Je n'ai plus {{1::d'emploi}}."
"We wanted tom.","Nous {{1::voulions}} tom."
"Time presses.","Le temps {{1::presse}}."
"Time is pressing.","Le temps {{1::presse}}."
"Time {{1::flies}}.","Le temps s'enfuit."
"Time flies.","Le temps {{1::s'enfuit}}."
"The weather is getting {{1::worse}}.","Le temps empire."
"The weather is getting worse.","Le temps {{1::empire}}."
"Tom will be {{1::missed}}.","Tom nous manquera."
"I didn't care.","Je n'ai pas fait {{1::attention}}."
"Did tom send you?","Tom vous a {{1::envoyé}} ?"
"She didn't have a {{1::brother}}.","Elle n'avait pas de frère."
"She didn't have a brother.","Elle {{1::n'avait}} pas de frère."
"We'll {{1::convince}} tom.","Nous convaincrons tom."
"I'm on call in the hospital.","Je suis de {{1::garde}} à l'hôpital."
"I know all this.","Je sais tout {{1::ceci}}."
"{{1::perhaps}} i am mistaken.","Je me trompe peut-être."
"I'll fix it up all right.","Je vais {{1::arranger}} ça."
"I'm going to write that down.","Je vais {{1::noter}} ça."
"Count from one to a hundred.","Compte de un à {{1::cent}}."
"I'll {{1::ignore}} that.","Je vais ignorer ça."
"I can't save you.","Je ne peux pas vous {{1::sauver}}."
"Tom has chosen you.","Tom vous a {{1::choisi}}."
"I can't blame you.","Je ne peux pas vous {{1::blâmer}}."
"I'm {{1::wasting}} my time.","Je perds mon temps."
"I didn't see you.","Je ne vous {{1::ai}} pas vu."
"She has the {{1::clap}}.","Elle a la gonorrhée."
