"English","French"
"It won't take long.","Cela ne {{c::prendra}} pas longtemps."
"It's on the {{c::tip}} of my tongue.","Je l'ai sur le bout de la langue."
"I did what i {{c::had}} to do.","Je fis ce que j'avais à faire."
"Why didn't you write me?","Pourquoi ne {{c::m'as-tu}} pas écrit ?"
"Tom has two {{c::choices}}.","Tom a deux choix."
"That's how i would've done it.","C'est ainsi que je {{c::l'aurais}} fait."
"Try to keep it down.","{{c::tâche}} de ne pas faire trop de bruit."
"I appreciate you coming here.","Je vous sais {{c::gré}} de venir ici."
"I've got no {{c::quarrel}} with you two.","Je n'ai pas de querelle avec vous deux."
"You'll get it {{c::someday}}.","Vous l'aurez un jour."
"You'll forget about me {{c::someday}}.","Vous m'oublierez un jour."
"Fate {{c::tore}} us apart.","Le destin nous a séparés."
"Fate tore us apart.","Le destin nous a {{c::séparés}}."
"Tom couldn't have done it.","Tom {{c::n'aurait}} pas pu le faire."
"I got off {{c::lightly}}.","Je m'en suis bien sorti."
"I made some good {{c::buys}}.","J'ai fait de bons achats."
"I made some good buys.","J'ai fait de bons {{c::achats}}."
"Tom has two {{c::daughters}}.","Tom a deux filles."
"He is afraid to fly in an {{c::airplane}}.","Il a peur de prendre l'avion."
"He is afraid to fly in an airplane.","Il a peur de prendre {{c::l'avion}}."
"The police can't {{c::arrest}} you.","La police ne peut pas t'arrêter."
"I'm getting tired of it.","Je commence à en avoir {{c::marre}}."
"The storm {{c::prevented}} us from going out.","La tempête nous empêcha de sortir."
"I knew it would be {{c::painful}}.","Je savais que ce serait douloureux."
"I knew it would be painful.","Je savais que ce serait {{c::douloureux}}."
"We owe tom a lot.","Nous {{c::devons}} beaucoup à tom."
"We are {{c::classmates}}.","Nous sommes camarades de classe."
"We are classmates.","Nous sommes {{c::camarades}} de classe."
"I knew we were going to lose.","Je savais que nous {{c::allions}} perdre."
"Got any {{c::smokes}}?","Tu n'aurais pas une cigarette ?"
"Got any smokes?","Tu n'aurais pas une {{c::cigarette}} ?"
"Tom needs hope.","Tom a besoin {{c::d'espoir}}."
"Don't give him any ideas.","Ne lui {{c::donnez}} pas d'idées !"
"Don't give her any ideas.","Ne lui {{c::donnez}} pas d'idées !"
"I got off {{c::lightly}}.","Je m'en suis bien sortie."
"Water was coming out of the {{c::damaged}} pipe.","De l'eau sortait de la conduite endommagée."
"Don't tell me to shut up.","Ne me dites pas de me {{c::taire}} !"
"Tom's suicide doesn't change anything.","Le {{c::suicide}} de tom ne change rien."
"We live near the {{c::border}}.","Nous vivons près de la frontière."
"We live near the border.","Nous vivons près de la {{c::frontière}}."
"He can't keep time.","Il est incapable de garder le {{c::rythme}}."
"She's taking birth control {{c::pills}}.","Elle prend la pilule."
"I advised him not to drive.","Je lui ai {{c::conseillé}} de ne pas conduire."
"Don't pull the {{c::plug}} yet.","Ne retire pas encore la prise !"
"Don't pull the plug yet.","Ne {{c::retire}} pas encore la prise !"
"I never knew that.","Je n'ai jamais {{c::su}} ça."
"{{c::peter}} doesn't speak russian.","Pierre ne parle pas le russe."
"Tom is kind of {{c::creepy}}.","Tom est un peu effrayant."
"Don't pull the plug yet.","Ne {{c::retirez}} pas encore la prise !"
"He was {{c::thrown}} from the car.","Il a été jeté de la voiture."
