"English","French"
"People love tom.","Les gens {{c::adorent}} tom."
"I'm afraid of not {{c::finishing}} it in time.","J'ai peur de ne pas le finir à temps."
"I want to be {{c::worthy}} of your friendship.","Je veux être digne de votre amitié."
"I was born a year later.","Je suis né un {{c::an}} après."
"They were {{c::murdered}}.","Quelqu'un les a tués."
"Swimming will {{c::develop}} many different muscles.","La natation fortifie beaucoup de muscles."
"I've got no more than five hundred yen.","Je n'ai pas plus de cinq {{c::cents}} yens."
"He moved to germany.","Il a déménagé en {{c::allemagne}}."
"Sami has a ride.","{{c::sami}} a une voiture."
"It looks like we have company.","Il semble que nous {{c::ayons}} de la compagnie."
"{{c::paradise}} is other people.","Le paradis, c'est les autres."
"Paradise is other people.","Le {{c::paradis}}, c'est les autres."
"They {{c::donated}} money to the red cross.","Ils donnèrent de l'argent à la croix-rouge."
"I have a {{c::slight}} fever.","J'ai un petit peu de fièvre."
"I suggested that the plan be {{c::postponed}}.","Je suggérais que le plan soit reporté."
"I {{c::wondered}} why tom wasn't drinking.","Je me demandais pourquoi tom ne buvait pas."
"Stop deluding yourself.","Arrête de te mentir à {{c::toi-même}} !"
"Who made the sun?","Qui a {{c::créé}} le soleil ?"
"I want to make some changes.","Je veux {{c::effectuer}} quelques changements."
"Tom loves {{c::foreigners}}.","Tom aime les étrangers."
"He failed in the {{c::examination}}.","Il échoua à son examen."
"Are you a ghost?","Es-tu un {{c::esprit}} ?"
"Do not live above your {{c::income}}.","Ne vis pas au-dessus de tes moyens."
"Tom has no {{c::goals}} in life.","Tom n'a pas de buts dans la vie."
"I'm traveling at my own {{c::expense}}.","Je voyage à mes propres frais."
"I'm traveling at my own expense.","Je voyage à mes propres {{c::frais}}."
"Tom likes games.","Tom aime les {{c::jeux}}."
"Tom's {{c::bedroom}} door was closed.","La porte de la chambre de tom était fermée."
"They should know it.","Ils {{c::devraient}} le savoir."
"They were {{c::murdered}}.","Quelqu'un les a tuées."
"This is an {{c::exception}} to the rule.","C'est une exception à la règle."
"This is an exception to the rule.","C'est une {{c::exception}} à la règle."
"He has a basket full of strawberries.","Il a un panier rempli de {{c::fraises}}."
"I have stomach {{c::ache}}.","J’ai des maux de ventre."
"I have stomach ache.","J’ai des {{c::maux}} de ventre."
"Try to make a good {{c::impression}}.","Essaie de faire bonne impression."
"Try to make a good impression.","Essaie de faire bonne {{c::impression}}."
"The company {{c::cancelled}} the project.","La société a annulé le projet."
"The {{c::hole}} is big enough.","Le trou est assez gros."
"The hole is big enough.","Le {{c::trou}} est assez gros."
"One man's {{c::trash}} is another man's treasure.","Le déchet de l'un est le trésor de l'autre."
"Tom is a high school {{c::principal}}.","Tom est le principal du lycée."
"Tom is a high school principal.","Tom est le {{c::principal}} du lycée."
"He was accompanied by his wife.","Il était {{c::accompagné}} de son épouse."
"What's the name of this {{c::intersection}}?","Quel est le nom de cette intersection ?"
"I will start working on {{c::july}} first.","Je commencerai à travailler le premier juillet."
"There were no easy {{c::decisions}}.","Il n'y avait pas de décision facile."
"I hate my native tongue.","Je déteste ma langue {{c::maternelle}}."
"It's one {{c::mile}} from here.","C'est à un mile d'ici."
"It's a {{c::mile}} from here.","C'est à un mile d'ici."
"She is bad-mannered.","Elle est mal {{c::élevée}}."
"There are 31 days in {{c::december}}.","Décembre a 31 jours."
"That night i {{c::dreamt}} of her.","Cette nuit-là, je rêvai d’elle."
"Could you please tell me how to get to the station?","Pourriez-vous {{c::m'indiquer}} le chemin de la gare ?"
"Could you show me the way to the station?","Pourriez-vous {{c::m'indiquer}} le chemin de la gare ?"
"The {{c::committee}} accepted the proposal.","Le comité a accepté la proposition."
"The committee accepted the proposal.","Le {{c::comité}} a accepté la proposition."
"The street is {{c::deserted}} today.","La rue est déserte aujourd'hui."
"We didn't reach the {{c::summit}}.","Nous n'avons pas atteint le sommet."
"We didn't reach the summit.","Nous n'avons pas atteint le {{c::sommet}}."
"You haven't {{c::gained}} a bit of weight?","T'as pas un peu grossi ?"
"I need to charge my phone.","Il faut que je {{c::charge}} mon téléphone."
"What's your {{c::dad's}} name?","Quel est le nom de votre père ?"
"Can we please turn this off?","Pouvons-nous {{c::éteindre}} ça, je vous prie ?"
"Tom likes {{c::spaghetti}}.","Tom aime les spaghettis."
"Tom loves {{c::pigs}}.","Tom aime les porcs."
"What is wrong with you?","{{c::t'as}} un problème ?"
"I didn't learn this through reading.","Je n'ai pas appris ça en {{c::lisant}}."
"She had a work {{c::contract}}.","Elle avait un contrat de travail."
"She had a work contract.","Elle avait un {{c::contrat}} de travail."
"Your {{c::marriage}} is in trouble.","Votre mariage est à mal."
"Who invented the piano?","Qui a {{c::inventé}} le piano ?"
"This is the algerian flag.","Ceci est le drapeau {{c::algérien}}."
"I visited many {{c::parts}} of england.","J'ai parcouru beaucoup de parties de l'angleterre."
"You won't go, will you?","Tu ne t'en {{c::iras}} pas, si ?"
"How {{c::noisy}} this street is!","Que cette rue est bruyante !"
"I like the color of your lips.","J'aime la couleur de tes {{c::lèvres}}."
"Tom is {{c::wiser}} than i am.","Tom est plus sage que moi."
"Tom is {{c::wiser}} than me.","Tom est plus sage que moi."
"She takes care of many elderly people.","Elle s'occupe de beaucoup de personnes {{c::âgées}}."
"There were lots of people.","Il y avait beaucoup de {{c::gens}}."
"The dog {{c::barks}}.","Un chien aboie."
"Did you visit the {{c::tower}} of london?","As-tu visité la tour de londres ?"
"Did you visit the tower of london?","As-tu {{c::visité}} la tour de londres ?"
"{{c::frost}} touched the flower.","Le gel a touché la fleur."
"I prefer {{c::warmer}} weather.","Je préfère un temps plus chaud."
"My {{c::daughter's}} your age.","Ma fille est de votre âge."
"I didn't know i was {{c::adopted}}.","Je ne savais pas que j'avais été adopté."
"I have to buy some christmas presents.","Je dois acheter des {{c::cadeaux}} de noël."
"{{c::moonlight}} flooded the room.","Le clair de lune inonda la pièce."
"{{c::mayuko}} can't bear living alone.","Mayuko ne supporte pas de vivre seule."
"Mayuko can't bear living alone.","{{c::mayuko}} ne supporte pas de vivre seule."
"I feel like shit.","J'ai la tête dans le {{c::cul}}."
"We {{c::tend}} to make mistakes.","Nous tendons à nous tromper."
"Who {{c::discovered}} brazil?","Qui a découvert le brésil ?"
"I want to stop thinking about this.","Je veux arrêter {{c::d'y}} penser."
"I don't like being treated like this.","Je n'aime pas être {{c::traité}} de cette manière."
"I'd like to come at {{c::nine}}.","Je voudrais venir à neuf heures."
"I only work {{c::part-time}}.","Je ne travaille qu'à temps partiel."
"I only work part-time.","Je ne travaille qu'à temps {{c::partiel}}."
