"English","French"
"I'm from {{1::brazil}}.","Je viens du brésil."
"I'm from brazil.","Je viens du {{1::brésil}}."
"I don't yet have a job.","Je n'ai encore pas {{1::d'emploi}}."
"I {{1::repeated}} my name.","Je répétai mon nom."
"I {{1::locked}} the front door.","Je verrouillai la porte de devant."
"Now let's begin the game.","Que le {{1::match}} commence."
"Let's go to the {{1::mountains}}.","Allons à la montagne !"
"Let's go to the mountains.","Allons à la {{1::montagne}} !"
"You're not bad.","Vous {{1::n'êtes}} pas mal."
"I'm from the future.","Je viens du {{1::futur}}."
"I come from the future.","Je viens du {{1::futur}}."
"They're yours.","{{1::ils}} sont à vous."
"Come back to the {{1::party}}.","Reviens à la fête."
"Where is the {{1::receipt}}?","Où est le reçu ?"
"Where is the receipt?","Où est le {{1::reçu}} ?"
"He didn't do it.","Il ne {{1::l'a}} pas fait."
"I don't have your {{1::strength}}.","Je n'ai pas ta force."
"I thought i'd lost you.","Je pensais que je {{1::t'avais}} perdu."
"He {{1::stared}} at me.","Il me fixa."
"He stared at me.","Il me {{1::fixa}}."
"We have him!","Nous {{1::l'avons}} !"
"We have her!","Nous {{1::l'avons}} !"
"{{1::we}} have it!","Nous l'avons !"
"We have it!","Nous {{1::l'avons}} !"
"I almost did it.","Je l'ai {{1::presque}} fait."
"Do i have to {{1::spell}} it out for you?","Je dois te l'expliquer?"
"It is of great {{1::value}}.","C'est de grande valeur."
"It is of great value.","C'est de grande {{1::valeur}}."
"I wasn't very worried.","Je n'étais pas très {{1::inquiète}}."
"I can do it.","Je peux y {{1::parvenir}}."
"It's {{1::cloudy}}.","Le temps est couvert."
"It's cloudy.","Le temps est {{1::couvert}}."
"I am from {{1::portugal}}.","Je viens du portugal."
"Do i need this?","{{1::ai-je}} besoin de ça ?"
"What's the fun in that?","Où est le {{1::plaisir}} ?"
"I come from {{1::portugal}}.","Je viens du portugal."
"I owe you 3,000 {{1::yen}}.","Je te dois 3000 yen."
"I owe you 3,000 yen.","Je te dois 3000 {{1::yen}}."
"Where's the {{1::bag}}?","Où est le sac ?"
"Where's the bag?","Où est le {{1::sac}} ?"
"He {{1::treated}} me badly.","Il me maltraita."
"Where is the {{1::market}}?","Où est le marché ?"
"Where is the market?","Où est le {{1::marché}} ?"
"Where's the {{1::market}}?","Où est le marché ?"
"You don't ski.","Vous ne faites pas de {{1::ski}}."
"He doesn't like wine.","Il n'aime pas le {{1::vin}}."
"I must {{1::confess}} that i snore.","Je dois avouer que je ronfle."
"Don't talk about {{1::yourself}} like that.","Ne parlez pas de vous ainsi !"
"I can survive this.","Je peux y {{1::survivre}}."
"I have to {{1::confess}} to you that i snore.","Je dois t'avouer que je ronfle..."
"I didn't see the {{1::accident}}.","Je n'ai pas vu l'accident."
"I didn't see the accident.","Je n'ai pas vu {{1::l'accident}}."
"I trust you.","Je te fais {{1::confiance}}."
"Where's the {{1::newspaper}}?","Où est le journal ?"
"Where's the newspaper?","Où est le {{1::journal}} ?"
"Where is the newspaper?","Où est le {{1::journal}} ?"
"He does not like {{1::tennis}}.","Il n'aime pas le tennis."
"He does not like tennis.","Il n'aime pas le {{1::tennis}}."
"I'm watching the market closely.","Je {{1::surveille}} le marché de près."
"That is the bus stop.","C'est {{1::l'arrêt}} de bus."
"Do you like french?","{{1::aimes-tu}} le français ?"
"Time is {{1::precious}}.","Le temps est précieux."
"Time is precious.","Le temps est {{1::précieux}}."
"Where is the {{1::restaurant}}?","Où est le restaurant ?"
"Where is the restaurant?","Où est le {{1::restaurant}} ?"
"I didn't {{1::register}}.","Je ne me suis pas inscrit."
"I hate my computer.","Je déteste mon {{1::ordinateur}}."
"Where is the {{1::umbrella}}?","Où est le parapluie ?"
"Where is the umbrella?","Où est le {{1::parapluie}} ?"
"I've {{1::fallen}} in love with you.","Je suis tombé amoureux de vous."
"I'm gaining weight.","Je prends du {{1::poids}}."
"The weather is {{1::rainy}}.","Le temps est pluvieux."
"{{1::there's}} no more time.","Le temps est écoulé."
"{{1::time's}} up.","Le temps est écoulé."
"Time is {{1::eternal}}.","Le temps est éternel."
"I have to {{1::report}} this to tom.","Je dois le signaler à tom."
"The weather is {{1::sunny}}.","Le temps est ensoleillé."
"Like {{1::lightning}}.","Comme la foudre."
"Like lightning.","Comme la {{1::foudre}}."
"The weather is {{1::threatening}}.","Le temps est menaçant."
"I'm learning french.","{{1::j'apprends}} le français."
"I am learning french.","{{1::j'apprends}} le français."
"It's {{1::beautifully}} made.","C'est de belle facture."
"It's beautifully made.","C'est de belle {{1::facture}}."
"I didn't have lunch today.","Je n'ai pas {{1::déjeuné}} aujourd'hui."
"I have no {{1::energy}} today.","Je n'ai pas d'énergie, aujourd'hui."
"I have no energy today.","Je n'ai pas {{1::d'énergie}}, aujourd'hui."
"I play the {{1::piano}}.","Je joue du piano."
"I play the piano.","Je joue du {{1::piano}}."
"I play {{1::piano}}.","Je joue du piano."
"I play piano.","Je joue du {{1::piano}}."
"Are you the manager?","Êtes-vous le {{1::directeur}} ?"
"I have no {{1::energy}} today.","Je n'ai pas d'énergie aujourd'hui."
"I have no energy today.","Je n'ai pas {{1::d'énergie}} aujourd'hui."
"Are you the {{1::mayor}}?","Êtes-vous le maire ?"
"Are you the mayor?","Êtes-vous le {{1::maire}} ?"
"I'm eating {{1::cheese}}.","Je mange du fromage."
"I'm eating cheese.","Je mange du {{1::fromage}}."
"I hate {{1::goat}} cheese.","Je déteste le fromage de chèvre."
"I hate goat cheese.","Je déteste le fromage de {{1::chèvre}}."
