"English","French"
"He crossed the river.","Il a {{1::traversé}} la rivière."
"He {{1::led}} the meeting.","Il a dirigé la réunion."
"He {{1::switched}} on the television.","Il a allumé la télévision."
"He switched on the television.","Il a {{1::allumé}} la télévision."
"He's {{1::switched}} the television on.","Il a allumé la télévision."
"He's switched the television on.","Il a {{1::allumé}} la télévision."
"He switched on the telly.","Il a {{1::allumé}} la télévision."
"I hadn't {{1::planned}} to tell you.","Je n'avais pas prévu de vous le dire."
"I plan to break up with mary.","Je prévois de {{1::rompre}} avec mary."
"I'm going for a walk.","Je vais faire une {{1::promenade}}."
"Water is a {{1::source}} of life.","L'eau est source de vie."
"Water is a source of life.","L'eau est {{1::source}} de vie."
"Tom has a {{1::pet}} squirrel.","Tom a un écureuil de compagnie."
"Tom has a pet squirrel.","Tom a un {{1::écureuil}} de compagnie."
"What color is the bird?","De quelle couleur est {{1::l'oiseau}} ?"
"Please be careful.","Soyez {{1::prudents}}, je vous prie."
"Please be careful.","Soyez {{1::prudentes}}, je vous prie."
"I need to take your {{1::pulse}}.","Je dois vous prendre le pouls."
"I'll just have a kip.","Je vais faire une {{1::sieste}}."
"I am here on business.","Je suis ici pour {{1::affaires}}."
"Take your {{1::seats}}, please.","Prenez place, je vous prie !"
"I owe you a sincere apology.","Je te dois de {{1::sincères}} excuses."
"How big is the {{1::team}}?","De quelle taille est l'équipe ?"
"There's a {{1::strike}}.","Il y a grève."
"There's a strike.","Il y a {{1::grève}}."
"He won the {{1::lottery}}.","Il a gagné la loterie."
"I have your schedule here.","Je dispose ici de votre {{1::programme}}."
"Tom is in charge of this {{1::project}}.","Tom est chargé de ce projet."
"Tom is in charge of this project.","Tom est {{1::chargé}} de ce projet."
"I'm not making any {{1::plans}}.","Je ne fais pas le moindre projet."
"I am from north {{1::korea}}.","Je viens de corée du nord."
"I didn't sign up for this.","Je n'ai pas {{1::signé}} pour ça."
"You're blocking my light.","Tu me fais de {{1::l'ombre}}."
"I won't lower myself to his {{1::level}}.","Je ne m'abaisserai pas à son niveau."
"I have your schedule here.","Je dispose ici de votre {{1::horaire}}."
"Tom is waiting at the airport.","Tom {{1::attend}} à l'aéroport."
"It's a {{1::custom}} to celebrate christmas.","Il est de coutume de célébrer noël."
"What do you think of the new teacher?","Que penses-tu de la nouvelle {{1::institutrice}} ?"
"Our {{1::goal}} is to win.","Notre but est de gagner."
"Tom is a member of this club.","Tom est membre de ce {{1::club}}."
"I look after my {{1::grandfather}}.","Je prends soin de mon grand-père."
"I look after my grandfather.","Je prends soin de mon {{1::grand-père}}."
"I'm taking care of my grandfather.","Je prends soin de mon {{1::grand-père}}."
"She doesn't have a driving {{1::licence}}.","Elle n'a pas de permis de conduire."
"I know what they are.","Je sais ce {{1::qu'elles}} sont."
"I know how {{1::badly}} you want it.","Je sais combien tu le veux."
"Tom sings {{1::beautifully}}.","Tom chante à merveille."
"I have no more than five {{1::dollars}}.","Je n'ai pas plus de cinq dollars."
"I have no more than five dollars.","Je n'ai pas plus de cinq {{1::dollars}}."
"I have nothing {{1::scheduled}} for today.","Je n'ai rien de prévu aujourd'hui."
"What is the {{1::origin}} of the universe?","Quelle est l'origine de l'univers ?"
"He has broken the {{1::glass}}.","Il a brisé la vitre."
"He has broken the glass.","Il a brisé la {{1::vitre}}."
"Tom waited inside.","Tom {{1::attendait}} à l'intérieur."
"He hit the {{1::mark}}.","Il a atteint la cible."
"He hit the mark.","Il a atteint la {{1::cible}}."
"That's not an {{1::issue}}.","Ce n'est pas un problème."
"He bit the {{1::dust}}.","Il a mordu la poussière."
"He bit the dust.","Il a mordu la {{1::poussière}}."
"Tom started climbing.","Tom commença à {{1::grimper}}."
"I'm not giving them a {{1::discount}}.","Je ne leur baisse pas le prix."
"He jimmied the lock.","Il a forcé la {{1::serrure}}."
"Tom started shaking.","Tom commença à {{1::trembler}}."
"He milked the cow.","Il a {{1::trait}} la vache."
"How old is the {{1::universe}}?","Quel est l'âge de l'univers ?"
"How old is the universe?","Quel est l'âge de {{1::l'univers}} ?"
"What's the age of the universe?","Quel est l'âge de {{1::l'univers}} ?"
"He {{1::shows}} them some money.","Il leur montre de l'argent."
"Tom has plans.","Tom a des {{1::projets}}."
"I'll show you a few {{1::photos}}.","Je vous montrerai quelques photos."
"Meet mr. petit.","Je vous {{1::présente}} monsieur petit."
"Tom would agree to do that.","Tom devrait {{1::accepter}} de le faire."
"Tom turned right.","Tom {{1::tourna}} à droite."
"He is {{1::allergic}} to the truth.","Il est allergique à la vérité."
"He is allergic to the truth.","Il est {{1::allergique}} à la vérité."
"Where is the {{1::center}} of the universe?","Où est le centre de l'univers ?"
"Remain seated, please.","{{1::restez}} assis, je vous prie."
"I would like fruit {{1::juice}}.","Je voudrais du jus de fruit."
"I would like fruit juice.","Je voudrais du {{1::jus}} de fruit."
"Tom studies at {{1::harvard}}.","Tom étudie à harvard."
"Tom studies at harvard.","Tom étudie à {{1::harvard}}."
"I live in this {{1::part}} of town.","Je vis dans ce quartier."
"I think it's tom's {{1::motorcycle}}.","Je pense que c'est la moto de tom."
"I think it's tom's motorcycle.","Je pense que c'est la {{1::moto}} de tom."
"You'll need this.","Tu {{1::auras}} besoin de ça."
"You'll need that.","Tu {{1::auras}} besoin de ça."
"Tom has sheep.","Tom a des {{1::moutons}}."
"Tom has {{1::rabbits}}.","Tom a des lapins."
"Tom has rabbits.","Tom a des {{1::lapins}}."
"I need to make a {{1::copy}}.","Je dois faire une copie."
"I need to make a copy.","Je dois faire une {{1::copie}}."
"His {{1::neck}} is broken.","Il a la nuque brisée."
"It's in the fridge.","Elle est dans le {{1::réfrigérateur}}."
"I'll borrow us some {{1::tools}}.","Je nous emprunterai des outils."
"Tom has {{1::chickens}}.","Tom a des poules."
"I don't like cold coffee.","Je ne {{1::goûte}} pas le café froid."
"I'll wait in the {{1::gym}}.","J'attendrai à la salle de sport."
"His hair has turned {{1::grey}}.","Il a la chevelure grisonnante."
"It's in the {{1::garage}}.","Elle est dans le garage."
"It's in the garage.","Elle est dans le {{1::garage}}."
