"English","French"
"I don't believe in {{1::aliens}}.","Je ne crois pas aux extra-terrestres."
"I don't believe in {{1::coincidence}}.","Je ne crois pas aux coïncidences."
"Just get off the {{1::stage}}.","Descendez simplement de la scène !"
"I usually eat outside.","{{1::d'ordinaire}}, je mange à l'extérieur."
"I usually eat out.","{{1::d'ordinaire}}, je mange à l'extérieur."
"How {{1::heavy}} you are!","Que vous êtes lourd !"
"How heavy you are!","Que vous êtes {{1::lourd}} !"
"Tom {{1::nodded}}.","Tom hocha la tête."
"What's the use of talking?","À quoi {{1::sert}} de parler ?"
"How {{1::heavy}} you are!","Que vous êtes lourde !"
"How heavy you are!","Que vous êtes {{1::lourde}} !"
"Tom {{1::wiped}} the table clean.","Tom nettoya la table."
"Did you tell tom?","{{1::l'as-tu}} dit à tom ?"
"What were you afraid of?","De quoi {{1::aviez-vous}} peur ?"
"{{1::nothing's}} working.","Rien ne marche."
"Tom does that.","Tom fait {{1::cela}}."
"Tom is no {{1::threat}}.","Tom n'est pas un problème."
"I speak greek, and you?","Je parle {{1::grec}}, et vous ?"
"Did you tell tom?","{{1::l'avez-vous}} dit à tom ?"
"I thought i'd find you here.","Je pensais que je vous {{1::trouverais}} ici."
"We have enough time.","Nous {{1::disposons}} de suffisamment de temps."
"He did a cartwheel.","Il a fait la {{1::roue}}."
"Come out from {{1::under}} the table!","Sors de dessous la table !"
"Come out from under the table!","Sors de {{1::dessous}} la table !"
"I like summer better than winter.","Je préfère l'été à {{1::l'hiver}}."
"He was born on july 28th, 1888.","Il est né le 28 {{1::juillet}} 1888."
"What do you see from your window?","Que {{1::voyez-vous}} de votre fenêtre ?"
"Take the emergency exit!","Prends la sortie de {{1::secours}} !"
"Tom's a friend of his.","Tom est un de ses {{1::amis}}."
"The {{1::cow}} eats grass.","La vache mange de l'herbe."
"The room became {{1::filled}} with smoke.","La pièce s'emplit de fumée."
"The fog faded away.","Le {{1::brouillard}} a disparu."
"I'll tell my {{1::mom}} on you!","Je le rapporterai à ma maman !"
"I'll tell my {{1::mom}}!","Je le rapporterai à ma maman !"
"You're blocking my light.","Vous me faites de {{1::l'ombre}}."
"I don't speak any other languages.","Je ne parle pas {{1::d'autres}} langues."
"I'll show my {{1::album}} to you.","Je vous montrerai mon album."
"{{1::today's}} tom's birthday.","Aujourd'hui c'est l'anniversaire de tom."
"Today's tom's birthday.","Aujourd'hui c'est {{1::l'anniversaire}} de tom."
"Today is tom's {{1::birthday}}.","Aujourd'hui c'est l'anniversaire de tom."
