"English","French"
"I'm gay, so?","Je suis {{1::homosexuel}}, et alors?"
"So what if i'm gay?","Je suis {{1::homosexuel}}, et alors?"
"He {{1::hoped}} to succeed.","Il espérait réussir."
"He hoped to succeed.","Il {{1::espérait}} réussir."
"Don't you think this {{1::suits}} me?","Ne penses-tu pas que ça m'aille ?"
"Give me the car keys.","Donne-moi les {{1::clés}} de la voiture."
"I spilled the milk.","J'ai {{1::renversé}} le lait."
"You have many books.","Tu as de {{1::nombreux}} livres."
"She {{1::opens}} the door.","Elle ouvre la porte."
"I think we should try it.","Je pense que nous {{1::devrions}} essayer."
"He changed his mind.","Il {{1::changea}} d'avis."
"Don't you think this {{1::suits}} me?","Ne pensez-vous pas que ça m'aille ?"
"I lost face.","J'ai perdu la {{1::face}}."
"I don't care for {{1::foreign}} food.","Je ne m'intéresse pas à la nourriture étrangère."
"There is a tree.","Il y a un {{1::arbre}}."
"I cleaned the fish.","J'ai {{1::nettoyé}} le poisson."
"I dialled the number.","J'ai {{1::composé}} le numéro."
"I won't be at the opening {{1::ceremony}}.","Je ne serai pas à la cérémonie d'ouverture."
"Why not see the doctor?","Pourquoi ne pas {{1::consulter}} le médecin ?"
"Tom {{1::chose}} well.","Tom a bien choisi."
"Tom has {{1::hundreds}} of books.","Tom a des centaines de livres."
"Tom has hundreds of books.","Tom a des {{1::centaines}} de livres."
"I know {{1::everybody's}} name.","Je connais le nom de tout le monde."
"I know {{1::everyone's}} name.","Je connais le nom de tout le monde."
"Tom survived the {{1::operation}}.","Tom a survécu à l'opération."
"I think she is over {{1::forty}} years old.","Je pense qu'elle a plus de 40 ans."
"I couldn't resist the {{1::temptation}}.","Je ne pourrais pas résister à la tentation."
"They won't be in time.","Ils ne {{1::seront}} pas à temps."
"I want to have {{1::sex}} with him.","Je veux lui faire l'amour."
"I want to be {{1::happier}}.","Je veux être plus heureux."
"I wanted you to have this.","Je voulais que tu {{1::aies}} ceci."
"I could not attend the {{1::ceremony}}.","Je ne pouvais pas assister à la cérémonie."
"I could not attend the ceremony.","Je ne pouvais pas {{1::assister}} à la cérémonie."
"I couldn't attend the {{1::ceremony}}.","Je ne pouvais pas assister à la cérémonie."
"My {{1::son's}} name is tom.","Le nom de mon fils est tom."
"No more than 50 people came.","Pas plus de 50 personnes sont {{1::venues}}."
"He usually {{1::succeeded}}.","Il réussissait d'habitude."
"It is more than 3 {{1::kilometers}} to the station.","C'est à plus de 3 kilomètres de la station."
"It is more than 3 kilometers to the station.","C'est à plus de 3 {{1::kilomètres}} de la station."
"I don't need to be here.","Je n'ai pas besoin {{1::d'être}} ici."
"{{1::heaven}} knows why.","Le ciel le sait pourquoi."
"They don't understand french.","Elles ne {{1::comprennent}} pas le français."
"I don't think i can help you.","Je ne pense pas que je {{1::puisse}} vous aider."
