"English","French"
"Tom didn't like the {{c::picnic}}.","Tom n'a pas apprécié le pique-nique."
"Tom didn't like the picnic.","Tom n'a pas apprécié le {{c::pique-nique}}."
"He's in {{c::grave}} danger.","Il est en danger grave."
"I'm going to check my {{c::calendar}}.","Je vais voir mon agenda."
"Don't forget to take your {{c::pills}}.","N'oubliez pas de prendre votre pilule !"
"He was born in {{c::switzerland}}.","Il est né en suisse."
"There's an {{c::emergency}}.","Il y a une urgence."
"There's a condition.","Il y a une {{c::condition}}."
"He was born in {{c::africa}}.","Il est né en afrique."
"He was born in africa.","Il est né en {{c::afrique}}."
"There is a {{c::strike}}.","Il y a une grève."
"We thought tom was asleep.","Nous {{c::pensions}} que tom dormait."
"I'm glad to make your {{c::acquaintance}}.","Je suis ravi de faire votre connaissance."
"I'm very happy with my {{c::purchase}}.","Je suis très satisfait de mon achat."
"I got wet to the {{c::skin}}.","Je suis trempé jusqu'aux os."
"My {{c::hobby}} is music.","Mon passe-temps est la musique."
"My hobby is music.","Mon {{c::passe-temps}} est la musique."
"I'm so proud of my team.","Je suis si fier de mon {{c::équipe}}."
"I wish to speak with you in {{c::private}}.","Je désire vous parler en privé."
"Tom is taking a walk.","Tom fait une {{c::promenade}}."
"Don't forget your {{c::mother's}} birthday!","N'oubliez pas l'anniversaire de votre mère !"
"Do your best in everything.","{{c::donnez}} en tout le meilleur de vous."
"I just got a call from the hospital.","Je viens d'avoir un {{c::appel}} de l'hôpital."
"I {{c::handed}} the mike to him.","Je lui ai donné le micro."
"I ran into a {{c::pole}}.","Je suis rentré dans un poteau."
"Tom had {{c::jeans}} on.","Tom portait un jean."
"Tom had jeans on.","Tom portait un {{c::jean}}."
"I know how the system works.","Je sais comment fonctionne le {{c::système}}."
"The same {{c::holds}} true for germany.","Il en est de même pour l'allemagne."
"The same holds true for germany.","Il en est de même pour {{c::l'allemagne}}."
"That boy has good {{c::brains}}.","Ce garçon est intelligent."
"Are you really not going?","N'y {{c::allez-vous}} vraiment pas ?"
"I had to get some money.","J'ai dû {{c::obtenir}} de l'argent."
"Tom is making a {{c::video}}.","Tom fait une vidéo."
"Tom is making a video.","Tom fait une {{c::vidéo}}."
"We {{c::subscribe}} to a newspaper.","Nous souscrivons à un journal."
"Happiness does not consist simply in wealth.","Le bonheur ne vient pas que de la {{c::richesse}}."
"He is a {{c::medical}} student.","Il est étudiant en médecine."
"He is a medical student.","Il est étudiant en {{c::médecine}}."
"I can do it in a week.","Je peux le faire en une {{c::semaine}}."
"I'm stuck in a traffic jam.","Je suis coincé dans un {{c::embouteillage}}."
"I don't understand the meaning of this {{c::phrase}}.","Je ne comprends pas le sens de cette phrase."
"Does the {{c::keyboard}} work?","Est-ce que le clavier fonctionne ?"
"Does the keyboard work?","Est-ce que le {{c::clavier}} fonctionne ?"
"What do you think of mary's new dress?","Que penses-tu de la nouvelle {{c::robe}} de mary ?"
"I ran into a {{c::pole}}.","Je suis rentrée dans un poteau."
"Never did i see him again.","Je ne l'ai plus jamais {{c::revu}}."
"I have been waiting for you for five {{c::hours}}!","Cela fait 5 heures que je t’attends !"
"She thinks {{c::highly}} of him.","Elle pense beaucoup de bien de lui."
"I'm in the middle of something.","Je suis au {{c::milieu}} de quelque chose."
"{{c::youth}} is like the wind.","La jeunesse est comme le vent."
"Youth is like the wind.","La {{c::jeunesse}} est comme le vent."
"I am in {{c::search}} of the lost language.","Je suis à la recherche de la langue perdue."
"Father doesn't allow me to drive.","Père ne me {{c::permet}} pas de conduire."
"This wall {{c::feels}} cold.","Ce mur est froid."
"This wall feels cold.","Ce {{c::mur}} est froid."
"This {{c::wall}} is cold.","Ce mur est froid."
"This wall is cold.","Ce {{c::mur}} est froid."
"Who's the letter {{c::addressed}} to?","À qui est adressée la lettre ?"
"Who is the better hunter?","Qui est le meilleur {{c::chasseur}} ?"
"Water is {{c::indispensable}} to us.","L'eau nous est indispensable."
"Water is indispensable to us.","L'eau nous est {{c::indispensable}}."
