"English","French"
"I'm on duty.","Je suis en {{1::service}}."
"I'm {{1::downstairs}}.","Je suis en bas."
"I'm downstairs.","Je suis en {{1::bas}}."
"I am {{1::online}}.","Je suis en ligne."
"I am online.","Je suis en {{1::ligne}}."
"I can't see.","Je {{1::n'arrive}} pas à voir."
"I'm {{1::early}}.","Je suis en avance."
"I'm early.","Je suis en {{1::avance}}."
"I have the invoice.","J'ai la {{1::facture}}."
"I was born in 1980.","Je suis {{1::née}} en 1980."
"I can't come.","Je ne peux pas {{1::venir}}."
"I saw you.","Je vous ai {{1::vus}}."
"{{1::join}} us.","Joignez-vous à nous."
"I have the key.","J'ai la {{1::clef}}."
"Come and {{1::join}} us.","Joins-toi à nous."
"I {{1::saved}} you.","Je vous ai sauvé."
"I have the {{1::flu}}.","J'ai la grippe."
"I have the flu.","J'ai la {{1::grippe}}."
"I scoff at it.","Je me {{1::moque}} de ça."
"I woke you up.","Je vous ai {{1::réveillée}}."
"I saw you.","Je vous ai {{1::vues}}."
"I have been looking for you.","Je vous ai {{1::cherché}}."
"I {{1::betrayed}} you.","Je vous ai trahi."
"I betrayed you.","Je vous ai {{1::trahi}}."
"I'm on {{1::holiday}}.","Je suis en congés."
"I'm on holiday.","Je suis en {{1::congés}}."
"I called you.","Je vous ai {{1::appelée}}."
"I've upset you.","Je vous ai {{1::contrarié}}."
"No, i don't think so.","{{1::non}}, je ne pense pas."
"I'm on {{1::strike}}.","Je suis en grève."
"I'm on strike.","Je suis en {{1::grève}}."
"I've upset you.","Je vous ai {{1::contrariée}}."
"I feel {{1::nauseous}}.","J'ai la nausée."
"I'm {{1::overweight}}.","Je suis en surpoids."
"I'm in {{1::training}}.","Je suis en formation."
"I'm {{1::starved}}.","J'ai la dalle."
"I'm in {{1::egypt}}.","Je suis en égypte."
"I'm in my {{1::underwear}}.","Je suis en sous-vêtements."
"I'm very {{1::fortunate}}.","J'ai la baraka."
"No gain without {{1::pains}}.","Pas de bras, pas de chocolat."
"No gain without pains.","Pas de bras, pas de {{1::chocolat}}."
"No handy, no {{1::candy}}.","Pas de bras, pas de chocolat."
"No feet, no {{1::sweets}}.","Pas de bras, pas de chocolat."
"I can not read.","Je ne peux pas {{1::lire}}."
"He won't {{1::notice}}.","Il ne le remarquera pas."
"I'll talk to you tomorrow.","Je vous {{1::parlerai}} demain."
"I can call tom.","Je peux {{1::appeler}} tom."
"I'll give you a call tomorrow.","Je vous {{1::appellerai}} demain."
"I like you a great {{1::deal}}.","Je vous aime fort."
"I wouldn't have said it like that.","Je ne {{1::l'aurais}} pas dit."
"I'd never {{1::hire}} tom.","Je n'engagerais jamais tom."
"I'd never {{1::hire}} tom.","Je n'embaucherais jamais tom."
"Tom {{1::eats}} anything.","Tom mange de tout."
"{{1::no}}, i don't k{{1::no}}w.","Non, je ne sais pas."
"That's the {{1::issue}}.","C'est le problème."
"Mary is a left-winger.","Marie est de {{1::gauche}}."
"I won't {{1::tolerate}} that.","Je ne tolérerai pas cela."
"I can't smoke.","Je ne peux pas {{1::fumer}}."
"I {{1::almost}} believe you.","Je vous crois presque."
"I thought i knew you.","Je pensais vous {{1::connaître}}."
"They're talking about you.","Ils {{1::parlent}} de vous."
"Not this time.","Pas cette {{1::fois}}."
"I can't lie.","Je ne peux pas {{1::mentir}}."
"I think, {{1::therefore}} i am.","Je pense donc je suis."
"I think, therefore i am.","Je pense {{1::donc}} je suis."
"I think, {{1::therefore}} i follow.","Je pense donc je suis."
"I think, therefore i follow.","Je pense {{1::donc}} je suis."
"I think {{1::therefore}} i am.","Je pense donc je suis."
"I think therefore i am.","Je pense {{1::donc}} je suis."
"He got the {{1::ball}}.","Il a la balle."
"He got the ball.","Il a la {{1::balle}}."
"I don't know english.","Je ne sais pas {{1::l'anglais}}."
"I can't move.","Je ne peux pas {{1::bouger}}."
"I can't call her.","Je ne peux pas {{1::l'appeler}}."
"I can't hear him.","Je ne peux pas {{1::l'entendre}}."
"I can't hear her.","Je ne peux pas {{1::l'entendre}}."
"Tom knows you.","Tom vous {{1::connaît}}."
"I can't forget her.","Je ne peux pas {{1::l'oublier}}."
"I can't forget this.","Je ne peux pas {{1::l'oublier}}."
"I can't stop him.","Je ne peux pas {{1::l'arrêter}}."
"I can't {{1::slow}} down.","Je ne peux pas ralentir."
"I can't {{1::urinate}}.","Je ne peux pas uriner."
"I can't get {{1::over}} you.","Je ne peux pas t'oublier."
"I can't {{1::reach}} it.","Je ne peux pas l'atteindre."
"I thought i'd surprise you.","Je pensais vous {{1::surprendre}}."
"I thought you'd be disappointed in me.","Je pensais vous {{1::décevoir}}."
"I thought that you'd be disappointed in me.","Je pensais vous {{1::décevoir}}."
"He's got the {{1::flu}}.","Il a la grippe."
"He's got the flu.","Il a la {{1::grippe}}."
"I do not know exactly.","Je ne sais pas {{1::exactement}}."
"I don't know exactly.","Je ne sais pas {{1::exactement}}."
"I can't write.","Je ne sais pas {{1::écrire}}."
"He has {{1::ants}} in his p{{1::ants}}.","Il a la bougeotte."
"I should thank you.","Je devrais vous {{1::remercier}}."
"I'm coming for you!","Je viens vous {{1::chercher}} !"
"He {{1::needs}} you.","Il a besoin de vous."
"He needs you.","Il a {{1::besoin}} de vous."
"She can't.","Elle ne {{1::peut}} pas."
"{{1::frankly}}, i don't think so.","Franchement, je ne pense pas."
"Frankly, i don't think so.","{{1::franchement}}, je ne pense pas."
