"English","French"
"I {{c::worked}} hard.","Je travaillais dur."
"I worked hard.","Je {{c::travaillais}} dur."
"I'll work {{c::hard}}.","Je travaillerai dur."
"I miss {{c::paris}}.","Je regrette paris."
"I miss paris.","Je {{c::regrette}} paris."
"Tom is on {{c::duty}}.","Tom est de faction."
"I'd {{c::rather}} die.","Je préférerais mourir."
"I'd rather die.","Je {{c::préférerais}} mourir."
"I was {{c::surprised}}.","Je fus surpris."
"I am called {{c::john}}.","Je m'appelle john."
"My name is {{c::john}}.","Je m'appelle john."
"I would do the {{c::same}}.","Je ferais pareil."
"I would do the same.","Je ferais {{c::pareil}}."
"I'd be {{c::delighted}}.","Je serais ravi."
"I'd be delighted.","Je serais {{c::ravi}}."
"I'd be careful.","Je serais {{c::prudente}}."
"I'd be {{c::grateful}}.","Je serais reconnaissant."
"I'd be grateful.","Je serais {{c::reconnaissant}}."
"I'd rather walk.","Je {{c::préférerais}} marcher."
"I was {{c::wounded}}.","Je fus blessé."
"I like this one more.","Je préfère {{c::celle-ci}}."
"I {{c::used}} to not do that.","Je ne le faisais pas."
"I used to not do that.","Je ne le {{c::faisais}} pas."
"I {{c::became}} rich.","Je devins riche."
"I like that one better.","Je préfère {{c::celui-là}}."
"What {{c::should}} i do?","Qu'attendez-vous de moi ?"
"What will {{c::become}} of me?","Qu'adviendra-t-il de moi ?"
"I'm {{c::trying}}.","Je m'y essaie."
"I'm trying.","Je {{c::m'y}} essaie."
"{{c::what'll}} become of me?","Qu'adviendra-t-il de moi ?"
"I can't feel it.","Je ne le {{c::ressens}} pas."
"I'm 1.9 {{c::meters}} tall.","Je mesure 1 m 90."
"I'm 1.9 meters tall.","Je {{c::mesure}} 1 m 90."
"I'm the best.","Je suis la {{c::meilleure}}."
"Come {{c::closer}} to me.","Rapproche-toi de moi !"
"I'm dreading the exam.","Je {{c::crains}} l'examen."
"I like that one better.","Je préfère {{c::celle-là}}."
"Tom {{c::knows}} that.","Tom le sait."
"Tom knows that.","Tom le {{c::sait}}."
"I'll call her {{c::immediately}}.","Je l'appellerai immédiatement."
"I'm not going to {{c::sell}} it.","Je ne le vendrai pas."
"I will not {{c::tolerate}} this.","Je ne le tolérerai pas."
"I won't {{c::tolerate}} it.","Je ne le tolèrerai pas."
"I {{c::completely}} forgot it.","Je l'oublie complètement."
"I don't {{c::allow}} it.","Je ne le permets pas."
"I {{c::wouldn't}} try that again.","Je ne le réessayerais pas."
"I won't {{c::confirm}} it.","Je ne le confirmerai pas."
"I completely {{c::approve}} of this.","Je l'approuve complètement."
"I'd be {{c::delighted}}.","Je serais ravie."
"I'd be delighted.","Je serais {{c::ravie}}."
"I would prefer to get a {{c::divorce}}.","Je préfère divorcer."
"I would prefer to get a divorce.","Je préfère {{c::divorcer}}."
"I'd be grateful.","Je serais {{c::reconnaissante}}."
"I'll call you on {{c::monday}}.","Je t'appellerai lundi."
"I'll call you on monday.","Je {{c::t'appellerai}} lundi."
"I {{c::seldom}} go out.","Je sors rarement."
"I'm going {{c::crazy}}.","Je deviens fou."
"I'm going crazy.","Je {{c::deviens}} fou."
"I'm going crazy!","Je {{c::deviens}} fou !"
"I'm not {{c::acquainted}} with her.","Je ne la connais pas."
"I'm daydreaming.","Je rêve {{c::éveillé}}."
"Sometimes i get {{c::ahead}} of myself.","Parfois, je m'emballe."
"I am the {{c::law}}!","Je suis la loi !"
"I am the law!","Je suis la {{c::loi}} !"
"I'd be {{c::devastated}}.","Je serais anéanti."
"{{c::congratulations}}!","Je t'en félicite !"
"{{c::congratulations}}.","Je t'en félicite."
"I cry {{c::easily}}.","Je pleure facilement."
"I have {{c::children}}.","Je dispose d'enfants."
"I have children.","Je dispose {{c::d'enfants}}."
"I {{c::lack}} imagination.","Je manque d'imagination."
"Daddy, i love you!","{{c::papa}}, je t'aime !"
"I live in {{c::comfort}}.","Je vis confortablement."
"I didn't know it {{c::before}}.","Je l'ignorais, auparavant."
"I want to {{c::resign}}.","Je souhaite démissionner."
"I keep my word.","Je tiens {{c::parole}}."
"I'm leaving {{c::tatoeba}}.","Je quitte tatoeba."
"I have {{c::information}}.","Je dispose d'informations."
"I have information.","Je dispose {{c::d'informations}}."
"I'm still {{c::learning}}.","Je continue d'apprendre."
"I'm still learning.","Je {{c::continue}} d'apprendre."
"I want to get a {{c::divorce}}.","Je souhaite divorcer."
"I want to get a divorce.","Je souhaite {{c::divorcer}}."
"I drive {{c::everywhere}}.","Je conduis partout."
"I'm willing to {{c::cooperate}}.","Je souhaite coopérer."
"I sleep {{c::standing}} up.","Je dors debout."
"I love him {{c::anyway}}.","Toutefois, je l'aime."
"Do not {{c::disturb}} her.","Ne la dérange pas."
"I'm the {{c::boss}}.","Je suis la patronne."
"I'm the boss.","Je suis la {{c::patronne}}."
"I finally {{c::escaped}}.","Je m'échappai finalement."
"I {{c::also}} like you.","Je t'apprécie également."
"I will win {{c::easily}}.","Je gagnerai facilement."
"I drive {{c::everywhere}}.","Je roule partout."
"I'll {{c::examine}} it for myself.","Je l'examinerai moi-même."
"I'd have {{c::waited}} for you.","Je t'aurais attendu."
"{{c::honey}}, i love you.","Trésor, je t'aime !"
"Honey, i love you.","{{c::trésor}}, je t'aime !"
"I refuse to help.","Je refuse {{c::d'aider}}."
"Don't {{c::wake}} her up.","Ne la réveille pas."
